"Complex","MMGBSA_dG_Bind_Coulomb","MMGBSA_dG_Bind_Covalent","MMGBSA_dG_Bind_Hbond","MMGBSA_dG_Bind_Lipo","MMGBSA_dG_Bind_Packing","MMGBSA_dG_Bind_Solv_GB","MMGBSA_dG_Bind_vdW","Lig_Strain_Energy","Experimental"
"1upf",-17.99,0.01,-1.09,-6.4,-0.19,7.67,-15.6,0.29,-6.355134857
"1ur9",-69.15,4.1,-4.85,-41.99,-1.23,73.66,-75.92,12.32,-7.971549592
"1urg",-52.84,1,-4.69,-31.45,0,35.11,-39.29,9.4,-8.040627145
"1usn",73.22,3.08,-1.36,-16.73,-5.21,-43.94,-42.53,5.73,-10.69320517
"1utj",-110.86,1.98,-1.51,-15.24,0,136.73,-21.7,3.19,-5.305156054
"1utl",-149.53,0.97,-1.32,-18.03,-0.04,181.08,-25.81,1.15,-3.412431108
"1utm",-138.74,0.18,-1.38,-15.64,-0.14,160.79,-23.23,0.67,-4.158468678
"1utn",-63.4,0.25,-1.48,-14.11,-0.25,99.58,-23.39,0.39,-4.821613185
"1uto",-99,0.25,-1.32,-16.3,0,128.92,-25.5,0.75,-3.136120897
"1uv6",-191.47,12.43,-1.09,-27.45,0,180.81,-23.89,9.1,-7.073541406
"1uvt",-39.8,7.97,-0.61,-35.95,-0.89,57.07,-55.27,15.97,-10.55505007
"1uw6",-19.86,1.49,-0.29,-43.15,-0.28,65.53,-30.74,2.03,-10.14058475
"1uwf",-44.65,0.58,-4.39,-25.02,0,23.57,-27.92,2.22,-9.422178201
"1ux7",-12.78,-0.21,-1.1,-16.69,0,28.5,-24.39,5.95,-4.144653167
"1uxa",-102.5,-1.53,-7.11,-16.14,0,84.39,-36.79,6.57,-3.177567428
"1uxb",-72.63,-0.73,-6.71,-16.85,0,58.86,-34.88,7.8,-2.97033477
"1uz4",-43.62,3.72,-4.13,-15.84,0,36.44,-25.24,1.92,-4.69727359
"1uz8",-51.86,4.41,-3.23,-30.04,0,39.67,-49.65,7.4,-6.852493237
"1v0k",-52.35,8.95,-4.01,-14.13,0,60.94,-12.1,11.34,-7.045910385
"1v0l",-37.76,0.5,-4.75,-19.42,0,57.23,-36.3,2.98,-10.43071047
"1v1j",-9.64,-0.82,-6.38,-19.28,0,0.95,-27.58,6.67,-6.659076089
"1v2j",-204.25,0.72,-7.34,-11.58,-0.14,208.2,-25.35,1.56,-4.490040931
"1v2k",-66.62,-4.46,-0.13,-39.78,-3.76,119.42,-56.55,12.52,-8.551801035
"1v2l",-236.48,0.57,-7.2,-11.67,0,239.96,-25.03,1.54,-5.926854029
"1v2n",-343.87,2.24,-9.05,-28.56,-5.06,348.06,-48.05,2.98,-8.151151229
"1v2q",-288.27,3.75,-8.01,-22.16,-0.08,296.63,-43.28,12.48,-5.70580586
"1v2r",-266.88,4.66,-7.99,-29.12,-1.65,278.34,-44.62,10.03,-4.904506248
"1v2s",-234.5,0.63,-7.24,-11.62,0,245.85,-26.03,1.61,-5.761067903
"1v2t",-291.29,2.5,-7.99,-20.59,0,301.88,-35.95,12.42,-6.507105473
"1v2u",-218.33,0.67,-7.18,-11.85,0,227.77,-26.37,1.68,-4.655827058
"1v2w",-290.33,3.81,-7.91,-22.64,-0.16,295.34,-40.55,12.37,-5.540019734
"1vj9",-266.39,5.6,-9.37,-31.42,-1.1,288.28,-62.43,17.83,-10.43071047
"1vja",-277.33,5.12,-9.54,-25.58,-0.18,284.08,-53.83,16.85,-10.63794313
"1vjc",-38.61,7.89,-10.74,-14.07,0,44.53,-50.4,20.09,-4.94595278
"1vjd",-100.49,6.58,-16.51,-13.67,0,116.28,-63.02,18.01,-4.890690738
"1vkj",-292.37,7.8,-19.53,-10.86,-1.61,292.14,-58.79,6.71,-6.700522621
"1vwl",-64.07,0.99,-2.3,-34.18,-0.72,48.74,-51.79,15.18,-7.778132444
"1vwn",-31.33,-0.34,-2.35,-38.02,-1.85,29.39,-59.07,11.76,-8.040627145
"1vyf",-60.68,3.37,-6.17,-51.56,0,63.76,-43.68,8.76,-11.121486
"1vyg",-65.54,3.93,-6.73,-60.08,0,63.79,-45.24,21.4,-11.05240845
"1w0y",-199.19,1.3,-8.48,-25.2,-0.19,220.75,-59.01,10.48,-8.869557778
"1w1d",-552.54,2.3,-35.41,-2.03,0,531.22,-14.54,3.77,-9.007712884
"1w1g",-420.45,2.22,-29.78,-2,0,404.56,-20.14,3.26,-10.61031211
"1w3j",-24.59,2.21,-4.12,-16.39,0,40.64,-24.95,3.67,-8.731402673
"1w3l",-89.28,5.36,-9.56,-26.21,0,61.36,-36.52,18.17,-8.67614063
"1w4o",-99.39,0.98,-12.31,-5.95,0,86.47,-32.71,4.52,-7.211696511
"1w4p",-103.56,1.25,-13.17,-6.66,-0.09,88.43,-32.22,3.55,-6.548552004
"1w4q",-107.49,2.62,-13.27,-7.67,-0.1,85.63,-30.9,4.46,-7.266958553
"1w5v",-33.8,-1.04,-4.89,-72.96,-1.53,57.17,-101.26,17.35,-11.2596411
"1w5w",-37.83,-0.28,-4.3,-74.59,-1.49,54.13,-102.6,11.53,-12.15764929
"1w5x",-34.55,2.65,-4.26,-76.68,-1.51,57.67,-105.45,10.96,-11.60502887
"1w5y",-33.51,4.14,-4.73,-72.54,-1.51,54.94,-101.22,17.35,-11.71555295
"1w7g",-230.45,3.22,-6,-38.78,0,230.69,-52.23,6.1,-7.045910385
"1w7x",-150.05,1.48,-13.24,-26.37,-0.98,179.94,-76.11,12.89,-11.60502887
"1w8l",-6.31,0.36,-0.29,-24.14,0,10.45,-23.66,0.6,-0.676960017
"1w8m",-14.39,0.63,-0.88,-14.97,0,12.6,-26.69,0.34,-2.210481689
"1wc1",55.41,6.51,-12.36,-9.62,-0.04,22.75,-56.98,10.4,-5.526204223
"1wcq",-1.7,2.1,-18.25,-23.11,0,4.47,-41.22,13.88,-8.648509609
"1we2",-155.55,-2.86,-8,-18.6,0,154.54,-21.02,7.84,-6.023562603
"1wht",277.59,2.22,-8.44,-22.4,-3.46,-194.46,-31.73,3.52,-5.111738906
"1wm1",-10.93,3.47,-0.86,-25.61,-0.24,26.33,-39.63,3.64,-8.703771652
"1ws1",47.5,1.97,-2.7,-38.41,0,-21.05,-55.07,5.26,-13.19381258
"1ws4",-26.19,1.31,-3.08,-19.41,0,13.81,-23.36,1.43,-4.144653167
"1ws5",-32.33,0.99,-3.32,-18.77,0,14.96,-22.6,1.74,-4.186099699
"1wvj",-50.33,0.19,-5,-32.93,0,24.01,-40.67,1.97,-9.297838606
"1x38",-18.76,-0.54,-5.37,-31.15,-7.19,63.9,-45.1,9.86,-12.11620276
"1x39",-20.69,-1.74,-6.27,-32.97,-0.55,67.3,-51.06,11.33,-12.73790073
"1x8d",-36.8,-0.69,-2,-20.33,0,14.98,-21.83,3.65,-3.053227833
"1x8j",-22.38,1.38,-0.49,-53.81,0,32.96,-40.1,1.11,-9.615595348
"1x8r",-329.77,3.11,-40.5,-15.62,0,342.54,-43.9,7.09,-8.455092461
"1x8t",-351.64,0.96,-39.88,-15.83,0,347.53,-38.87,8.1,-10.77609824
"1xbo",-89.81,4.49,-11.02,-36.92,-0.68,88.73,-57.23,7.95,-8.344568377
"1xd0",-62.44,15.11,-8.35,-60.48,0,85.16,-75.09,26.6,-9.836643517
"1xgi",-21.83,3.33,-3.74,-12.68,-0.13,14.49,-34.65,3.63,-6.700522621
"1xhy",-95.9,5.1,-13.02,-26.82,0,114.96,-32.45,6.18,-8.537985525
"1xk5",-93.56,0.31,-13.97,-14.7,-10.59,54.49,-52.29,8.74,-8.289306335
"1xk9",-16.38,4.89,-0.49,-28.44,-5.39,19.78,-41.9,6.05,-9.463624732
"1xka",-175.64,2.57,-10.01,-33.4,-4.92,214.67,-52.35,6.91,-9.505071264
"1xpz",-6.09,0.9,-2.41,-13.86,-0.23,-1.95,-36.64,5.05,-9.781381475
"1xq0",-8.6,1.29,-2.13,-19.33,-3.05,9.66,-43.34,3.04,-8.759033694
"1y0l",-5.31,4.69,-2.7,-36.69,-11.3,16.61,-40.9,5.66,-12.4339595
"1y20",-27.17,0.21,-3.97,-14.32,0,9.94,-17.12,0.27,-7.349851617
"1y2f",-72.23,-4.14,-1.81,-29.55,-4.57,71.89,-32.9,3.62,-6.797231195
"1y2g",-11.12,1.64,-0.28,-23.08,-2.8,14.88,-33.66,1.24,-5.636728308
"1y3n",-31.97,0.11,-11.9,-16.8,0,49.94,-49.18,5.04,-7.66760836
"1y3p",11.94,2.99,-16.91,-27.41,0,65.95,-79.22,21.87,-6.659076089
"1y6r",-40.62,5.2,-7.55,-51.18,-0.88,42.26,-54.32,5.71,-13.96748117
"1yc1",-2.15,1.72,-7.76,-33.39,-1.83,-3.69,-52.59,2.71,-8.524170014
"1yc4",-27.68,2.53,-1.99,-29.57,-0.42,28.84,-44.93,4.18,-9.049159415
"1yda",-3.1,1.54,-1.86,-9.84,-0.32,-1.08,-26.97,1.99,-9.049159415
"1ydb",-5.84,1.98,-2.59,-10.36,-1.5,-5.33,-27.2,1.85,-11.3839807
"1ydk",-124.91,2.09,-11.64,-31.04,0,94.36,-43.47,12.49,-8.137335719
"1yei",-75.4,2.88,-5.85,-24.32,-5.14,82.74,-50.75,6.79,-10.30637088
"1yej",-69.87,3.44,-4.42,-33.22,-5.39,81.88,-55.25,6.52,-10.30637088
"1yfz",3.49,6.27,-10.84,-5.81,-1.41,7.24,-31.87,7.7,-6.009747093
"1yid",-87.38,5.37,-7.51,-7.45,-0.77,100.9,-47.28,3,-6.907755279
"1yqj",-11.43,1.09,-0.85,-49.36,-1.47,28.42,-66.77,3.32,-11.24582559
"1yqy",23.83,4.11,-2.42,-29.3,-0.64,9.46,-50.57,5.31,-10.52741905
"1yvm",5.85,2.11,-0.01,-14.2,-5.4,31.3,-23.98,1.74,-8.841926757
"1z3t",-68.53,2.38,-5.78,-21.5,0,83.67,-37.13,7.12,-5.44331116
"1z3v",-57.02,1.5,-6.41,-21.83,0,83.13,-39.69,3.71,-5.678174839
"1z4n",-43.61,5.59,-12.59,-13.37,0,20.89,-32.88,3.81,-6.244610772
"1z6e",-29.17,4.97,-4.45,-39.72,-4.5,89.47,-67.61,4.67,-13.42867626
"1z6s",-108.32,5.6,-13.55,-5.76,-6.67,93.92,-30.63,4.82,-5.995931582
"1z71",-208.95,7.63,-1.35,-54.67,-3.38,196.33,-63.58,13.21,-12.68263869
"1z9g",145.79,1.92,-3.94,-19.53,-0.18,-91.44,-34.12,3.31,-7.791947955
"1zdp",187.06,4.35,-4.75,-19.84,-0.83,-122.77,-31.26,6.45,-7.93010306
"1zgi",-33.13,1.89,-0.73,-38.11,-2.18,67.78,-46.35,16.33,-7.377482638
"1zhy",-14.34,2.13,-0.53,-78.95,0,45.29,-62.79,2.3,-9.007712884
"1zog",-13.65,2.64,-0.25,-60.92,-0.13,10.66,-41.43,2.48,-9.878090049
"1zoh",-12.94,1.16,-0.25,-59.47,-0.01,13.66,-46.95,1.43,-9.670857391
"1zp8",-0.62,16.46,-3.97,-55.13,0,26.56,-76.4,24.46,-12.11620276
"1zpa",-7.56,5.25,-3.31,-57.21,0,30.58,-83.64,13.29,-11.60502887
"220l",-2.15,0.01,0,-19.33,-0.19,3.6,-17.52,-0.01,-4.69727359
"2a31",-266.25,0.25,-6.06,-13.24,0,255.26,-21.03,0.98,-1.395366566
"2a5b",-19.64,4.41,-1.48,-16.8,-4.01,22.85,-37.48,8.68,-5.429495649
"2a5c",-38.42,1.75,-2.43,-19.26,-1.89,17.57,-34.85,1.65,-6.382765878
"2a8g",-16.03,2.5,-1.44,-15.98,-1.62,22.65,-34.48,3.21,-5.097923396
"2aac",-27.29,-1.34,-3.45,-23.4,0,23.01,-24.12,4.91,-3.067043344
"2ada",-24.02,-0.22,-4.06,-19.59,-5.55,33.37,-48.27,5.29,-17.96016373
"2afw",-22.1,3.73,-1.27,-11.15,-1.5,36.22,-23.6,3.96,-6.589998536
"2afx",-4.26,1.29,-0.23,-14.31,-0.58,42.64,-22.37,1.9,-7.114987937
"2aj8",-16.9,1.69,-1.41,-28.9,-5.16,36.97,-47.77,5.59,-8.565616546
"2am4",-18.43,7.93,-14.04,-27.87,0,62.92,-71.23,15.74,-5.139369928
"2amt",91.91,4.94,-8.74,-20.82,-0.42,-48.99,-61.48,19.22,-6.134086688
"2ans",-43.97,1.2,-2.16,-26.62,-1.97,55.17,-38.06,1.06,-8.17878225
"2aoc",-72.37,3.12,-12.2,-75.32,0,22.66,-113.11,20.37,-6.755784663
"2aod",-68.16,1.57,-11.73,-76.53,0,14.55,-107.82,19.44,-7.819578976
"2aoe",-55.84,10.67,-9.81,-63.89,0,33.43,-97.37,25.01,-10.52741905
"2aog",-99.05,4.81,-13.85,-74.98,0,34.51,-111.02,15.29,-8.67614063
"2aqu",-66.98,4.89,-3.5,-71.55,0,65.18,-93.73,11.26,-12.87605584
"2arm",-20.47,10.64,-0.92,-17.83,-0.22,45.1,-25,9.59,-11.23201008
"2avm",-69.86,-0.46,-11.99,-78.02,0,27.14,-112.33,16.6,-7.874841018
"2avo",-44.5,3.3,-3.41,-73.33,-0.61,56.88,-97.29,12.79,-12.22672684
"2avq",-65.45,2.52,-11.71,-76.53,0,11.61,-112.39,15.82,-6.065009135
"2avs",-47.99,3.7,-4.26,-74.23,-0.52,65.84,-99.07,13.69,-10.45834149
"2avv",-56.52,10.15,-3.36,-79.05,-0.4,55.5,-84.08,20.54,-12.79316278
"2b07",-73.9,-0.31,-10.45,-43.96,-0.91,74.4,-55.72,3.59,-8.883373289
"2b4l",4.6,1.43,-0.8,-23.73,0,-3.67,-23.57,3.15,-6.589998536
"2bfq",-23.75,2.85,-12.54,-26.53,-2.11,21.56,-79.95,28.67,-9.518886774
"2bfr",12.51,6.25,-8.9,-14.8,-2.66,17.36,-54.74,9.26,-7.253143043
"2bjm",-6.99,-0.05,0,-27.01,-21.29,22.86,-25.02,0.73,-5.111738906
"2bmz",-59.35,2.43,-4.25,-13.06,0,30.49,-23.44,3.79,-5.111738906
"2bo4",-96.06,1.7,-12.27,-8.96,0,112.9,-21.3,2.27,-6.368950367
"2boh",-6.59,3.67,-0.46,-65.31,-0.03,100.14,-76.44,5.24,-11.770815
"2bpv",-53.95,4.25,-2.93,-73.97,-0.34,64.52,-91.33,10.68,-10.5964966
"2bpy",-45.97,0.96,-2.92,-74.55,-1.2,66.25,-97.89,9.33,-10.22347781
"2bq7",-25.43,-0.37,-1.17,-48.03,-0.62,87.65,-58.1,14.02,-9.739934943
"2bqv",-32.23,2.56,-2.25,-63.99,0,52.98,-85.41,9.16,-11.121486
"2bt9",-20.21,-1.77,-3.39,-21.23,0,12.99,-22.77,5.33,-8.551801035
"2bvd",-50.4,2.7,-8.98,-24.31,0,61.95,-35.44,13.02,-8.289306335
"2byr",-27.34,1.75,-1.41,-73.18,-1.58,89.4,-81,5.32,-11.81226153
"2bza",-70.96,1.88,-1.45,-15.07,0,97.83,-21.14,3.22,-3.868342956
"2c1p",-17.99,1.04,-0.65,-30.02,-1.9,25.66,-48.8,2.03,-7.460375701
"2c4v",-187.09,0.06,-18.3,-10.22,0,178.36,-21.97,3.21,-3.592032745
"2c80",-63.27,1.36,-9.27,-34.53,0,40.7,-45.92,6.7,-7.363667127
"2c92",-24,6.77,-14.45,-35.09,-10.98,21.26,-61.07,14.91,-7.847209997
"2c94",-52.19,2.3,-12.1,-33.68,-10.55,49.17,-65.93,13.03,-9.422178201
"2c97",-24.06,5.34,-10.43,-21.95,-4.02,17.29,-41.59,4.2,-8.482723483
"2ca8",-59.75,5.14,-7.91,-14.13,0,41.15,-31.61,8.54,-6.43802792
"2cbz",-49.68,4.36,-16.97,-6.06,-10.01,64.72,-40.42,6.25,-5.429495649
"2ccb",-352.15,-2.11,-3.51,-24,-14.07,343.04,-47.22,7.02,-10.29255537
"2ccc",-349.63,0.39,-1.42,-17.09,-16.04,327.34,-35.77,0.65,-10.72083619
"2cex",-57.39,0.47,-11.07,-18.4,0,73.45,-36.31,7.32,-6.493289962
"2cf8",-132.63,2.81,-7.8,-54.87,-0.13,146.97,-66.51,6.43,-11.19056355
"2cf9",-141.87,3.03,-8,-50.73,-0.08,155.35,-69.44,6.49,-10.80372926
"2cht",-24.86,0.63,-10.02,-26.26,0,25.53,-29.79,0.9,-7.626161828
"2cji",-47.45,3.67,-0.4,-51.17,0,99.24,-65.96,3.91,-11.35634968
"2csn",35.58,3.46,-1.12,-32.22,0,-46.77,-38.37,3.3,-6.092640156
"2d1n",-188.36,6.84,-3.56,-56.39,0,193.07,-63.47,9.48,-11.2596411
"2dri",-44.15,0.42,-7.39,-16.3,0,19.59,-20.51,6.08,-9.518886774
"2dw7",84.02,5.42,-9.43,-2.86,0,13.26,-16.05,8.57,-6.493289962
"2er6",-120.49,9.53,-11.62,-61.88,-0.15,139.53,-103.2,30.69,-9.974798623
"2ewb",40.84,2.8,-2.68,-20.51,-0.2,7.66,-40.43,3.98,-8.42746144
"2f1g",-19.24,4.87,-1.57,-31.28,-4.56,37.14,-48.72,19.93,-10.41689496
"2f2h",-18.97,5.22,-7.73,-36.79,-0.03,47.93,-54.4,25.86,-7.874841018
"2f34",-73.67,0.66,-8.78,-20.1,-0.1,62.14,-45.13,3.16,-9.518886774
"2f35",-76.58,1.27,-8.85,-13.67,-0.1,55.99,-43.65,2.44,-7.460375701
"2f5t",-79.99,0.32,-5.26,-30.65,0,32.79,-48.85,5.4,-7.142618958
"2f6t",-42.33,5.86,-10.69,-30.41,-0.37,48.71,-49.6,6.51,-6.382765878
"2f7o",-121.71,0.73,-4.77,-22.28,0,191.2,-30.4,10.97,-10.27873986
"2f7p",-99.34,-0.41,-4.67,-25.57,-0.24,164.36,-43.21,10.81,-9.118236968
"2f81",-11.66,4.33,-3.67,-56.33,0,23.39,-80.79,4.4,-14.53391711
"2f8g",-10.56,3.22,-3.23,-55.93,0,18.69,-80.38,4.2,-12.01949419
"2fgu",-42.15,3.42,-5.68,-73.24,-0.3,63.89,-99.96,13.48,-12.68263869
"2fgv",-42.92,5.84,-5.95,-70.97,-0.66,62.31,-103.31,15.8,-8.455092461
"2fpz",-7.9,1.51,-4.53,-11.39,-0.28,70.36,-28.6,1.03,-5.470942181
"2fqo",-26.05,2.61,-5.27,-24,0,14.16,-35.35,8.9,-8.883373289
"2fqt",2.68,-0.71,-4.56,-24.93,0,13.61,-42.81,10.19,-8.482723483
"2fqw",-44.94,1.16,-5.96,-21.04,-5.9,39.5,-44.2,2.24,-9.228761053
"2fqx",-33.1,-0.32,-8.03,-21.08,-5.3,36.36,-44.65,8.58,-9.878090049
"2fqy",-36.85,1.86,-4.92,-21.42,-6.47,30.78,-44.29,3.41,-9.076790437
"2fw6",-266.15,-0.18,-12.36,-9.41,0,261.26,-28.29,1.61,-4.034129083
"2fwp",-265.16,-0.31,-12.44,-9.39,0,257.52,-27.9,1.58,-4.034129083
"2fx6",-29.6,2.46,-3.69,-10.39,0,68.79,-26.84,2.08,-5.111738906
"2fxv",-77.3,4.42,-9.6,-12.81,-4.19,73.7,-46.39,5.48,-7.391298149
"2fzg",-356.89,7.83,-9.69,-12.71,-0.14,396.93,-32.99,10.03,-4.669642569
"2fzk",-440.54,5.93,-16.25,-11.03,-0.87,484.4,-41.23,10.47,-4.973583801
"2fzz",-10.88,7.21,-4.11,-48.85,-5.28,84.4,-70.2,5.55,-14.53391711
"2g00",-61.64,8.52,-3.48,-44.71,-4.1,147.47,-66.96,10.96,-13.45630728
"2gh7",-69.76,0.82,-5.26,-47.22,0,50.65,-44.97,0.81,-17.96016373
"2gl0",-13.26,-1.1,-1.64,-14.33,-14.58,21.41,-41.77,12,-6.659076089
"2gst",-101.73,6.7,-11.17,-43.01,-1.74,73.38,-62.2,12.17,-8.386014909
"2gsu",31.88,0.8,-5.44,-12.13,-2.92,5.26,-37.99,-0.86,-4.95976829
"2gv6",-425.28,4.36,-10.76,-30.49,-0.09,431.09,-53.14,12.03,-10.14058475
"2gv7",-431.56,8.15,-10.9,-36.48,0,430.34,-67.76,13.78,-10.84517579
"2gvv",-23.72,2.93,-6.08,-27.68,0,34.51,-27.65,8.35,-5.388049118
"2gyi",-14.74,4.71,-2.28,-11.18,0,65.31,-26.48,2.26,-9.670857391
"2gzl",102.89,3.21,-7.89,-43.52,-0.38,-62.32,-78.04,13.03,-6.659076089
"2h4g",-101.97,1.68,-10.62,-28.6,-1.28,105.5,-37.6,1.45,-9.007712884
"2h4k",-83.79,0.51,-9.22,-30.04,-1.79,87.88,-39.48,0.96,-7.584715296
"2h4n",-2.69,2.03,-2.61,-10.15,-0.81,-5.98,-26.31,2.33,-12.01949419
"2hb1",-100.26,0.64,-10,-22.67,-0.48,100.34,-29.93,0.96,-5.249894012
"2hb3",-21.18,3.74,-3.14,-69.16,-0.65,23.71,-87.03,4.08,-15.68060448
"2hh5",-45.1,4.08,-2.2,-35.89,-0.52,77.34,-64.35,17.73,-10.34781741
"2hs1",-14.15,3.99,-4.2,-56.64,-0.54,20.47,-77.58,4.97,-11.71555295
"2hs2",-14.96,3.28,-5,-55.31,-0.69,25.43,-76.54,3.71,-11.48068927
"2hu6",-27.28,4.6,-1.76,-32.9,-1.72,42.97,-54.45,5.79,-5.263709523
"2hxm",-122.36,4.23,-6.96,-13.42,-3.66,91.32,-51.73,4.31,-7.211696511
"2i0a",-14.44,5.01,-3.01,-52.13,-0.61,22.46,-86.35,5.12,-15.74968204
"2i3i",-65.34,4.22,-2.72,-38.05,-0.93,43.57,-49.79,6.06,-10.08532271
"2ihq",-22.39,0.75,-0.59,-51.59,-0.64,20.09,-51.22,3.2,-11.72936846
"2iko",-33.1,3.17,-8.77,-33.14,-0.87,52.55,-50.64,3.69,-7.529453254
"2il2",-40.54,3.14,-7.48,-52.58,-1.57,47.5,-84.07,21.03,-9.809012496
"2iuz",-30.19,4.91,-1.16,-25.5,-27.45,26.71,-63.19,5.03,-7.66760836
"2izl",-40.87,1.62,-6.65,-46.85,0,27.05,-42.8,1.22,-8.289306335
"2j2u",-50.39,6.13,-0.73,-48.23,0,99.17,-64.7,5.27,-10.12676924
"2j34",-41.77,3.31,-0.55,-51.77,0,87.03,-65.94,3.92,-10.80372926
"2j4i",-70.16,5.57,-0.73,-53.22,0,110.84,-70.93,6.49,-12.4339595
"2jxr",-58.36,4.73,-4.24,-62.9,-0.86,59.82,-76.86,10.66,-9.739934943
"2mas",-123.16,4.57,-3.19,-24.3,-0.98,112.9,-35.38,8.29,-10.38926394
"2pcp",0.62,2.13,0,-41.76,-1.43,41.97,-43.35,2.67,-12.01949419
"2sim",-121.95,-1.94,-17.66,-15.69,0,99.27,-34.95,5.05,-4.724904611
"2tmn",101.68,11.34,-8.08,-16.64,0,-30.15,-28.57,9.53,-8.137335719
"2ypi",-56.88,0.84,-10.21,-4,0,70.48,-22.28,0.5,-6.659076089
"3aid",5.39,2.99,-2.06,-50.57,-0.31,-10.13,-67.26,7.46,-9.477440243
"3gst",-96.21,0.83,-11.62,-44.12,0,68.96,-62.52,9.79,-9.284023095
"3jdw",-47.4,2.52,-2.97,-11.38,0,47.08,-21.36,2.68,-4.973583801
"3kiv",-82.05,2,-6.4,-17,0,71.11,-9.36,2.15,-6.493289962
"456c",-39.05,3.64,-0.81,-37.95,-0.53,41.95,-50.22,8.68,-13.49775382
"4er1",-39.48,6.3,-2.77,-80.04,-0.67,129.4,-96.15,24.77,-9.145867989
"4fiv",-88.32,6.43,-6.59,-84.54,-5.92,71.67,-98.88,17.7,-9.007712884
"4rsk",-53.3,1.55,-12.21,-5.82,-0.06,45.64,-31.28,1.99,-5.968300561
"4std",-20.24,1.18,-0.75,-44.27,-1.28,8.05,-46.44,1.3,-14.27142241
"4tmk",-99.45,9.08,-32.1,-37.93,-8.15,109.67,-85.98,14.43,-10.63794313
"5abp",-63.35,2.47,-5.92,-17.99,0,24.08,-22.33,3.68,-9.17349901
"5er2",-55.48,4.83,-5.57,-73.78,-0.04,128.92,-97.84,32.6,-9.076790437
"5std",-13.2,6.7,-1.59,-46.61,-2.65,8.58,-54.75,8.56,-14.49247058
"5tln",-16.91,1.45,-2.6,-22.88,-0.21,35.51,-39.8,7.75,-8.800480225
"5tmn",184.16,3.38,-8.36,-35.47,-0.66,-104.16,-59.97,9.03,-11.10767049
"5tmp",11,8.06,-24.1,-38.15,-7.93,10.48,-84.21,28.43,-10.32018639
"5yas",-17.85,1.22,-0.94,-8.87,0,1.65,-12.64,0.39,-4.503856442
"6abp",-49.98,1.39,-6.14,-13.7,0,25.56,-19.6,8.03,-8.786664715
"6cpa",-29.46,3.06,-14.49,-27.81,-0.82,101.37,-47.02,13.26,-15.91546816
"6fiv",-13.722,3.848,-3.4,-32.5719,0,23.3143,-34.276,25.4783,-11.16293253
"6tim",-102.81,4.6,-9.77,-11.04,0,107.19,-19.6,4.21,-4.434778889
"7abp",-38.67,0.85,-5.1,-17.22,0,16.79,-24.24,9.39,-8.92481982
"7std",-9.63,0.5,-0.46,-64.13,-1.39,6.67,-50.18,0.9,-14.81022732
"7upj",-6.72,3.97,-2.35,-50.4,-2.59,14.95,-63.36,5.83,-11.72936846
"8abp",-59.59,2.14,-6.53,-17.52,0,26.25,-21.27,7.7,-11.05240845
"966c",-16.95380312,2.258005286,-2.160140898,-28.92363399,-0.285137959,41.73555698,-53.40266024,3.670975079,-10.55505007
"9abp",-70.2,3.51,-6.95,-18.43,0,32.45,-19.17,4.64,-11.05240845
