PDB,VINA,GlideSP,GlideXP,DSX,RFScore,HPS,HMS,HSS,XAvg ,MMGbsa,Experimental
1qpb,-2.75878,-3.17,-2.33,-17.126,-6.69400508652,-5.664359329,-5.857776477,-5.94066954,-5.830145455,-17.15121026,-1.878909436
1xk5,-6.78677,-10.72,-12.94,-113.951,-8.00946029588,-7.833394486,-7.805763465,-7.363667127,-7.66760836,-137.489032,-8.289306335
2gv7,-8.61994,-12.32,-14.7,-180.595,-10.2907928903,-9.574148817,-11.89515459,-9.822828007,-10.43071047,-121.0629337,-10.84517579
1g85,-4.25701,-3.6,-4.26,-60.3,-5.43418679785,-7.294589575,-7.501822233,-7.101172427,-7.294589575,-58.76934576,-7.570899786
1iiq,-9.98412,-16.98,-17.62,-246.206,-11.0735583075,-11.81226153,-13.12473503,-11.83989255,-12.25435786,-180.90632,-10.3340019
2avm,-8.12976,-18.78,-23.83,-264.114,-9.63898153189,-11.39779621,-12.14383378,-11.35634968,-11.63265989,-267.5855799,-7.874841018
1hpx,-9.32386,-13.25,-11.16,-190.111,-13.1353379739,-10.41689496,-11.43924274,-10.43071047,-10.76228272,-161.0542586,-15.55626489
2c4v,-6.38471,-10.72,-10.84,-61.553,-6.5084489125,-7.377482638,-7.805763465,-7.41892917,-7.529453254,-79.38714617,-3.592032745
2aoe,-7.56439,-16,-16.76,-262.04,-9.16728141574,-11.01096191,-12.46159052,-10.98333089,-11.48068927,-224.3340375,-10.52741905
1fl3,-11.18218,-13.27,-13.79,-146.94,-10.0441770858,-10.81754477,-10.27873986,-9.919536581,-10.3340019,-108.2739894,-9.394547179
1v2n,-8.74855,-11.52,-12.5,-135.532,-9.1616814963,-9.560333306,-10.08532271,-9.505071264,-9.712303922,-79.6839012,-8.151151229
5tmp,-10.59047,-16.34,-22.23,-222.731,-8.2236317725,-11.30108764,-11.50832029,-10.95569987,-11.24582559,-126.6752701,-10.32018639
1i7z,-9.55876,-8.76,-8.3,-123.514,-9.57184994051,-9.325469627,-9.698488412,-8.938635331,-9.311654116,-83.36717646,-8.841926757
1f0s,-9.01468,-8.03,-7.23,-128.363,-9.44238778522,-8.537985525,-8.607063078,-8.261675314,-8.468907972,-59.11940492,-10.69320517
1v2l,-5.14192,-8.34,-8.28,-67.314,-6.33196716649,-6.9353863,-6.949201811,-7.156434469,-7.018279363,-38.99333925,-5.926854029
1nli,-5.44332,-10.35,-10.18,-61.267,-5.40543422439,-6.755784663,-7.197881001,-6.714338131,-6.880124258,-59.52849161,-4.95976829
1f0t,-7.64766,-9.81,-10.71,-141.511,-8.73245238097,-8.372199398,-8.745218183,-8.247859803,-8.455092461,-89.86864164,-8.289306335
1cny,-4.53113,-5.85,-5.02,-95.457,-8.99138920019,-6.755784663,-7.68142387,-6.230795262,-6.893939768,-76.10247998,-10.84517579
2fgu,-11.50948,-15.9,-15.32,-224.552,-11.7577755492,-11.96423214,-13.44249177,-12.35106644,-12.58593012,-163.78079,-12.68263869
1uto,-3.8596,-7.95,-5.22,-60.63,-6.2725875751,-6.451843431,-6.341319346,-6.714338131,-6.507105473,-15.38136612,-3.136120897
1nq7,-10.33261,-11.05,-12.12,-134.866,-11.1756333706,-11.14911702,-11.88133908,-11.02477743,-11.35634968,-127.3413076,-9.394547179
1sh9,-9.04198,-13.94,-14.6,-229.699,-11.4700637645,-10.63794313,-11.54976683,-10.74846721,-10.98333089,-148.0072508,-8.330752867
1q1g,-9.03286,-10.2,-11.23,-116.785,-9.42541911463,-7.985365103,-8.054442655,-7.778132444,-7.943918571,-99.67182363,-11.83989255
1thz,-8.63497,-9.61,-9.78,-103.649,-8.90505857466,-8.980081863,-10.18203128,-9.187314521,-9.449809222,-75.13487006,-7.114987937
1gny,-5.44056,-8.22,-17.72,-135.53,-6.99213977207,-7.225512022,-7.211696511,-6.838677726,-7.087356916,-115.7594286,-5.719621371
2ihq,-11.58637,-12.61,-11.28,-136.864,-11.8291394986,-10.30637088,-10.56886558,-9.422178201,-10.09913822,-109.6070133,-11.72936846
1p28,-3.09034,-5.67,-5.24,-28.847,-5.95214786376,-6.051193624,-6.299872814,-6.272241793,-6.216979751,-40.79114686,-7.488006722
2gv6,-8.67447,-11.71,-14.49,-158.705,-10.7132001707,-9.366916158,-10.37544843,-9.187314521,-9.643226369,-98.91699865,-10.14058475
4std,-10.55834,-11.26,-13.03,-119.668,-9.74906840799,-9.712303922,-10.25110883,-9.242576563,-9.739934943,-111.4725591,-14.27142241
1gnn,-8.39078,-12.93,-14.54,-196.173,-10.281883114,-10.2096623,-10.61031211,-10.49978802,-10.44452598,-150.9330902,-7.847209997
1gno,-7.54346,-12.19,-14.1,-182.965,-9.66975489639,-9.670857391,-10.18203128,-9.822828007,-9.89190556,-151.8366354,-10.63794313
1gnm,-8.39218,-12.22,-12.51,-204.287,-10.1279622303,-10.26492434,-10.56886558,-10.55505007,-10.45834149,-149.5830322,-8.634694099
1jyq,-7.36586,-14.3,-24.11,-210.283,-8.59927820188,-10.45834149,-10.91425334,-9.960983112,-10.44452598,-133.4197834,-12.01949419
1ogx,-9.37305,-9.31,-9.86,-85.149,-9.87070029464,-9.118236968,-9.781381475,-8.67614063,-9.187314521,-80.76148475,-8.41364593
1vwn,-10.69032,-12.34,-12.33,-162.291,-10.6266125689,-10.5964966,-11.19056355,-9.89190556,-10.55505007,-131.1587756,-8.040627145
2jxr,-10.53366,-12.16,-13.34,-207.176,-10.2096969876,-11.20437906,-11.28727213,-10.7346517,-11.08003947,-153.1817411,-9.739934943
2a5b,-7.33994,-10.58,-16.42,-96.148,-6.81166752446,-7.750501423,-8.137335719,-7.598530807,-7.833394486,-80.72721483,-5.429495649
2a5c,-7.42148,-10.97,-13.06,-91.999,-7.13988685212,-7.68142387,-7.91628755,-7.460375701,-7.68142387,-90.41213857,-6.382765878
1fzq,-7.90525,-9.6,-15.34,-131.304,-7.82012363388,-8.068258166,-8.620878588,-7.957734081,-8.220228782,-67.87149814,-10.52741905
1egh,-3.95328,-8.63,-10.8,-52.39,-5.68164753131,-6.507105473,-7.032094874,-6.451843431,-6.659076089,-22.03778988,-7.874841018
1h0a,-5.75829,-11.12,-22.46,-64.348,-7.41458799231,-7.322220596,-8.054442655,-7.336036106,-7.570899786,-52.40832315,-7.515637744
1hxb,-11.70347,-14.05,-13.19,-220.736,-11.4525437837,-11.85370806,-13.17999707,-12.30961991,-12.44777501,-153.7266963,-13.70498647
1onz,-8.17905,-10.11,-15.43,-120.311,-7.85236794542,-8.524170014,-9.546517796,-8.634694099,-8.897188799,-81.49114827,-7.045910385
1dzk,-5.0039,-6.2,-5.54,-57.906,-7.48063789092,-6.990648342,-7.059725895,-6.963017321,-7.004463853,-57.30547637,-8.42746144
1ony,-8.28329,-13.64,-18.54,-173.968,-8.5811129631,-9.394547179,-9.822828007,-9.214945542,-9.477440243,-124.0220372,-9.353100648
1w4p,-6.07201,-9.82,-11.18,-105.389,-5.45294880633,-7.460375701,-7.861025507,-7.501822233,-7.612346317,-81.60057112,-6.548552005
1w4q,-6.30031,-10.75,-14.19,-110.19,-5.58590191167,-7.474191212,-7.847209997,-7.43274468,-7.584715296,-78.83433728,-7.266958554
1nfw,-9.33703,-8.03,-6.66,-140.461,-10.7289965545,-8.855742268,-9.035343905,-8.731402673,-8.883373289,-53.33205486,-12.37869746
1nfu,-9.61108,-9.87,-8.49,-141.957,-11.187519995,-9.574148817,-9.836643517,-9.339285137,-9.587964327,-72.79267052,-10.69320517
1lbf,-7.67352,-9.86,-16.12,-116.693,-7.84168625003,-8.883373289,-9.560333306,-8.634694099,-9.021528394,-79.77675322,-10.84517579
4rsk,-5.79906,-9.24,-13.05,-102.324,-5.14732991056,-7.128803448,-7.460375701,-7.045910385,-7.211696511,-69.53190216,-5.968300561
1fhd,-7.70166,-8.02,-10.88,-110.5,-6.74736394891,-7.985365103,-8.455092461,-7.91628755,-8.123520208,-70.01777978,-9.422178201
1z6e,-10.9466,-9.88,-8.72,-206.458,-11.4427592499,-10.2096623,-10.41689496,-10.08532271,-10.23729332,-52.50053554,-13.42867626
1nfx,-9.5612,-10.21,-9.05,-160.777,-10.9032700099,-9.311654116,-9.228761053,-9.104421458,-9.214945542,-74.67023954,-11.770815
1z6s,-5.87131,-9.28,-12.12,-73.046,-6.18913671786,-7.128803448,-7.515637744,-6.990648342,-7.211696511,-79.18263942,-5.995931582
1wcq,-6.98173,-7.58,-14.71,-97.85,-7.06388667864,-7.653792849,-8.040627145,-7.695239381,-7.791947955,-107.5148363,-8.648509609
1g4o,-5.36714,-5.22,-4.64,-67.626,-9.12193919016,-7.488006722,-8.648509609,-7.43274468,-7.861025507,-56.58417883,-11.39779621
1g4j,-5.33841,-5.13,-4.54,-74.173,-9.47719248461,-7.18406549,-7.847209997,-7.114987937,-7.391298149,-55.06692022,-12.01949419
1m9n,-10.24557,-12.49,-20.3,-157.989,-7.43486438751,-9.214945542,-9.960983112,-9.228761053,-9.463624732,-113.3511234,-9.560333306
1f3e,-7.12954,-10.15,-8.7,-67.609,-6.66419334226,-7.349851617,-7.819578976,-6.990648342,-7.391298149,-66.39333672,-9.256392074
4fiv,-11.62695,-18.41,-18.71,-312.782,-10.1866252059,-14.02274322,-15.23850815,-14.09182077,-14.45102404,-221.417791,-9.007712884
1uz4,-6.36964,-8.86,-10.31,-70.652,-7.2373938662,-6.963017321,-7.336036106,-6.797231195,-7.032094874,-61.07929749,-4.69727359
1nh0,-9.82607,-17.81,-17.23,-256.327,-11.0691480364,-11.75699948,-12.50303705,-11.24582559,-11.83989255,-183.0076052,-13.45630728
1mes,-11.27055,-12.46,-13.83,-217.008,-12.3490218717,-11.48068927,-12.80697829,-10.92806885,-11.74318397,-122.3378337,-10.63794313
1g3b,-5.56833,-11.53,-11.47,-99.863,-6.8161161655,-7.515637744,-8.109704698,-7.750501423,-7.791947955,-1.715080299,-7.93010306
1g3e,-6.53341,-9.51,-11.11,-100.343,-6.80151234831,-7.68142387,-8.17878225,-8.054442655,-7.971549592,-27.68910524,-7.43274468
1g3d,-6.57135,-9.49,-9.54,-92.344,-6.77228830032,-7.43274468,-7.943918571,-7.722870402,-7.695239381,-12.64456383,-7.66760836
2g00,-12.51422,-10.47,-11.51,-192.431,-12.1431121503,-11.72936846,-11.97804765,-10.98333089,-11.56358234,-31.00991535,-13.45630728
5std,-12.31599,-12.36,-10.9,-130.461,-10.0857860861,-11.34253417,-11.56358234,-9.960983112,-10.95569987,-114.3726147,-14.49247058
1g36,-9.62586,-9.92,-10.78,-148.606,-10.2737311873,-9.17349901,-9.670857391,-9.228761053,-9.353100648,-65.23003032,-9.90572107
1k4h,-7.48227,-12.36,-13.5,-94.964,-8.03366412741,-8.16496674,-8.579432056,-7.943918571,-8.234044293,-90.47741081,-7.059725895
1pro,-10.89091,-12.53,-12.73,-229.36,-11.4635912986,-11.2596411,-11.92278561,-10.63794313,-11.27345662,-126.8763066,-15.61152693
1n1m,-5.93798,-8.12,-8.55,-81.098,-7.38261676776,-7.266958553,-7.888656529,-7.515637744,-7.557084275,-69.35925458,-7.874841018
1lor,-8.35584,-11.95,-18.12,-120.91,-6.90422553471,-8.565616546,-9.311654116,-8.593247567,-8.814295736,-58.41133156,-15.27995468
1kyv,-8.73619,-10.36,-12.05,-124.452,-7.43124301218,-8.579432056,-9.284023095,-8.92481982,-8.92481982,-106.0333173,-8.17878225
2bjm,-8.89653,-7.19,-7.1,-74.039,-6.71059750028,-8.92481982,-9.228761053,-7.902472039,-8.689956141,-54.85227076,-5.111738906
1g48,-6.18424,-7.72,-6.49,-69.495,-9.79852698416,-7.446560191,-8.344568377,-7.363667127,-7.709054891,-67.22406902,-11.61884438
1g45,-5.72574,-6.5,-5.52,-81.387,-10.2547446159,-7.543268765,-8.67614063,-7.43274468,-7.888656529,-61.40375352,-11.93660112
1nf8,-8.60063,-11.91,-16.87,-102.935,-7.52615205379,-8.537985525,-8.689956141,-8.206413271,-8.482723483,-83.73771262,-10.80372926
1fao,-5.35353,-8.81,-22.1,-106.987,-7.45126151727,-7.626161828,-8.330752866,-7.598530807,-7.847209997,-32.03970456,-10.18203128
2h4g,-6.83456,-9.82,-11.3,-102.026,-7.35774325576,-7.874841018,-8.966266352,-7.722870402,-8.192597761,-80.10261981,-9.007712884
1tni,-4.03482,-5.86,-4.61,-69.06,-6.41997258277,-6.479474452,-6.811046705,-6.659076089,-6.645260578,-14.13569223,-5.526204223
1iih,-4.23568,-7.73,-7.32,-60.955,-5.8816764816,-6.659076089,-7.101172427,-6.548552004,-6.769600173,-21.04725852,-3.992682551
2ypi,-3.49528,-7.52,-6.1,-55.72,-5.71779297903,-6.382765878,-6.880124258,-6.313688325,-6.520920983,-20.20480916,-6.659076089
1hos,-9.25163,-12.02,-10.05,-207.684,-10.7836300346,-11.10767049,-12.47540603,-10.94188436,-11.50832029,-107.9020487,-11.81226153
1rbo,-5.89099,-8.72,-18.35,-79.207,-7.4977107769,-7.501822233,-8.026811634,-7.363667127,-7.626161828,-69.07805405,-17.57332943
1joc,-4.68531,-7.99,-13.57,-70.276,-6.06331860961,-6.755784663,-7.294589575,-6.700522621,-6.92157079,-45.19028714,-6.382765878
1dfo,-9.38216,-13.38,-16.21,-158.177,-8.27527122668,-10.05769169,-10.54123456,-9.477440243,-10.03006067,-108.8387828,-9.256392074
1tcw,-5.48189,-6.54,-6.44,-120.348,-9.81202905519,-8.206413271,-10.09913822,-8.372199398,-8.897188799,-67.90113444,-8.316937356
2bpy,-11.08965,-14.71,-13.32,-227.326,-11.1080829132,-11.37016519,-11.82607704,-11.83989255,-11.67410642,-162.6680586,-10.22347781
1m0o,-7.93603,-9.24,-11.67,-117.46,-8.36286570498,-8.993897373,-9.795196986,-9.477440243,-9.422178201,-54.62796137,-3.191382939
1i80,-6.03586,-9.01,-9.95,-61.435,-7.68229948496,-6.824862216,-7.280774064,-6.769600173,-6.963017321,-55.11219147,-8.855742268
1rbp,-9.8658,-10.06,-12.4,-140.204,-9.63031779515,-10.83136028,-10.14058475,-10.18203128,-10.38926394,-143.3222868,-9.284023095
1no6,-9.5497,-10.43,-13.34,-117.02,-8.46646600817,-8.731402673,-9.712303922,-8.855742268,-9.104421458,-71.81410248,-6.092640156
1g35,-10.63728,-13.91,-13.58,-240.773,-13.1140362987,-11.52213581,-12.80697829,-11.06622396,-11.79844602,-143.4538439,-11.24582559
2hb1,-5.69929,-8,-10.69,-84.787,-6.77675568814,-6.9353863,-7.543268765,-6.976832832,-7.142618958,-65.48151133,-5.249894012
1tcx,-10.34207,-13.49,-13.29,-206.453,-10.7334568155,-11.28727213,-12.59974563,-11.42542723,-11.770815,-149.5029147,-9.601779838
456c,-8.44998,-5.52,-5.15,-154.342,-9.474377987,-9.380731669,-9.739934943,-9.546517796,-9.546517796,-67.8598496,-13.49775382
1gjd,-7.34798,-9.28,-9.94,-93.797,-8.31982355775,-7.91628755,-8.855742268,-8.565616546,-8.441276951,-58.92401414,-7.211696511
1gjb,-8.67021,-9.98,-10.15,-134.576,-9.47947682141,-8.537985525,-9.587964327,-9.035343905,-9.049159415,-26.79304387,-8.772849204
1gjc,-8.33929,-10.04,-9.86,-129.299,-9.48261063972,-8.399830419,-9.339285137,-8.91100431,-8.883373289,-14.70290096,-8.772849204
1gja,-7.73748,-10.28,-11.44,-107.436,-8.15904002743,-8.220228782,-8.358383888,-8.689956141,-8.42746144,-56.66624249,-7.488006722
1ajx,-11.11459,-11.52,-11.67,-229.43,-12.3195042658,-11.05240845,-12.28198889,-10.91425334,-11.41161172,-118.3630437,-10.92806885
1rpj,-7.85143,-6.89,-11.96,-90.637,-6.63400876842,-7.722870402,-8.537985525,-7.805763465,-8.012996124,-87.51696502,-8.952450842
1ody,-10.58979,-17.02,-17.31,-271.549,-11.7089280886,-12.15764929,-13.62209341,-12.76553176,-12.84842482,-189.7679349,-11.19056355
1fv0,-9.11773,-6.76,-6.33,-121.319,-8.57630494858,-8.92481982,-9.435993711,-8.482723483,-8.952450842,-26.40956154,-8.192597761
1zoh,-7.75719,-7.02,-7.48,-83.439,-8.53503361073,-7.653792849,-8.92481982,-7.971549592,-8.17878225,-105.5234382,-9.670857391
2csn,-6.05123,-8.93,-9.84,-73.147,-7.43444199241,-7.695239381,-8.151151229,-7.253143043,-7.695239381,-90.37981891,-6.092640156
1ydk,-5.27818,-9.35,-15.36,-118.81,-8.4515980693,-7.363667127,-7.902472039,-7.405113659,-7.557084275,-120.8405706,-8.137335719
1zog,-6.55043,-6.53,-6.9,-55.029,-8.57233502872,-7.446560191,-8.731402673,-7.91628755,-8.026811634,-105.55515,-9.878090049
1mmq,-8.28547,-7.78,-8.92,-157.088,-8.63755942788,-8.952450842,-9.463624732,-9.532702285,-9.311654116,-70.91324128,-10.38926394
1p1n,-7.3118,-9.49,-7.41,-96.839,-8.80021473663,-7.764316934,-7.93010306,-7.833394486,-7.847209997,-64.9810866,-9.394547179
1p1o,-6.99927,-9.87,-8.86,-88.818,-7.19835531889,-7.280774064,-7.778132444,-7.197881001,-7.41892917,-65.02983548,-7.957734081
2aod,-8.04932,-18.34,-22.82,-265.726,-9.7191216245,-11.37016519,-12.33725093,-11.21819457,-11.6464754,-267.106319,-7.819578976
1hxw,-9.65037,-15.92,-16.86,-233.888,-11.6683462746,-11.01096191,-12.0333097,-10.61031211,-11.21819457,-176.4794449,-14.94838242
1ocq,-7.3722,-8.06,-15.48,-93.937,-7.19827035687,-7.570899786,-7.943918571,-7.377482638,-7.626161828,-91.08093834,-7.17024998
1h46,-7.70026,-6.18,-6.17,-100.932,-8.3616430921,-8.206413271,-8.068258166,-8.496538993,-8.261675314,14.0504027,-4.932137269
7std,-9.7997,-9.64,-11.26,-100.305,-9.35391484183,-9.505071264,-10.27873986,-9.435993711,-9.739934943,-125.6261885,-14.81022732
1sld,-11.14096,-12.92,-12.94,-168.56,-10.4519213095,-10.66557415,-11.2596411,-9.988614133,-10.63794313,-138.5785964,-9.076790437
1sle,-9.17326,-10.42,-12.04,-152.502,-9.79258831817,-9.104421458,-9.795196986,-9.201130032,-9.366916158,-123.4835394,-8.524170014
1e6q,-6.33431,-10.13,-15.47,-64.817,-7.28138148301,-7.308405085,-7.847209997,-7.280774064,-7.474191212,-119.3042196,-4.351885826
1od8,-7.66204,-9.02,-13.83,-99.674,-6.99346138453,-7.584715296,-8.151151229,-7.529453254,-7.750501423,-73.87123031,-7.045910385
1gj6,-8.54302,-9.98,-10.66,-121.606,-8.14411683174,-8.966266352,-9.353100648,-9.477440243,-9.270207584,-42.85874122,-9.670857391
1gj7,-9.12017,-10.21,-11.97,-137.221,-8.5412116768,-8.855742268,-9.491255753,-9.505071264,-9.284023095,-32.5059193,-10.90043783
1gaf,-5.86702,-9.39,-7.76,-88.059,-6.81671396346,-8.247859803,-8.620878588,-7.736685912,-8.206413271,-73.37251506,-11.05240845
1gai,-8.88136,-9.93,-24.05,-188.023,-8.14780290864,-9.767565964,-10.26492434,-9.422178201,-9.822828007,-176.161304,-11.05240845
1gj8,-7.49756,-9.89,-11.46,-127.439,-8.44938149794,-8.012996124,-8.372199398,-8.524170014,-8.303121845,-6.895717739,-9.615595348
1dy4,-8.80064,-7.81,-8.69,-108.459,-9.36355407149,-8.841926757,-9.449809222,-8.841926757,-9.049159415,-21.90221305,-6.023562603
1bdq,-8.83819,-8.94,-8.27,-188.379,-10.4514532443,-10.67938966,-11.72936846,-11.03859294,-11.14911702,-121.2206484,-8.759033694
1lyb,-8.57359,-12.11,-12.51,-209.547,-9.55860385394,-10.91425334,-12.33725093,-11.43924274,-11.56358234,-141.9875673,-15.77731306
1vwl,-8.42796,-13.39,-13.29,-165.886,-10.411284298,-9.270207584,-10.18203128,-9.17349901,-9.546517796,-136.8756061,-7.778132444
1ado,-2.80583,-6.79,-7.98,-20.675,-5.60757151657,-5.857776477,-6.106455667,-5.678174839,-5.885407498,-13.35551914,-8.289306335
1lyx,-3.72964,-8.48,-9.58,-57.554,-5.40347478778,-6.43802792,-6.9353863,-6.368950367,-6.576183026,-10.77296506,-6.272241793
1y0l,-8.22112,-12.48,-12.21,-109.446,-8.16179462152,-8.717587162,-8.537985525,-8.054442655,-8.441276951,-90.11460813,-12.4339595
1fdq,-6.32711,-11.11,-11.98,-131.633,-9.95597740452,-8.855742268,-9.1596835,-8.289306335,-8.772849204,-125.0823794,-10.04387618
2fgv,-11.52689,-16.76,-16.56,-243.281,-11.733632484,-12.06094072,-13.51156933,-12.33725093,-12.64119216,-170.624006,-8.455092462
1gt1,-9.40025,-8.51,-8.51,-85.964,-8.45674083609,-9.228761053,-9.505071264,-8.42746144,-9.049159415,-59.74945,-8.289306335
1tys,-9.28916,-12.85,-16.12,-107.711,-6.54006926578,-8.399830419,-9.076790437,-8.772849204,-8.759033694,-82.84246311,-7.584715296
1o2w,-5.8218,-7.98,-9.7,-94.46,-7.42556647398,-7.612346317,-8.054442655,-7.722870402,-7.791947955,-32.3808003,-8.082073676
1qy1,-5.59078,-6.92,-6.41,-63.899,-7.68858145599,-7.18406549,-7.239327532,-7.087356916,-7.17024998,-65.71332539,-9.007712884
1lkl,-5.73276,-11.65,-17.99,-153.722,-7.25475746209,-7.957734081,-7.985365103,-7.68142387,-7.874841018,-137.531345,-8.026811634
1qy2,-5.16362,-6.98,-6,-56.613,-7.63933823428,-6.907755279,-7.087356916,-6.907755279,-6.963017321,-57.17423426,-7.93010306
1uwf,-6.20289,-6.37,-9.47,-82.777,-7.24220493405,-7.128803448,-7.93010306,-7.018279363,-7.363667127,-83.92218859,-9.422178201
1met,-12.60829,-14.13,-15.47,-220.721,-12.6826710568,-12.18528031,-13.84314158,-11.24582559,-12.42014399,-130.412218,-12.98657992
2f5t,-10.2475,-9.46,-20.06,-145.847,-7.66511207135,-9.132052479,-9.90572107,-9.132052479,-9.394547179,-144.1461437,-7.142618959
1jlr,-7.83614,-9.96,-12.84,-128.242,-7.82935867291,-8.261675314,-8.717587162,-8.082073676,-8.358383888,-89.16007324,-4.600565016
1msm,-12.51614,-15.58,-14.71,-233.954,-12.245470347,-12.26817338,-13.15236605,-12.28198889,-12.57211461,-168.517437,-14.47865506
2i3i,-8.28102,-10.6,-12.37,-160.765,-9.48109082889,-9.1596835,-10.34781741,-9.587964327,-9.698488412,-112.7706864,-10.08532271
2f2h,-10.19345,-8.53,-13.85,-163.271,-8.12401949683,-9.574148817,-10.14058475,-9.214945542,-9.643226369,-84.55306597,-7.874841018
3kiv,-3.3965,-6.79,-8.79,-50,-5.60954007365,-6.396581388,-6.548552004,-5.995931582,-6.313688325,-48.81467858,-6.493289962
1ppl,-8.48585,-11.73,-9.09,-180.308,-9.00311142443,-10.32018639,-11.83989255,-10.43071047,-10.8589913,-90.19430405,-11.81226153
1ppk,-7.80034,-11.4,-8.31,-163.66,-8.85894313421,-9.17349901,-10.72083619,-9.90572107,-9.933352091,-100.1353648,-10.58268109
2fqw,-8.81899,-10.8,-13.35,-116.449,-7.43563630207,-8.068258166,-8.565616546,-7.999180613,-8.206413271,-93.559129,-9.228761053
1if8,-6.0923,-6.71,-6.86,-98.564,-9.49524869903,-7.999180613,-9.325469627,-7.861025507,-8.399830419,-68.60845805,-13.31815218
1r9l,-4.31408,-9.37,-12.14,-68.53,-7.77061279764,-6.479474452,-6.769600173,-6.341319346,-6.534736494,-21.32866411,-7.460375701
1hsh,-10.8837,-14.02,-13.71,-232.333,-10.3093482571,-11.63265989,-12.25435786,-11.60502887,-11.82607704,-166.8896164,-13.01421095
1pph,-7.84196,-10.1,-11.12,-139.301,-9.02737769454,-8.607063078,-9.587964327,-8.814295736,-9.007712884,-74.34043409,-8.17878225
11gs,-6.86545,-11.85,-12.24,-143.888,-8.91022925974,-8.883373289,-9.809012496,-8.800480225,-9.1596835,-133.0072796,-8.040627145
1r4w,-5.94283,-8.74,-9.79,-112.619,-7.92258668789,-7.709054891,-7.985365103,-7.66760836,-7.791947955,-86.12023807,-5.595281776
1uw6,-5.87394,-5.75,-1.9,-90.65,-7.68751190521,-7.861025507,-7.957734081,-7.391298149,-7.736685912,-30.91185679,-10.14058475
1px4,-6.5511,-8.19,-10.46,-73.218,-5.52674308123,-7.43274468,-8.109704698,-7.488006722,-7.68142387,-31.24735605,-4.46240991
3jdw,-4.62584,-6.81,-7.99,-68.637,-6.52710178032,-6.341319346,-6.520920983,-6.286057304,-6.382765878,-43.67560933,-4.973583801
2gh7,-7.92568,-14.18,-17.27,-119.243,-9.05811071502,-8.565616546,-8.731402673,-8.192597761,-8.496538993,-120.2655503,-17.96016373
2cex,-7.31454,-9.12,-12.39,-94.71,-8.07164706673,-7.66760836,-8.192597761,-7.902472039,-7.93010306,-67.47129068,-6.493289962
1g98,-5.72964,-8.14,-16.63,-61.25,-7.86680637516,-7.197881001,-7.750501423,-7.101172427,-7.349851617,-32.37379424,-7.874841018
1y6r,-9.98108,-11.88,-13.85,-124.411,-9.78323208826,-8.92481982,-9.187314521,-8.620878588,-8.91100431,-116.3687194,-13.96748117
1o2s,-6.62839,-9.34,-9.25,-89.531,-6.79393527422,-7.626161828,-8.607063078,-7.750501423,-7.999180613,-34.31779465,-7.557084275
1uj5,-6.25053,-5.77,-13.17,-86.656,-6.06408354968,-7.101172427,-7.612346317,-7.004463853,-7.239327532,-50.48354492,-4.21373072
2d1n,-7.52545,-12.87,-17.23,-210.761,-10.3578206599,-10.3340019,-10.11295373,-10.01624515,-10.15440026,-107.770654,-11.2596411
1vkj,-10.3098,-12.81,-21.93,-181.503,-6.71005502008,-9.284023095,-9.988614133,-9.256392074,-9.518886774,-72.8814115,-6.700522621
1siv,-8.76085,-13.43,-15.84,-233.332,-9.40303989803,-10.51360353,-11.86752357,-10.77609824,-11.05240845,-158.6165184,-11.16293253
2fwp,-5.56772,-9.95,-13,-82.309,-5.34689469726,-7.045910385,-7.41892917,-7.059725895,-7.17024998,-59.06825127,-4.034129083
1jqe,-8.49384,-8.38,-8.6,-131.524,-9.48935865346,-9.339285137,-10.49978802,-9.076790437,-9.643226369,-87.18751209,-8.897188799
1jqy,-7.09145,-6.61,-13.26,-112.643,-8.44598920227,-8.095889187,-9.021528394,-7.722870402,-8.275490824,-76.18681731,-6.797231195
2boh,-9.83027,-7.53,-6.94,-172.644,-10.4984179201,-9.670857391,-10.00242964,-10.36163292,-10.01624515,-60.62562636,-11.770815
1w5y,-12.17545,-18.35,-17.85,-267.947,-11.9214503253,-12.94513339,-13.4839383,-12.22672684,-12.88987135,-166.8855948,-11.71555295
1w5x,-12.60354,-18.47,-17.93,-263.643,-11.9068261468,-13.06947299,-13.20762809,-12.32343542,-12.86224033,-173.5624153,-11.60502887
1w5w,-12.62197,-18.32,-17.57,-273.891,-11.9513397218,-13.02802646,-13.41486075,-12.39251297,-12.94513339,-169.6344441,-12.15764929
1ulg,-3.66792,-3.6,-10.09,-45.855,-5.5770007775,-6.009747093,-6.355134857,-5.788698924,-6.051193624,-54.91643431,-5.816329945
2f34,-6.97628,-11.66,-15.06,-107.618,-8.34966251161,-7.446560191,-8.040627145,-7.488006722,-7.653792849,-96.98049532,-9.518886774
1moq,-6.13075,-7.58,-13.2,-101.918,-7.74811650556,-7.584715296,-8.192597761,-7.557084275,-7.778132444,-44.87504624,-4.780166653
2aqu,-9.76181,-16.33,-15.58,-234.183,-12.0362188027,-11.52213581,-13.15236605,-11.34253417,-12.00567867,-171.174049,-12.87605584
2b4l,-4.82543,-8.41,-8.82,-71.62,-7.43121508935,-6.562367515,-6.880124258,-6.43802792,-6.631445068,-49.469004,-6.589998536
1ow4,-9.45687,-9.41,-9.63,-98.03,-9.47760412103,-9.739934943,-10.38926394,-9.201130032,-9.781381475,-78.51397244,-7.847209997
