PDB,2.5_contacts,4.0_contacts,backbone_alpha,backbone_beta,backbone_other,sidechain_alpha,sidechain_beta,sidechain_other,ligand_HBD,receptor_HBD,hydrophobic,pi-cation,pi-pi,pi-t,salt_bridge,rot_bonds,Experimental
1pr1,10,240,0,35,6,26,85,98,3,6,11,0,0,0,0,5,-7.322220596
1rbo,21,278,7,9,15,13,87,168,0,12,2,0,0,0,8,12,-17.57332943
1tq4,18,339,33,2,24,156,13,129,2,12,11,0,0,0,3,9,-8.551801035
1joc,13,158,0,15,0,0,99,57,1,6,0,0,0,0,4,8,-6.382765878
1a1c,15,274,0,28,12,56,131,62,1,11,25,2,0,0,3,15,-8.841926757
1me7,15,271,0,15,48,0,76,147,3,9,7,0,0,0,0,7,-9.933352091
1dfo,12,370,0,1,38,1,66,276,5,4,30,0,1,0,3,11,-9.256392074
1tcw,4,204,0,23,15,0,81,89,2,2,18,0,0,0,0,15,-8.316937356
1xbb,3,281,0,36,6,26,172,44,1,2,41,0,0,0,0,7,-7.322220596
2bpy,7,353,0,20,36,0,98,206,3,1,36,0,0,0,2,14,-10.22347781
1zky,6,188,5,0,0,163,0,26,1,1,19,0,0,1,0,4,-8.634694099
1m0o,14,258,14,0,13,27,31,187,0,8,23,0,0,0,2,8,-3.191382939
1i80,7,165,0,34,0,7,69,62,3,2,22,0,0,0,0,0,-8.855742268
1rbp,1,210,0,3,4,0,179,25,0,0,34,0,0,0,0,6,-9.284023095
1g30,5,297,0,36,37,0,71,158,3,0,46,0,0,2,0,13,-9.463624732
1no6,14,212,12,0,13,73,10,118,0,8,22,1,0,0,1,4,-6.092640156
1g32,6,300,0,33,34,0,72,167,3,0,56,0,3,1,1,7,-8.441276951
1g35,8,376,0,21,45,0,125,193,2,3,35,0,0,0,0,16,-11.24582559
2hb1,6,167,9,0,5,47,5,107,0,7,15,0,0,0,3,4,-5.249894012
1tcx,7,345,0,14,49,0,99,190,3,1,47,0,0,0,0,15,-9.601779838
1ciz,4,231,5,6,32,60,53,79,0,2,35,3,1,0,5,8,-10.27873986
456c,5,252,5,13,28,83,46,82,0,1,26,1,1,0,1,7,-13.49775382
1gjd,8,202,0,30,33,0,38,109,3,0,16,0,0,0,0,5,-7.211696511
1gjb,7,200,0,5,54,0,28,120,2,1,16,1,0,1,0,5,-8.772849204
1gjc,5,199,0,6,53,0,29,116,2,1,14,1,0,1,0,5,-8.772849204
1ajv,6,363,0,12,42,0,124,191,2,2,44,0,0,0,0,12,-10.66557415
1gja,14,236,0,10,63,0,23,154,5,2,18,1,0,1,0,5,-7.488006722
1ajx,3,327,0,6,32,0,115,177,2,2,47,0,0,0,0,12,-10.92806885
1rp7,15,316,1,4,39,17,58,212,1,10,19,0,1,1,6,9,-11.770815
1rpj,20,243,0,0,0,95,93,75,5,7,16,0,0,0,0,6,-8.952450842
1ody,13,398,0,59,45,0,127,180,5,4,41,0,0,0,0,21,-11.19056355
1fv0,3,266,7,0,39,96,0,127,1,1,26,0,0,0,0,4,-8.192597761
1zoh,0,142,0,6,0,0,132,4,0,0,14,0,0,0,0,0,-9.670857391
2fkf,11,148,0,4,10,3,29,113,1,8,1,0,0,0,4,8,-4.034129083
1xap,7,238,13,6,5,176,27,18,0,3,48,0,0,1,1,3,-12.01949419
2csn,1,167,0,14,5,7,103,39,0,1,15,0,0,0,1,5,-6.092640156
1ydk,18,233,7,15,4,61,32,132,2,6,13,0,0,0,4,16,-8.137335719
1ajn,4,170,0,11,0,18,80,65,0,3,20,0,1,1,0,3,-3.633479277
1zog,0,157,0,5,2,0,141,9,0,0,14,0,0,0,0,1,-9.878090049
1mmq,10,239,1,15,48,39,73,73,3,2,20,0,0,0,1,7,-10.38926394
1p1n,13,176,9,11,3,68,58,40,0,8,23,1,0,0,2,4,-9.394547179
1p1o,14,240,3,25,3,73,101,49,1,6,14,0,0,0,2,4,-7.957734081
2aod,19,476,0,47,58,0,180,210,8,3,30,0,0,0,2,30,-7.819578976
1uho,7,278,10,0,1,202,0,72,2,1,48,2,0,1,0,8,-12.73790073
1hxw,10,384,0,28,43,0,102,221,4,2,49,1,0,0,0,19,-14.94838242
1w7g,10,263,0,58,27,0,67,121,2,1,24,3,0,0,3,13,-7.045910385
1ocq,20,225,0,0,21,0,110,114,5,6,12,2,0,0,2,10,-7.17024998
1sb1,1,246,0,24,41,0,40,142,1,0,34,0,0,0,0,10,-9.518886774
1h46,0,154,0,0,2,0,28,124,0,0,34,1,3,0,0,6,-4.932137269
7std,1,177,4,0,0,33,67,74,0,0,48,0,0,1,0,4,-14.81022732
1sld,9,346,0,11,1,0,273,70,2,6,47,0,1,1,0,9,-9.076790437
1sle,6,256,0,0,4,0,167,91,0,3,24,0,0,1,0,7,-8.524170014
2cbu,12,177,0,0,0,0,67,122,5,3,18,1,0,0,3,4,-7.847209997
1d4p,6,244,0,12,63,0,43,132,4,0,32,0,0,0,0,5,-8.703771652
1e6q,14,189,0,0,0,0,103,100,5,4,11,0,1,0,0,5,-4.351885826
1e6s,13,191,0,0,0,1,94,109,6,4,14,0,0,0,0,6,-4.4485944
1od8,10,199,0,0,0,0,63,146,2,4,10,0,0,0,0,6,-7.045910385
1d4y,7,377,0,20,23,0,100,241,2,5,41,0,0,0,0,13,-15.33521672
1ai4,8,158,0,7,1,18,83,57,0,2,18,0,0,0,0,4,-3.45387764
1gj6,9,252,0,36,46,0,52,127,4,1,26,1,0,0,0,5,-9.670857391
1gj7,11,225,0,20,50,0,35,131,3,1,21,1,0,1,0,5,-10.90043783
1gj4,9,294,0,45,41,0,50,167,3,0,35,2,0,1,0,5,-5.622912797
1a1e,12,253,0,23,14,57,127,44,1,10,24,2,0,0,2,14,-8.289306335
1gaf,7,218,0,3,23,0,90,109,0,6,37,0,1,0,2,8,-11.05240845
1ro7,32,464,0,0,85,18,36,357,3,16,24,0,1,0,0,18,-4.393332357
1gai,21,348,0,0,52,65,42,210,9,4,29,0,0,0,1,22,-11.05240845
1d4l,12,334,0,28,29,0,146,143,4,2,29,0,0,0,0,11,-12.11620276
1d4k,8,355,0,20,39,0,111,193,5,2,46,0,0,0,2,13,-12.73790073
1gj8,5,218,0,7,66,0,28,122,3,1,19,0,0,0,0,7,-9.615595348
1dy4,5,185,0,0,2,0,87,101,4,1,28,2,4,0,3,7,-6.023562603
1bdq,4,281,0,9,30,0,104,142,5,1,34,0,0,0,0,15,-8.759033694
1a8i,12,263,11,0,39,44,38,143,5,3,6,0,0,0,0,5,-7.626161828
1lyb,13,345,0,13,53,0,120,172,3,2,26,0,0,0,0,24,-15.77731306
1vwl,9,313,0,5,22,0,231,64,3,3,32,0,0,1,0,13,-7.778132444
1ado,6,101,0,2,24,5,8,68,0,6,3,0,0,0,0,5,-8.289306335
1lyx,11,159,0,15,19,0,38,98,0,7,3,0,0,0,3,3,-6.272241793
1p19,11,233,12,31,11,34,113,43,2,8,9,0,1,0,0,6,-5.678174839
1y0l,5,213,0,4,1,0,187,26,0,3,43,0,3,0,0,6,-12.4339595
1fdq,4,194,5,3,2,46,101,41,0,2,29,0,0,0,2,14,-10.04387618
1s38,6,210,7,9,7,45,98,50,3,0,22,0,0,0,0,1,-7.114987937
1qca,8,172,0,1,1,24,61,93,1,2,26,0,0,0,1,8,-7.280774064
2fgv,9,373,0,23,32,0,152,175,3,2,36,0,0,0,2,14,-8.455092462
1gt1,1,142,0,0,0,0,125,18,0,0,20,1,2,1,0,1,-8.289306335
2fvd,9,315,0,10,27,20,212,55,1,1,24,0,0,0,0,7,-11.770815
1tys,18,270,3,12,0,21,97,155,2,12,7,0,1,0,4,5,-7.584715296
1m48,6,242,22,18,6,119,49,34,3,1,31,0,0,1,1,9,-7.032094874
1lrt,12,322,0,2,45,58,23,206,5,6,22,1,4,0,1,16,-7.791947955
1o2w,9,233,0,32,45,0,37,128,3,1,16,0,0,0,0,8,-8.082073676
1lke,7,223,0,21,0,39,170,0,2,2,32,0,1,0,0,4,-10.38926394
1qy1,1,118,0,0,4,0,102,13,0,1,19,0,0,1,0,3,-9.007712884
1lkl,25,314,0,19,14,62,173,71,1,15,22,1,0,0,4,18,-8.026811634
1qy2,1,93,0,0,2,0,78,14,0,1,10,0,0,0,0,2,-7.93010306
1qy5,5,200,9,0,2,73,66,55,2,1,14,0,0,0,0,6,-9.256392074
1uwf,14,227,0,4,21,0,109,107,3,5,7,0,0,0,0,9,-9.422178201
2ewa,3,256,0,19,13,8,174,45,0,1,37,0,1,0,0,4,-10.96951538
1f0u,8,250,0,8,85,0,24,141,3,1,27,0,1,1,0,12,-9.89190556
1met,12,393,0,17,48,0,136,204,3,3,50,0,0,1,0,14,-12.98657992
1alw,3,131,0,0,0,126,0,8,0,1,27,0,0,0,2,4,-9.007712884
2f5t,22,360,8,38,31,84,96,125,5,7,11,0,0,0,0,12,-7.142618959
1uwu,17,210,0,0,0,2,98,127,3,5,15,3,0,0,3,6,-8.261675314
1jlr,21,341,5,8,16,123,147,63,1,11,13,0,2,0,9,11,-4.600565016
1msm,6,393,0,20,44,0,161,174,2,1,40,0,0,0,0,11,-14.47865506
2i3i,9,222,0,48,5,43,103,32,4,3,27,0,0,0,2,6,-10.08532271
2f2h,14,285,0,0,2,0,92,205,5,5,14,0,0,1,0,12,-7.874841018
3kiv,11,137,0,0,0,0,86,62,3,3,21,2,0,0,4,6,-6.493289962
2erz,6,238,0,18,4,0,167,55,2,2,22,0,0,0,2,2,-7.819578976
1ppl,8,273,0,2,38,9,101,131,1,2,22,0,0,1,0,18,-11.81226153
1ppk,9,252,0,4,39,1,80,137,2,3,15,0,0,0,0,16,-10.58268109
1db1,13,257,6,0,2,187,20,55,3,3,29,0,0,0,0,9,-12.79316278
2fqw,12,249,0,1,7,85,25,143,5,3,34,0,2,0,0,5,-9.228761053
2i80,2,195,0,6,35,37,47,72,1,0,23,0,0,0,0,4,-7.460375701
1if8,9,207,0,0,17,22,43,134,2,1,19,0,0,0,0,7,-13.31815218
1r9l,5,101,9,0,2,37,17,41,0,3,17,2,0,0,1,2,-7.460375701
1tom,6,245,0,8,65,0,13,165,3,1,36,0,0,0,1,8,-11.46687376
2hf8,18,405,51,5,30,175,29,133,4,9,5,1,0,0,7,12,-7.557084275
1hsh,7,336,0,20,28,0,110,185,2,2,39,0,0,0,2,14,-13.01421095
1pph,7,209,0,8,77,0,16,115,4,2,18,0,0,0,0,8,-8.17878225
11gs,11,332,5,17,17,104,52,148,3,5,40,0,1,0,3,19,-8.040627145
1r4w,11,247,0,20,6,94,47,91,3,5,14,0,0,0,3,11,-5.595281776
1uw6,0,100,0,16,2,0,58,24,0,0,23,2,0,0,0,1,-10.14058475
1e3v,4,132,2,1,0,76,56,1,0,2,20,0,0,0,0,6,-5.995931582
1px4,5,136,0,0,1,0,21,119,4,1,7,0,0,0,0,7,-4.46240991
3jdw,11,156,8,0,30,6,0,123,3,6,4,0,0,0,3,6,-4.973583801
2gh7,9,234,0,1,7,0,164,71,2,6,29,0,0,0,0,5,-17.96016373
2cex,14,200,0,5,10,11,92,96,4,6,17,0,0,0,2,9,-6.493289962
1g98,19,235,0,6,41,63,14,130,1,11,1,0,0,0,2,9,-7.874841018
1y6r,13,312,0,22,26,54,89,134,6,2,26,0,0,0,1,6,-13.96748117
1o2s,7,203,0,32,45,0,37,96,3,0,18,0,0,0,0,4,-7.557084275
2ces,18,210,0,0,0,0,88,140,4,4,20,0,1,0,0,5,-10.01624515
1mtr,13,330,0,18,36,0,131,158,5,1,43,0,0,0,2,12,-11.60502887
1uj5,16,251,13,13,40,69,45,87,4,10,9,0,0,0,2,9,-4.21373072
2d1n,18,402,11,23,68,75,52,191,7,1,26,1,0,0,1,20,-11.2596411
1vkj,21,431,19,13,40,109,101,170,1,15,21,0,2,0,5,8,-6.700522621
1xh9,7,453,0,29,27,30,261,113,5,3,58,1,1,0,2,8,-10.7346517
1siv,14,358,0,27,45,0,108,192,5,4,28,0,0,0,2,19,-11.16293253
2fwp,16,214,8,9,23,34,21,135,0,12,7,0,0,0,2,6,-4.034129083
1jqe,0,153,5,0,1,93,1,53,0,0,40,2,4,0,1,9,-8.897188799
1sw1,3,116,0,7,0,15,61,36,0,3,32,4,0,0,3,1,-10.08532271
1jqy,13,255,1,0,31,14,60,162,4,6,26,0,0,0,0,13,-6.797231195
2boh,1,214,0,35,33,0,66,81,0,1,42,3,0,0,0,6,-11.770815
1w5y,16,490,0,17,60,0,139,290,5,2,46,0,0,0,0,17,-11.71555295
1w5x,14,504,0,21,56,0,149,292,5,2,45,0,0,0,0,17,-11.60502887
1w5w,13,485,0,16,54,0,144,284,5,2,48,0,0,0,0,17,-12.15764929
1ulg,6,113,0,0,0,0,119,0,2,2,5,0,0,0,0,12,-5.816329945
2f34,11,189,9,22,2,58,82,27,2,7,15,1,0,0,1,7,-9.518886774
1n46,12,332,26,2,8,257,30,21,3,4,36,0,0,0,0,5,-14.53391711
1agm,17,366,0,0,51,64,37,231,10,3,28,0,0,0,1,22,-16.57861267
1pxp,2,259,0,24,7,8,189,33,1,1,34,0,0,0,0,4,-9.201130032
1moq,16,208,7,6,51,36,16,108,2,8,1,0,0,0,1,7,-4.780166653
2aqu,6,329,0,29,42,0,86,178,5,2,46,0,0,0,2,19,-12.87605584
2b4l,5,113,9,0,2,34,25,48,0,3,29,6,0,0,2,2,-6.589998536
1ydr,1,199,0,12,7,0,135,46,0,1,27,0,0,0,1,2,-7.626161828
1c4v,9,306,0,30,43,0,88,154,4,1,50,0,0,1,0,9,-14.9207514
1ow4,4,211,4,0,0,203,0,8,0,1,29,0,0,0,2,3,-7.847209997
2bfr,17,325,8,13,62,72,68,119,2,9,19,0,0,0,0,9,-7.253143043
1pxn,6,295,0,16,18,17,180,70,3,2,35,0,0,0,0,5,-9.878090049
2j7e,15,219,0,0,0,7,80,147,4,3,18,0,1,0,0,8,-10.11295373
2bfq,13,405,7,10,57,84,37,223,1,7,38,0,2,0,0,15,-9.518886774
1o3k,8,232,0,12,64,0,21,143,4,0,25,0,0,0,0,4,-9.353100648
1heg,14,332,0,29,40,0,102,175,6,3,25,0,0,0,2,16,-10.69320517
1v2s,6,158,0,26,37,0,44,57,3,0,16,0,0,0,0,2,-5.761067903
1a4r,21,350,25,2,29,185,8,122,3,10,13,0,0,2,1,10,-9.201130032
1k1m,9,244,0,8,76,0,17,152,4,1,23,0,0,0,0,8,-10.22347781
1k1l,10,238,0,10,75,0,17,146,4,1,18,1,0,0,0,8,-9.532702285
1pb8,12,187,2,20,2,34,86,55,2,6,16,1,0,0,2,4,-7.114987937
1k1j,10,247,0,37,48,0,59,113,4,2,23,0,0,0,0,10,-10.43071047
1k1i,11,251,0,41,52,0,53,116,4,3,25,0,0,0,1,9,-9.090605947
1o2q,8,241,0,17,58,0,30,144,4,0,25,0,0,1,0,6,-10.61031211
1q91,9,233,2,1,17,58,5,159,0,4,36,1,0,1,2,3,-5.733436882
2bo4,13,163,22,0,2,74,0,78,0,7,12,0,0,0,2,6,-6.368950367
2c3j,8,257,0,20,14,0,191,40,2,1,15,0,0,0,0,1,-8.537985525
2c3l,3,220,0,22,3,0,187,11,1,1,25,0,0,0,0,1,-7.004463853
1o2x,8,221,0,27,44,0,36,122,3,1,15,0,0,0,0,8,-8.082073676
1fkh,1,146,0,0,3,7,55,82,0,1,31,0,0,1,0,10,-11.2596411
1o2g,9,286,0,27,52,0,67,149,4,0,41,2,0,1,0,5,-8.455092462
1z1h,8,268,0,15,28,0,107,126,3,1,30,0,0,0,0,10,-11.60502887
1swr,10,231,0,0,8,0,149,84,2,7,20,0,0,0,1,5,-9.560333306
1k1y,16,310,10,3,0,83,80,150,5,3,19,0,0,0,2,22,-4.4485944
1o2n,9,269,0,19,73,0,31,155,4,0,32,0,0,0,0,5,-8.41364593
1mfi,6,221,0,23,0,0,136,68,1,2,35,0,0,1,1,3,-7.722870402
1koj,23,304,0,7,58,80,14,168,2,14,2,0,0,0,2,10,-9.256392074
1o2j,11,250,0,27,59,0,38,137,3,0,20,0,0,0,0,7,-9.560333306
1o2k,10,225,0,27,47,0,39,122,3,1,19,0,0,0,0,7,-9.560333306
1fkf,9,277,0,1,24,13,89,159,2,2,42,0,0,0,0,10,-12.98657992
1fkg,3,184,0,0,13,13,58,103,0,2,32,0,0,0,0,10,-11.05240845
2fzz,6,268,0,35,41,0,71,127,2,1,36,0,3,3,0,8,-14.53391711
2dri,23,207,0,0,0,86,45,99,3,7,20,0,0,0,0,4,-9.518886774
2h4k,11,183,9,1,17,50,6,111,0,8,18,0,0,1,3,5,-7.584715296
1m1b,11,143,8,3,1,22,67,53,0,9,3,0,0,0,5,3,-6.43802792
1bwa,10,430,0,38,38,0,186,178,4,5,45,0,0,0,0,14,-10.49978802
1bwb,12,492,0,42,39,0,240,183,4,5,48,1,0,0,0,14,-11.63265989
1xbo,12,331,5,1,15,132,14,176,1,9,26,0,0,0,1,11,-8.344568377
2fzk,20,318,15,2,8,188,29,96,0,9,10,1,0,0,8,7,-4.973583801
1gyy,3,138,0,9,9,11,43,69,0,3,29,0,0,1,1,3,-5.028845843
1gyx,4,102,0,11,0,5,60,30,0,3,21,0,1,1,1,1,-3.426246618
1n4h,3,173,2,1,10,94,10,59,0,2,24,0,0,0,0,5,-9.049159416
1qsc,18,324,0,12,45,0,80,205,5,7,23,0,0,0,1,24,-5.084107885
1kzk,6,387,0,15,48,0,154,176,3,1,41,0,0,0,0,11,-14.35431547
1ydd,7,204,0,0,12,9,87,103,2,0,7,1,0,0,0,3,-9.767565965
2fzg,22,263,19,2,26,84,31,123,1,15,2,2,0,0,3,6,-4.669642569
8abp,14,225,0,0,3,80,16,140,4,5,10,0,0,0,0,6,-11.05240845
1gpn,3,173,0,9,20,35,9,103,0,1,30,2,0,0,0,0,-8.952450842
1nw4,12,237,0,33,4,18,89,105,2,3,16,0,0,0,1,5,-12.53066808
1nw7,10,238,4,7,29,21,33,154,3,3,16,0,0,1,1,11,-7.032094874
1bxq,11,319,0,2,41,0,111,176,4,2,25,0,0,0,0,19,-10.19584679
1add,8,250,0,6,6,87,42,117,3,2,26,1,1,1,0,6,-9.311654116
1lgw,9,167,7,0,0,162,0,7,1,0,19,0,0,0,0,1,-5.526204223
1lgt,7,194,0,0,1,0,162,38,0,3,35,1,1,1,0,3,-8.42746144
1v0l,9,181,0,0,1,0,52,137,2,3,12,0,0,0,2,6,-10.43071047
2f6t,11,221,10,1,9,53,14,145,1,8,24,0,0,0,1,5,-6.382765878
1x8j,0,125,0,0,1,44,15,65,0,0,12,0,0,0,0,1,-9.615595348
1x8d,9,140,0,0,0,104,43,2,1,3,3,0,0,0,0,4,-3.053227833
1oyq,8,254,0,36,44,0,74,108,4,0,32,0,0,1,0,13,-9.615595348
1c3x,9,202,0,52,3,0,56,100,3,0,17,0,0,0,0,1,-5.084107885
1m13,3,266,3,0,0,196,19,51,1,2,61,0,0,0,0,12,-10.45834149
1oyt,8,263,0,36,34,0,84,117,3,1,37,0,0,0,0,5,-10.00242964
2bys,1,238,0,15,13,0,133,78,0,0,60,3,0,1,0,7,-13.15236605
1xq0,9,157,0,0,17,6,52,91,2,1,4,0,1,0,0,7,-8.759033694
1x8t,28,362,5,0,4,272,0,109,0,17,16,0,0,0,10,8,-10.77609824
1x8r,31,422,16,0,8,271,0,158,0,22,19,0,0,0,11,8,-8.455092462
1o3i,8,234,0,29,44,0,37,132,3,0,25,0,0,1,0,4,-10.08532271
1bap,12,191,0,0,2,56,18,127,3,4,10,0,0,0,0,4,-9.463624732
1uz1,10,177,0,0,0,0,53,134,4,4,10,0,0,0,0,4,-9.518886774
1hwr,3,256,0,3,40,0,69,147,2,2,44,0,0,0,0,10,-11.50832029
1sbg,7,316,0,11,51,0,76,185,3,1,37,0,0,0,0,15,-10.69320517
1t7d,10,264,0,46,0,0,178,50,3,3,27,0,0,0,1,12,-8.330752867
1nwl,8,163,10,0,19,56,3,83,3,4,13,0,0,0,0,11,-3.301907023
1o2z,13,268,0,32,50,0,40,159,4,1,21,0,0,0,0,10,-8.441276951
1x38,12,235,0,0,5,15,81,146,2,3,25,0,1,0,0,6,-12.11620276
1x39,13,238,0,3,3,17,134,94,5,3,17,0,0,0,1,8,-12.73790073
1i00,1,142,1,1,7,23,19,92,0,2,19,0,0,1,1,9,-8.759033694
2hxm,14,218,7,7,21,31,32,134,1,9,29,1,2,1,0,8,-7.211696511
1v2u,8,167,0,29,37,0,42,67,3,0,23,0,0,0,0,2,-4.655827058
2bpv,8,322,0,10,40,0,98,182,4,1,31,0,0,0,2,14,-10.5964966
1jn2,1,104,0,2,5,0,9,89,0,1,7,1,0,0,0,7,-5.650543818
1bai,20,486,0,29,72,0,132,273,6,7,30,0,0,0,2,29,-10.63794313
1tkb,13,331,0,5,40,45,9,245,1,7,38,0,1,0,4,9,-11.05240845
2izl,12,244,0,3,7,0,178,68,4,2,26,0,0,0,0,6,-8.289306335
1jn4,16,349,0,22,4,40,188,111,2,6,19,1,1,0,5,14,-6.838677726
2ez7,4,112,0,0,13,0,30,73,2,1,1,1,0,1,0,4,-6.023562603
1qka,26,549,2,42,57,108,192,174,10,4,35,0,0,0,3,20,-8.17878225
1b51,25,390,2,36,33,93,142,109,7,5,22,0,0,0,1,18,-10.18203128
1ssq,12,106,0,6,0,0,47,65,2,2,3,0,0,0,0,4,-8.289306335
1awi,8,243,1,0,8,188,9,45,1,7,45,0,0,0,0,10,-5.595281776
1b05,27,409,1,47,38,87,158,105,8,5,30,0,0,0,1,18,-9.836643517
4ts1,14,229,4,18,0,126,60,35,3,3,18,0,0,0,0,5,-6.824862216
1b32,29,395,2,42,27,91,170,92,8,5,27,1,0,0,1,19,-9.809012496
2a4m,7,177,0,22,0,106,56,0,2,2,19,0,0,0,0,4,-6.244610772
1b74,8,154,10,3,18,56,30,45,2,4,2,0,0,0,0,5,-1.796016373
1fo0,35,758,6,0,19,492,172,104,8,14,72,0,0,0,1,32,-7.722870402
2i3h,15,288,0,61,6,43,163,30,5,5,21,2,0,0,0,10,-10.22347781
1qaw,9,236,0,27,33,0,96,89,4,4,17,1,0,1,0,4,-7.073541406
1b5j,29,476,2,46,40,103,193,121,9,7,36,0,0,0,1,19,-10.26492434
1wdn,15,234,5,18,11,29,141,45,5,5,16,0,0,0,0,5,-8.703771652
2olb,29,461,2,46,48,87,146,161,12,4,21,0,0,0,2,21,-7.653792849
1laf,21,342,3,31,18,45,138,128,7,4,23,0,0,0,1,6,-10.84517579
1lag,11,212,3,18,14,45,73,70,4,4,16,2,0,0,0,4,-8.703771652
2bsu,21,574,12,0,0,460,120,3,4,10,67,0,0,1,0,34,-7.819578976
1b40,26,453,3,43,30,105,188,110,7,4,44,0,0,2,1,18,-10.05769169
1b3f,24,462,3,41,38,99,167,138,7,6,42,0,0,1,2,18,-9.518886774
1b3g,26,376,1,39,31,79,153,99,7,5,27,0,0,0,1,18,-9.256392074
1fzo,22,488,1,3,0,347,153,6,7,9,51,1,1,0,0,25,-10.90043783
1fzm,30,648,14,1,0,517,146,0,8,11,51,0,0,0,1,32,-10.63794313
1b46,25,371,1,53,15,72,161,94,6,5,29,0,0,0,1,15,-7.294589575
1b3l,23,353,2,33,38,64,138,101,9,4,23,1,0,0,1,16,-8.137335719
1b3h,25,455,3,46,35,107,174,115,8,5,42,1,0,2,1,18,-8.579432057
1b58,27,468,2,46,37,103,177,130,9,5,41,0,0,2,1,19,-9.104421458
1jev,30,487,3,40,47,116,185,126,11,4,44,2,0,3,1,18,-9.518886774
1ii5,12,207,3,34,2,33,117,30,3,7,12,0,0,0,0,5,-9.145867989
1jet,24,387,2,41,39,79,153,97,9,4,28,0,0,0,1,16,-10.01624515
1jeu,27,427,2,56,29,103,190,74,9,7,31,0,0,0,2,19,-9.422178201
1jd5,11,356,3,68,9,98,144,45,6,3,31,1,0,0,0,26,-9.145867989
1b5i,28,454,2,43,40,105,170,122,7,5,25,0,0,0,1,18,-9.739934943
1fch,19,398,27,0,0,390,0,0,7,8,20,0,0,0,3,25,-9.878090049
1f2o,5,126,0,0,12,0,16,103,4,0,4,0,0,0,0,4,-2.638762517
1jq8,10,307,33,0,24,134,0,126,2,2,31,0,0,0,0,19,-8.289306335
1f2p,7,138,0,0,20,1,23,101,4,0,10,0,0,0,0,4,-2.624947006
1utc,22,414,0,15,17,0,222,182,4,8,44,0,0,2,1,25,-6.286057304
