Complex,VINA,GlideSP,HMS,DSX,RFScore,Experimental
2afw,-4.44402,-3.43,-6.562367515,-60.596,-7.05678,-6.589998536
2afx,-4.35442,-3.24,-7.529453254,-65.369,-7.78805,-7.114987937
2aj8,-8.63092,-7.71,-9.021528394,-103.851,-10.8072,-8.565616546
2am4,-9.8259,-9,-9.366916158,-142.317,-7.37786,-5.139369928
2amt,-8.17915,-10.72,-9.187314521,-154.086,-7.53065,-6.134086688
2ans,-7.5932,-6.7,-9.739934943,-63.43,-9.19132,-8.17878225
2aoc,-8.50528,-18.08,-11.83989255,-244.856,-9.24648,-6.755784663
2aod,-8.58352,-17.6,-12.18528031,-253.552,-9.68424,-7.819578976
2aoe,-8.31029,-16.08,-12.08857174,-256.8,-9.41702,-10.52741905
2aog,-8.55387,-18.71,-12.0333097,-250.67,-9.26463,-8.67614063
2aqu,-10.2275,-16.57,-13.40104524,-240.02,-12.315,-12.87605584
2arm,-5.20638,-3.15,-7.280774064,-63.846,-7.57207,-11.23201008
2avm,-8.42206,-18.36,-12.22672684,-251,-9.22034,-7.874841018
2avo,-10.8654,-15.35,-12.22672684,-232.355,-10.7424,-12.22672684
2avq,-8.37734,-18.12,-12.10238725,-246.4,-9.64738,-6.065009135
2avs,-10.9984,-15.73,-11.89515459,-239.544,-10.8052,-10.45834149
2avv,-10.5703,-15.01,-12.79316278,-218.322,-11.1532,-12.79316278
2b07,-8.23663,-10.18,-9.726119433,-138.163,-8.69005,-8.883373289
2b4l,-4.91681,-8.32,-6.866308747,-66.518,-7.56679,-6.589998536
2bfq,-9.43071,-13.46,-9.118236968,-175.002,-7.31177,-9.518886774
2bfr,-8.30024,-10.78,-8.275490824,-131.556,-7.1253,-7.253143043
2bjm,-9.46247,-7.85,-9.491255753,-71.684,-7.15534,-5.111738906
2bmz,-4.6666,-6.27,-6.507105473,-61.519,-5.23888,-5.111738906
2bo4,-4.4015,-7.43,-6.161717709,-25.451,-6.11348,-6.368950367
2boh,-9.73284,-7.42,-9.974798623,-160.795,-10.4298,-11.770815
2bpv,-10.2607,-14.21,-11.99186316,-223.894,-10.7528,-10.5964966
2bpy,-10.8216,-13.8,-11.6464754,-220.191,-10.7551,-10.22347781
2bq7,-8.70414,-8.77,-9.104421458,-165.511,-9.80536,-9.739934943
2bqv,-10.538,-12.5,-12.57211461,-204.624,-11.1455,-11.121486
2bt9,-6.06091,-7.02,-7.460375701,-69.022,-6.05909,-8.551801035
2bvd,-7.6048,-6.37,-7.999180613,-120.851,-7.36882,-8.289306335
2byr,-9.78199,-10.86,-11.21819457,-188.208,-9.96037,-11.81226153
2bza,-4.35843,-7.11,-6.645260578,-63.181,-5.5179,-3.868342956
2c1p,-9.11943,-8.91,-9.629410859,-101.749,-9.85518,-7.460375701
2c4v,-6.99493,-10.3,-7.598530807,-52.347,-6.45996,-3.592032745
2c80,-6.30351,-10.81,-8.012996124,-120.746,-8.85785,-7.363667127
2c92,-8.94752,-11.86,-9.477440243,-168.723,-8.10485,-7.847209997
2c94,-9.27911,-12.77,-9.256392074,-166.491,-8.24943,-9.422178201
2c97,-6.99433,-11.73,-8.16496674,-96.927,-6.83443,-8.482723483
2ca8,-5.41059,-8.7,-7.197881001,-91.562,-8.86334,-6.43802792
2cbz,-6.37541,-9.31,-7.474191212,-94.693,-7.3589,-5.429495649
2ccb,-7.96651,-8.9,-7.515637744,-105.493,-9.08449,-10.29255537
2ccc,-8.39728,-9.79,-7.349851617,-81.401,-8.20108,-10.72083619
2cex,-6.45935,-8.36,-7.543268765,-68.002,-7.25676,-6.493289962
2cf8,-10.9845,-12.1,-10.63794313,-174.418,-9.96943,-11.19056355
2cf9,-10.3804,-13.24,-10.23729332,-178.001,-10.2945,-10.80372926
2cht,-7.99906,-9.87,-8.068258166,-80.604,-6.24144,-7.626161828
2cji,-8.6187,-8.13,-8.938635331,-164.194,-10.5989,-11.35634968
2csn,-5.80218,-8.36,-7.943918571,-61.217,-7.19576,-6.092640156
2d1n,-7.60649,-12.42,-9.795196986,-188.706,-10.1129,-11.2596411
2dri,-7.10976,-7.87,-8.275490824,-73.406,-6.34969,-9.518886774
2dw7,-5.65133,-5.87,-7.17024998,-37.404,-5.78017,-6.493289962
2er6,-8.49058,-14.05,-12.14383378,-232.468,-11.1929,-9.974798623
2ewb,-3.9861,-5.12,-7.529453254,-64.287,-9.24283,-8.42746144
2f1g,-6.56717,-7.22,-8.123520208,-123.853,-9.68427,-10.41689496
2f2h,-10.1562,-8.48,-10.12676924,-155.431,-8.0263,-7.874841018
2f34,-7.25868,-9.87,-8.109704698,-106.056,-8.53418,-9.518886774
2f35,-7.16762,-10.43,-8.303121845,-99.516,-9.18591,-7.460375701
2f5t,-9.88272,-9.45,-9.560333306,-149.2,-7.63485,-7.142618958
2f6t,-8.72361,-10.46,-9.615595348,-113.917,-7.65538,-6.382765878
2f7o,-7.01221,-7.84,-7.68142387,-66.145,-7.63619,-10.27873986
2f7p,-7.62335,-6.91,-7.91628755,-100.274,-8.30494,-9.118236968
2f81,-9.00981,-11.3,-11.23201008,-199.201,-12.8123,-14.53391711
2f8g,-8.9106,-11.41,-11.16293253,-192.86,-12.7602,-12.01949419
2fgu,-11.7563,-14.76,-13.49775382,-225.103,-11.5827,-12.68263869
2fgv,-11.638,-16.23,-13.51156933,-227.179,-11.7132,-8.455092461
2fpz,-5.61671,-7.58,-6.92157079,-66.532,-6.72036,-5.470942181
2fqo,-6.55668,-6.59,-7.045910385,-82.682,-7.29243,-8.883373289
2fqt,-6.62359,-6.83,-7.045910385,-77.816,-7.37296,-8.482723483
2fqw,-9.08877,-11.31,-8.42746144,-118.112,-7.18313,-9.228761053
2fqx,-9.26328,-10.28,-8.524170014,-123.999,-6.49554,-9.878090049
2fqy,-9.15666,-9.88,-8.261675314,-123.439,-7.46099,-9.076790437
2fw6,-6.90649,-9.69,-7.349851617,-72.335,-5.56332,-4.034129083
2fwp,-6.89225,-9.73,-7.349851617,-74.267,-5.55536,-4.034129083
2fx6,-5.64578,-7.3,-6.92157079,-66.524,-6.80418,-5.111738906
2fxv,-9.69314,-10.56,-8.496538993,-146.054,-7.56603,-7.391298149
2fzg,-6.55674,-5.75,-8.068258166,-81.928,-7.47051,-4.669642569
2fzk,-7.62466,-6.17,-8.524170014,-76.416,-7.77223,-4.973583801
2fzz,-13.3113,-9.88,-12.10238725,-209.136,-12.0094,-14.53391711
2g00,-12.8169,-10.08,-11.79844602,-193.285,-12.2828,-13.45630728
2gh7,-8.15961,-14.63,-8.565616546,-113.971,-9.09618,-17.96016373
2gl0,-6.89013,-8.61,-7.722870402,-103.344,-7.7986,-6.659076089
2gst,-8.73279,-14.65,-10.88662232,-151.702,-9.88928,-8.386014909
2gsu,-5.36441,-6.05,-7.778132444,-82.896,-7.3532,-4.95976829
2gv6,-7.29332,-11.41,-9.809012496,-127.923,-10.1251,-10.14058475
2gv7,-9.03669,-12.15,-11.53595132,-167.445,-10.6388,-10.84517579
2gvv,-6.15977,-5.97,-8.289306335,-68.59,-7.79737,-5.388049118
2gyi,-5.22006,-2.59,-7.032094874,-32.121,-7.06778,-9.670857391
2gzl,-10.7528,-13.5,-11.09385498,-184.518,-7.75463,-6.659076089
2h4g,-6.95541,-9.04,-8.828111247,-99.78,-7.33603,-9.007712884
2h4k,-7.18391,-9.13,-8.980081863,-96.677,-7.37336,-7.584715296
2h4n,-4.7966,-5.36,-6.838677726,-36.399,-10.084,-12.01949419
2hb1,-5.61566,-9.15,-7.446560191,-81.316,-6.63858,-5.249894012
2hb3,-9.64488,-13.9,-11.75699948,-203.704,-14.2915,-15.68060448
2hh5,-8.7277,-9.59,-9.850459028,-160.602,-10.0981,-10.34781741
2hs1,-9.23245,-12.78,-11.2596411,-196.129,-12.435,-11.71555295
2hs2,-9.2055,-11.44,-11.24582559,-194.034,-13.257,-11.48068927
2hu6,-9.35484,-10,-8.828111247,-152.92,-9.4566,-5.263709523
2hxm,-7.72285,-11.75,-7.764316934,-122.513,-8.42526,-7.211696511
2i0a,-9.0242,-12.67,-11.19056355,-202.386,-13.6656,-15.74968204
2i3i,-8.48974,-9.54,-9.809012496,-162.013,-9.47006,-10.08532271
2ihq,-11.153,-12.33,-10.41689496,-130.55,-11.6224,-11.72936846
2iko,-9.2061,-10.72,-10.11295373,-117.707,-9.93195,-7.529453254
2il2,-11.3141,-14.04,-12.75171625,-218.251,-10.045,-9.809012496
2iuz,-9.29856,-11.33,-8.054442655,-117.425,-8.10654,-7.66760836
2izl,-7.6972,-9.26,-8.220228782,-99.779,-8.10703,-8.289306335
2j2u,-8.54058,-8.31,-8.938635331,-157.211,-9.5406,-10.12676924
2j34,-8.3758,-7.33,-8.731402673,-148.978,-10.9288,-10.80372926
2j4i,-8.37037,-8.91,-9.242576563,-169.484,-11.4694,-12.4339595
2jxr,-9.75322,-11.5,-11.05240845,-189.264,-10.197,-9.739934943
2mas,-9.15925,-7.68,-8.952450842,-93.366,-9.01323,-10.38926394
2pcp,-9.30366,-7.58,-9.947167602,-120.702,-8.31004,-12.01949419
2sim,-6.48001,-9.45,-7.460375701,-71.773,-7.16632,-4.724904611
2tmn,-4.39132,-5.01,-7.377482638,-65.161,-7.77849,-8.137335719
2ypi,-4.7691,-7.91,-6.548552004,-52.351,-5.78934,-6.659076089
3aid,-3.21753,-8.2,-11.85370806,-157.719,-10.1255,-9.477440243
3gst,-9.29099,-13.72,-10.63794313,-159.203,-9.90026,-9.284023095
3jdw,-4.15977,-6.82,-6.382765878,-53.282,-6.51329,-4.973583801
3kiv,-3.36009,-6.63,-6.534736494,-34.931,-5.61878,-6.493289962
456c,-8.11387,-8.04,-9.394547179,-160.159,-9.45744,-13.49775382
4er1,-9.9619,-11.56,-13.59446239,-248.438,-11.5169,-9.145867989
4fiv,-11.0027,-16.75,-14.74114977,-286.72,-10.1711,-9.007712884
4rsk,-5.73135,-8.48,-7.488006722,-94.753,-5.23899,-5.968300561
4std,-10.1198,-10.73,-10.11295373,-112.242,-9.74837,-14.27142241
4tmk,-11.0918,-16.37,-10.88662232,-218.263,-8.77329,-10.63794313
5abp,-7.04456,-7.5,-7.709054891,-61.354,-6.15563,-9.17349901
5er2,-8.87933,-15.17,-13.58064688,-275.509,-11.2948,-9.076790437
5std,-12.0111,-11.44,-11.39779621,-129.282,-9.9649,-14.49247058
5tln,-7.18754,-6.57,-8.92481982,-90.594,-8.89247,-8.800480225
5tmn,-7.44622,-9.99,-10.15440026,-137.836,-8.63964,-11.10767049
5tmp,-10.9541,-16.19,-10.69320517,-202.855,-8.43402,-10.32018639
5yas,-5.29181,-6.35,-6.631445068,-43.372,-5.59757,-4.503856442
6abp,-6.10905,-7.82,-7.584715296,-50.714,-6.11282,-8.786664715
6cpa,-8.15012,-6.9,-10.83136028,-125.289,-8.69678,-15.91546816
6fiv,-4.6912,-4.88,-8.91100431,-120.241,-8.068202904,-11.16293253
6tim,-4.65859,-7.46,-6.700522621,-55.695,-5.69244,-4.434778889
7abp,-6.91449,-8.44,-7.764316934,-55.581,-6.40183,-8.92481982
7std,-9.78971,-9.32,-10.2096623,-104.888,-9.32875,-14.81022732
7upj,-10.0031,-8.61,-10.98333089,-138.501,-9.26421,-11.72936846
8abp,-7.00865,-7.06,-7.902472039,-63.194,-6.30912,-11.05240845
966c,-8.3443,-9.48,-8.41364593,-151.65,-9.32371,-10.55505007
9abp,-6.69818,-6.76,-7.874841018,-67.521,-6.15248,-11.05240845
