Complex,VINA,GlideSP,HMS,DSX,RFScore,Experimental
1yc4,-7.70702,-10.11,-8.689956141,-95.826,-9.45295668926,-9.049159415
1yda,-5.44463,-5.95,-6.990648342,-44.295,-10.4218340057,-9.049159415
1ydb,-4.57601,-6.13,-7.128803448,-48.359,-10.6597734784,-11.3839807
1ydk,-5.67516,-9.04,-7.722870402,-109.35,-8.12615418935,-8.137335719
1yei,-8.35908,-10.73,-8.745218183,-125.366,-7.35655573163,-10.30637088
1yej,-7.85102,-9.07,-8.92481982,-139.908,-7.53906783644,-10.30637088
1yfz,-5.97215,-8.07,-7.211696511,-70.545,-7.59488185008,-6.009747093
1yid,-7.13744,-7.07,-7.764316934,-68.546,-7.57800963545,-6.907755279
1yqj,-12.6309,-10.82,-12.2958044,-154.245,-9.74775813072,-11.24582559
1yqy,-9.41319,-5.73,-9.090605947,-131.203,-8.70601707832,-10.52741905
1yvm,-5.6456,-4.54,-7.66760836,-62.435,-6.66668244853,-8.841926757
1z3t,-7.40229,-6.5,-7.861025507,-83.507,-6.91068578019,-5.44331116
1z3v,-7.67318,-6.25,-7.93010306,-80.185,-7.13303394679,-5.678174839
1z4n,-7.79072,-8.83,-8.109704698,-69.239,-7.40420242839,-6.244610772
1z6e,-11.1431,-10.14,-10.19584679,-203.227,-10.8046779485,-13.42867626
1z6s,-6.06866,-8.48,-7.405113659,-73.192,-6.0827204452,-5.995931582
1z71,-9.88838,-11.77,-10.11295373,-152.474,-10.8448569786,-12.68263869
1z9g,-5.67427,-5.36,-7.93010306,-88.054,-7.84487524143,-7.791947955
1zdp,-5.8925,-5.45,-7.488006722,-83.569,-7.52864419148,-7.93010306
1zgi,-9.57714,-7.97,-9.076790437,-148.361,-10.8605667621,-7.377482638
1zhy,-10.1813,-11.29,-11.78463051,-152.69,-10.3443191035,-9.007712884
1zog,-6.05759,-5.67,-8.772849204,-58.39,-8.36974806604,-9.878090049
1zoh,-7.18448,-7.88,-8.91100431,-81.863,-8.54566556714,-9.670857391
1zp8,-8.9099,-8.56,-11.41161172,-205.312,-11.9393837228,-12.11620276
1zpa,-8.32225,-9.09,-12.00567867,-216.15,-11.2924177128,-11.60502887
220l,-5.28449,-5.74,-7.128803448,-45.101,-5.35622822189,-4.69727359
2a31,-4.88718,-6.84,-6.424212409,-56.83,-7.25393246778,-1.395366566
2a5b,-6.91529,-7.6,-7.722870402,-90.959,-6.79851491044,-5.429495649
2a5c,-6.68618,-9.21,-7.488006722,-88.113,-7.61398839195,-6.382765878
2a8g,-6.22831,-6.65,-7.639977339,-79.499,-6.83615139889,-5.097923396
2aac,-6.7321,-7.72,-7.695239381,-67.814,-6.87448045168,-3.067043344
2ada,-8.46976,-8.03,-8.399830419,-100.666,-7.85196055504,-17.96016373
2afw,-4.44402,-3.43,-6.562367515,-60.596,-7.05678534223,-6.589998536
2afx,-4.35442,-3.24,-7.529453254,-65.369,-7.78806541047,-7.114987937
2aj8,-8.63092,-7.71,-9.021528394,-103.851,-10.8072559176,-8.565616546
2am4,-9.8259,-9,-9.366916158,-142.317,-7.37787302481,-5.139369928
2amt,-8.17915,-10.72,-9.187314521,-154.086,-7.53066520331,-6.134086688
2ans,-7.5932,-6.7,-9.739934943,-63.43,-9.19132162316,-8.17878225
2aoc,-8.50528,-18.08,-11.83989255,-244.856,-9.24649188348,-6.755784663
2aod,-8.58352,-17.6,-12.18528031,-253.552,-9.68424744917,-7.819578976
2aoe,-8.31029,-16.08,-12.08857174,-256.8,-9.41703729458,-10.52741905
2aog,-8.55387,-18.71,-12.0333097,-250.67,-9.26464270125,-8.67614063
2aqu,-10.2275,-16.57,-13.40104524,-240.02,-12.3150867254,-12.87605584
2arm,-5.20638,-3.15,-7.280774064,-63.846,-7.57207574488,-11.23201008
2avm,-8.42206,-18.36,-12.22672684,-251,-9.220354648,-7.874841018
2avo,-10.8654,-15.35,-12.22672684,-232.355,-10.742435624,-12.22672684
2avq,-8.37734,-18.12,-12.10238725,-246.4,-9.64739614819,-6.065009135
2avs,-10.9984,-15.73,-11.89515459,-239.544,-10.8052077778,-10.45834149
2avv,-10.5703,-15.01,-12.79316278,-218.322,-11.153253032,-12.79316278
2b07,-8.23663,-10.18,-9.726119433,-138.163,-8.69006562121,-8.883373289
2b4l,-4.91681,-8.32,-6.866308747,-66.518,-7.56680749424,-6.589998536
2bfq,-9.43071,-13.46,-9.118236968,-175.002,-7.31178787447,-9.518886774
2bfr,-8.30024,-10.78,-8.275490824,-131.556,-7.12530827357,-7.253143043
2bjm,-9.46247,-7.85,-9.491255753,-71.684,-7.15534430994,-5.111738906
2bmz,-4.6666,-6.27,-6.507105473,-61.519,-5.2388912961,-5.111738906
2bo4,-4.4015,-7.43,-6.161717709,-25.451,-6.11349043588,-6.368950367
2boh,-9.73284,-7.42,-9.974798623,-160.795,-10.4298133183,-11.770815
2bpv,-10.2607,-14.21,-11.99186316,-223.894,-10.7528444822,-10.5964966
2bpy,-10.8216,-13.8,-11.6464754,-220.191,-10.7551160001,-10.22347781
2bq7,-8.70414,-8.77,-9.104421458,-165.511,-9.80537198793,-9.739934943
2bqv,-10.538,-12.5,-12.57211461,-204.624,-11.1455219026,-11.121486
2bt9,-6.06091,-7.02,-7.460375701,-69.022,-6.05910889179,-8.551801035
2bvd,-7.6048,-6.37,-7.999180613,-120.851,-7.36883078363,-8.289306335
2byr,-9.78199,-10.86,-11.21819457,-188.208,-9.9603848349,-11.81226153
2bza,-4.35843,-7.11,-6.645260578,-63.181,-5.51791265782,-3.868342956
2c1p,-9.11943,-8.91,-9.629410859,-101.749,-9.85519314278,-7.460375701
2c4v,-6.99493,-10.3,-7.598530807,-52.347,-6.45997600404,-3.592032745
2c80,-6.30351,-10.81,-8.012996124,-120.746,-8.85786939576,-7.363667127
2c92,-8.94752,-11.86,-9.477440243,-168.723,-8.10486788728,-7.847209997
2c94,-9.27911,-12.77,-9.256392074,-166.491,-8.24943477131,-9.422178201
2c97,-6.99433,-11.73,-8.16496674,-96.927,-6.8344486449,-8.482723483
2ca8,-5.41059,-8.7,-7.197881001,-91.562,-8.86334407174,-6.43802792
2cbz,-6.37541,-9.31,-7.474191212,-94.693,-7.3589033091,-5.429495649
2ccb,-7.96651,-8.9,-7.515637744,-105.493,-9.08451044436,-10.29255537
2ccc,-8.39728,-9.79,-7.349851617,-81.401,-8.20109373809,-10.72083619
2cex,-6.45935,-8.36,-7.543268765,-68.002,-7.25677311348,-6.493289962
2cf8,-10.9845,-12.1,-10.63794313,-174.418,-9.9694457375,-11.19056355
2cf9,-10.3804,-13.24,-10.23729332,-178.001,-10.2945756586,-10.80372926
2cht,-7.99906,-9.87,-8.068258166,-80.604,-6.24145666624,-7.626161828
2cji,-8.6187,-8.13,-8.938635331,-164.194,-10.5989206178,-11.35634968
2csn,-5.80218,-8.36,-7.943918571,-61.217,-7.19577628442,-6.092640156
2d1n,-7.60649,-12.42,-9.795196986,-188.706,-10.1129472483,-11.2596411
2dri,-7.10976,-7.87,-8.275490824,-73.406,-6.34969159833,-9.518886774
2dw7,-5.65133,-5.87,-7.17024998,-37.404,-5.78018114988,-6.493289962
2er6,-8.49058,-14.05,-12.14383378,-232.468,-11.1929925664,-9.974798623
2ewb,-3.9861,-5.12,-7.529453254,-64.287,-9.24284020927,-8.42746144
2f1g,-6.56717,-7.22,-8.123520208,-123.853,-9.68427437292,-10.41689496
2f2h,-10.1562,-8.48,-10.12676924,-155.431,-8.02630975892,-7.874841018
2f34,-7.25868,-9.87,-8.109704698,-106.056,-8.53418707579,-9.518886774
2f35,-7.16762,-10.43,-8.303121845,-99.516,-9.18592100727,-7.460375701
2f5t,-9.88272,-9.45,-9.560333306,-149.2,-7.63485454026,-7.142618958
2f6t,-8.72361,-10.46,-9.615595348,-113.917,-7.65539498782,-6.382765878
2f7o,-7.01221,-7.84,-7.68142387,-66.145,-7.63619603331,-10.27873986
2f7p,-7.62335,-6.91,-7.91628755,-100.274,-8.30495919461,-9.118236968
2f81,-9.00981,-11.3,-11.23201008,-199.201,-12.8123121412,-14.53391711
2f8g,-8.9106,-11.41,-11.16293253,-192.86,-12.7602422764,-12.01949419
2fgu,-11.7563,-14.76,-13.49775382,-225.103,-11.5827132105,-12.68263869
2fgv,-11.638,-16.23,-13.51156933,-227.179,-11.7132215845,-8.455092461
2fpz,-5.61671,-7.58,-6.92157079,-66.532,-6.72036553142,-5.470942181
2fqo,-6.55668,-6.59,-7.045910385,-82.682,-7.29244361377,-8.883373289
2fqt,-6.62359,-6.83,-7.045910385,-77.816,-7.37296915913,-8.482723483
2fqw,-9.08877,-11.31,-8.42746144,-118.112,-7.183150588,-9.228761053
2fqx,-9.26328,-10.28,-8.524170014,-123.999,-6.49555509205,-9.878090049
2fqy,-9.15666,-9.88,-8.261675314,-123.439,-7.46100983619,-9.076790437
2fw6,-6.90649,-9.69,-7.349851617,-72.335,-5.56333930344,-4.034129083
2fwp,-6.89225,-9.73,-7.349851617,-74.267,-5.55537051695,-4.034129083
2fx6,-5.64578,-7.3,-6.92157079,-66.524,-6.80419147067,-5.111738906
2fxv,-9.69314,-10.56,-8.496538993,-146.054,-7.56604004116,-7.391298149
2fzg,-6.55674,-5.75,-8.068258166,-81.928,-7.47052236721,-4.669642569
2fzk,-7.62466,-6.17,-8.524170014,-76.416,-7.77223940097,-4.973583801
2fzz,-13.3113,-9.88,-12.10238725,-209.136,-12.0094564495,-14.53391711
2g00,-12.8169,-10.08,-11.79844602,-193.285,-12.2828829031,-13.45630728
2gh7,-8.15961,-14.63,-8.565616546,-113.971,-9.09618764366,-17.96016373
2gl0,-6.89013,-8.61,-7.722870402,-103.344,-7.79860738669,-6.659076089
2gst,-8.73279,-14.65,-10.88662232,-151.702,-9.88928199405,-8.386014909
2gsu,-5.36441,-6.05,-7.778132444,-82.896,-7.35321525207,-4.95976829
2gv6,-7.29332,-11.41,-9.809012496,-127.923,-10.125173087,-10.14058475
2gv7,-9.03669,-12.15,-11.53595132,-167.445,-10.6388410469,-10.84517579
2gvv,-6.15977,-5.97,-8.289306335,-68.59,-7.79739088836,-5.388049118
2gyi,-5.22006,-2.59,-7.032094874,-32.121,-7.0677879692,-9.670857391
2gzl,-10.7528,-13.5,-11.09385498,-184.518,-7.75464054998,-6.659076089
2h4g,-6.95541,-9.04,-8.828111247,-99.78,-7.33603915259,-9.007712884
2h4k,-7.18391,-9.13,-8.980081863,-96.677,-7.37337782523,-7.584715296
2h4n,-4.7966,-5.36,-6.838677726,-36.399,-10.08401576,-12.01949419
2hb1,-5.61566,-9.15,-7.446560191,-81.316,-6.63859972732,-5.249894012
2hb3,-9.64488,-13.9,-11.75699948,-203.704,-14.2916160776,-15.68060448
2hh5,-8.7277,-9.59,-9.850459028,-160.602,-10.0981361328,-10.34781741
2hs1,-9.23245,-12.78,-11.2596411,-196.129,-12.4350337382,-11.71555295
2hs2,-9.2055,-11.44,-11.24582559,-194.034,-13.257072274,-11.48068927
2hu6,-9.35484,-10,-8.828111247,-152.92,-9.45661937598,-5.263709523
2hxm,-7.72285,-11.75,-7.764316934,-122.513,-8.42526635116,-7.211696511
2i0a,-9.0242,-12.67,-11.19056355,-202.386,-13.6656801179,-15.74968204
2i3i,-8.48974,-9.54,-9.809012496,-162.013,-9.47007411052,-10.08532271
2ihq,-11.153,-12.33,-10.41689496,-130.55,-11.6224186163,-11.72936846
2iko,-9.2061,-10.72,-10.11295373,-117.707,-9.93195995919,-7.529453254
2il2,-11.3141,-14.04,-12.75171625,-218.251,-10.0450225364,-9.809012496
2iuz,-9.29856,-11.33,-8.054442655,-117.425,-8.10654671514,-7.66760836
2izl,-7.6972,-9.26,-8.220228782,-99.779,-8.1070482051,-8.289306335
2j2u,-8.54058,-8.31,-8.938635331,-157.211,-9.54061811203,-10.12676924
2j34,-8.3758,-7.33,-8.731402673,-148.978,-10.9288190336,-10.80372926
2j4i,-8.37037,-8.91,-9.242576563,-169.484,-11.4694701581,-12.4339595
2jxr,-9.75322,-11.5,-11.05240845,-189.264,-10.1970091038,-9.739934943
2mas,-9.15925,-7.68,-8.952450842,-93.366,-9.01324141769,-10.38926394
2pcp,-9.30366,-7.58,-9.947167602,-120.702,-8.31005438959,-12.01949419
2sim,-6.48001,-9.45,-7.460375701,-71.773,-7.16632640179,-4.724904611
2tmn,-4.39132,-5.01,-7.377482638,-65.161,-7.77849434546,-8.137335719
2ypi,-4.7691,-7.91,-6.548552004,-52.351,-5.78936054734,-6.659076089
3aid,-3.21753,-8.2,-11.85370806,-157.719,-10.1255188934,-9.477440243
3gst,-9.29099,-13.72,-10.63794313,-159.203,-9.90026834107,-9.284023095
3jdw,-4.15977,-6.82,-6.382765878,-53.282,-6.51329916424,-4.973583801
3kiv,-3.36009,-6.63,-6.534736494,-34.931,-5.6187877159,-6.493289962
456c,-8.11387,-8.04,-9.394547179,-160.159,-9.4574582628,-13.49775382
4er1,-9.9619,-11.56,-13.59446239,-248.438,-11.5169543736,-9.145867989
4fiv,-11.0027,-16.75,-14.74114977,-286.72,-10.1711444658,-9.007712884
4rsk,-5.73135,-8.48,-7.488006722,-94.753,-5.23900026381,-5.968300561
4std,-10.1198,-10.73,-10.11295373,-112.242,-9.74838315867,-14.27142241
4tmk,-11.0918,-16.37,-10.88662232,-218.263,-8.77329232036,-10.63794313
5abp,-7.04456,-7.5,-7.709054891,-61.354,-6.15563993455,-9.17349901
5er2,-8.87933,-15.17,-13.58064688,-275.509,-11.2948978665,-9.076790437
5std,-12.0111,-11.44,-11.39779621,-129.282,-9.96490971065,-14.49247058
5tln,-7.18754,-6.57,-8.92481982,-90.594,-8.89249026802,-8.800480225
5tmn,-7.44622,-9.99,-10.15440026,-137.836,-8.63965295611,-11.10767049
5tmp,-10.9541,-16.19,-10.69320517,-202.855,-8.43403541948,-10.32018639
5yas,-5.29181,-6.35,-6.631445068,-43.372,-5.59758232164,-4.503856442
6abp,-6.10905,-7.82,-7.584715296,-50.714,-6.11283799173,-8.786664715
6cpa,-8.15012,-6.9,-10.83136028,-125.289,-8.6967943025,-15.91546816
6fiv,-4.6912,-4.88,-8.91100431,-120.241,-8.06821023666,-11.16293253
6tim,-4.65859,-7.46,-6.700522621,-55.695,-5.69245017024,-4.434778889
7abp,-6.91449,-8.44,-7.764316934,-55.581,-6.4018429816,-8.92481982
7std,-9.78971,-9.32,-10.2096623,-104.888,-9.32875909969,-14.81022732
7upj,-10.0031,-8.61,-10.98333089,-138.501,-9.26421621412,-11.72936846
8abp,-7.00865,-7.06,-7.902472039,-63.194,-6.30914269081,-11.05240845
966c,-8.3443,-9.48,-8.41364593,-151.65,-9.32372629161,-10.55505007
9abp,-6.69818,-6.76,-7.874841018,-67.521,-6.15249184021,-11.05240845
