PDB,X2.5_contacts,X4.0_contacts,backbone_alpha,backbone_beta,backbone_other,sidechain_alpha,sidechain_beta,sidechain_other,ligand_HBD,receptor_HBD,hydrophobic,pi.cation,pi.pi,pi.t,salt_bridge,rot_bonds,MMGBSA_dG_Bind_Coulomb,MMGBSA_dG_Bind_Covalent,MMGBSA_dG_Bind_Hbond,MMGBSA_dG_Bind_Lipo,MMGBSA_dG_Bind_Packing,MMGBSA_dG_Bind_Solv_GB,MMGBSA_dG_Bind_vdW,Lig_Strain_Energy,Experimental
1nw4,12,237,0,33,4,18,89,105,2,3,16,0,0,0,1,5,-47.71330188,2.060779324,-5.070058307,-27.90342715,-0.216606709,31.34077669,-40.91755988,4.08140502,-12.53066808
1nwl,8,163,10,0,19,56,3,83,3,4,13,0,0,0,0,11,-118.8931908,3.087702892,-6.324374188,-22.30451396,-1.61E-06,107.8520068,-36.37492273,7.366589528,-3.301907023
1nz7,22,304,12,0,17,109,10,178,3,11,29,0,0,0,3,19,-268.9373239,1.179021562,-21.33238966,-40.9482645,-0.323269028,238.9599837,-63.60335437,10.78605194,-9.836643517
1o0f,12,237,0,7,0,49,123,70,1,8,15,1,1,0,5,8,-232.0314702,8.416121923,-24.10024172,-7.060221204,-4.647928398,191.2741118,1.716609729,16.62804729,-7.322220596
1o0m,11,201,0,29,0,41,115,27,1,7,6,0,0,0,4,6,-138.3724902,2.326345201,-15.32549239,-8.96408158,-0.055798148,98.93307898,-23.29937002,5.397516676,-7.114987937
1o0n,8,193,0,19,0,47,92,43,1,5,5,0,0,0,3,6,-115.399674,5.304331953,-14.33560094,-6.19943499,-0.002712729,81.77267786,-21.1162606,8.263673389,-5.650543818
1o0o,10,154,0,22,0,41,83,18,1,7,8,2,2,0,5,8,-209.1337679,6.77045372,-23.31716566,-3.830101222,-4.735608783,168.8205872,-1.208940563,13.43036361,-7.045910385
1o2h,9,252,0,10,70,0,18,163,3,0,20,0,0,0,0,6,-207.1709113,3.006328576,-3.247645567,-29.67445496,-0.633082472,243.1657893,-32.8072873,6.705595953,-9.90572107
1o2j,11,250,0,27,59,0,38,137,3,0,20,0,0,0,0,7,-210.8831301,4.54146091,-3.608750118,-24.91281586,-0.193222433,234.8516019,-33.93128276,7.325147788,-9.560333306
1o2k,10,225,0,27,47,0,39,122,3,1,19,0,0,0,0,7,-215.4241359,5.101074894,-3.504186251,-22.96320563,-0.287744842,223.8716356,-29.36946553,7.921665738,-9.560333306
1o2n,9,269,0,19,73,0,31,155,4,0,32,0,0,0,0,5,-209.5400105,4.067291194,-3.294216332,-30.90024494,-1.434950516,241.671787,-43.10916259,8.50441983,-8.41364593
1o2o,11,251,0,12,67,0,28,155,5,0,22,0,0,0,0,7,-202.8813306,7.761995552,-3.954782292,-26.18663776,-0.217099867,234.2840829,-36.03282841,16.90812676,-8.786664715
1o2q,8,241,0,17,58,0,30,144,4,0,25,0,0,1,0,6,-205.5887879,4.318673541,-2.988884304,-39.89262945,-1.276799816,258.6278582,-47.01362251,7.821991154,-10.61031211
1o2s,7,203,0,32,45,0,37,96,3,0,18,0,0,0,0,4,-223.8948759,2.613724075,-3.003988066,-15.24139218,-2.558189459,232.7189246,-24.9519978,4.795219784,-7.557084275
1o2w,9,233,0,32,45,0,37,128,3,1,16,0,0,0,0,8,-44.52815546,2.94315871,-4.212975851,-16.95049172,-0.172698019,62.40307712,-31.86271517,3.827192082,-8.082073676
1o2x,8,221,0,27,44,0,36,122,3,1,15,0,0,0,0,8,-45.98066051,2.575473329,-4.449153293,-17.45657134,-0.320809359,63.38277157,-32.32051501,3.94667748,-8.082073676
1o2z,13,268,0,32,50,0,40,159,4,1,21,0,0,0,0,10,-55.86894913,5.521194757,-4.063390144,-25.64530652,-0.670404881,98.24722792,-38.10474073,8.751042186,-8.441276951
1o30,11,240,0,10,60,0,21,160,5,1,15,1,0,0,0,9,-62.22667124,7.11094057,-3.782073305,-22.06227896,-0.469783919,89.15531673,-32.3517384,8.898083086,-9.353100648
1o33,8,226,0,10,61,0,23,140,3,0,19,0,0,0,0,4,-222.6451944,2.327497937,-3.189414103,-15.07783312,-2.57045795,224.8916477,-26.53988374,3.563955719,-7.93010306
1o36,0,10,0,0,5,0,0,5,0,0,0,0,0,0,0,9,-47.8188744,5.494038395,-3.861653364,-23.58243476,-1.916814487,91.08123095,-40.28543706,9.503079534,-8.234044293
1o38,11,239,0,29,52,0,39,130,3,0,24,1,0,1,0,8,-301.2657846,5.144001014,-3.612107062,-24.54680075,-2.709019054,312.9336679,-39.43877226,8.177414271,-9.422178201
1o3d,10,213,0,8,59,0,16,140,3,0,19,1,0,1,0,5,-236.2761457,1.296033744,-3.521111231,-21.31509162,-2.844988858,255.0049806,-36.78385351,5.685908982,-9.850459028
1o3i,8,234,0,29,44,0,37,132,3,0,25,0,0,1,0,4,-197.0939849,2.630089613,-2.564467131,-23.94829093,-3.932035355,236.4837559,-35.15396441,3.515089175,-10.08532271
1o3j,7,227,0,29,46,0,37,122,3,0,22,0,0,0,0,4,-217.5047575,1.94320019,-3.017350255,-18.5364081,-2.036161201,237.7119172,-32.46036246,3.981618124,-9.353100648
1o3k,8,232,0,12,64,0,21,143,4,0,25,0,0,0,0,4,-217.844854,1.044215005,-3.205704615,-18.86019601,-1.883598246,227.225629,-28.29415143,3.689515251,-9.353100648
1oar,3,264,0,0,1,0,254,12,0,1,65,0,9,0,0,3,-50.49359598,0.164049309,-3.311831978,-27.46268834,-12.24510568,45.86874827,-35.14703764,1.546529943,-10.22347781
1oba,0,47,0,0,5,0,41,1,0,0,15,4,0,0,0,3,-19.97583006,1.461836936,-0.010826522,-19.21072375,0,23.79581302,-15.75879956,2.127598201,-3.370984576
1ocq,20,225,0,0,21,0,110,114,5,6,12,2,0,0,2,10,-73.89945491,4.500048199,-7.697003033,-23.47327896,0,37.86986266,-28.38111226,9.473034355,-7.17024998
1od8,10,199,0,0,0,0,63,146,2,4,10,0,0,0,0,6,-58.46266709,-0.015979266,-4.661334286,-16.05526344,0,39.0228079,-33.69879427,2.913638126,-7.045910385
1ody,13,398,0,59,45,0,127,180,5,4,41,0,0,0,0,21,-94.42972499,3.776868394,-5.754005137,-68.17585121,-0.185982804,67.71414368,-92.71338283,13.08433936,-11.19056355
1oe8,12,176,6,17,4,32,22,107,3,5,5,0,0,0,4,11,-80.28903319,2.551515871,-8.712825227,-13.57359783,0,47.16110611,-27.56188117,4.151037392,-7.626161828
1ofz,6,110,0,0,0,0,116,0,2,3,11,0,0,0,0,4,-50.99097668,-3.196317504,-4.764743608,-16.30031883,0,17.80067332,-14.80810804,5.629214325,-6.382765878
1ogg,11,298,8,0,19,11,163,108,3,4,26,0,0,0,0,16,-86.78923685,4.774408038,-3.189314913,-53.08201042,0,51.45745941,-62.80596047,6.882391201,-7.17024998
1ogx,9,147,1,0,0,46,109,0,1,1,15,0,0,0,0,1,-19.3867953,0.239237793,-1.270494882,-38.46746108,-0.558005148,12.45756861,-33.77553475,0.599184685,-8.41364593
1ohr,6,299,0,8,36,0,101,160,3,1,34,0,0,0,2,12,-42.33696421,2.367828012,-2.986798692,-70.43288257,-0.112588159,54.14589101,-82.4616449,13.57534546,-12.01949419
1oif,10,142,0,0,0,0,50,102,6,2,9,2,0,0,2,4,-24.86219244,0.868561477,-3.987928851,-18.67304917,0,41.14335593,-24.22015038,3.45312769,-10.66557415
1okl,7,169,0,0,12,10,68,86,2,1,13,1,0,1,0,3,4.823844133,-0.089631107,-2.991375517,-18.73896142,-0.461258179,-2.521987444,-25.82902756,2.119670958,-8.330752867
1ony,24,297,13,1,16,103,11,177,2,11,27,0,0,0,2,16,-160.9266152,0.995476264,-16.8478632,-28.24248069,-0.315191316,137.6394097,-56.32477282,10.52346467,-9.353100648
1onz,16,201,11,1,15,64,12,114,0,8,17,0,0,0,1,5,-166.5108953,2.039697944,-12.35477544,-14.23220376,-0.757163998,144.286182,-33.96198971,2.818715989,-7.045910385
1os5,2,182,3,0,9,68,0,104,0,1,29,1,1,0,0,10,-35.8190808,-1.914762033,-2.155309036,-51.18760365,-1.842069999,25.29360447,-51.13781073,16.16583027,-9.463624732
1oss,6,137,0,7,48,0,21,67,3,0,15,0,0,0,0,2,-181.5058802,2.502596565,-7.277848077,-12.48135001,0,169.0303379,-20.90566337,3.628533249,-6.617629557
1ow4,4,211,4,0,0,203,0,8,0,1,29,0,0,0,2,3,3.840665322,0.374067408,-3.234268297,-36.98259036,-0.81758103,1.18828297,-42.88254843,1.541990135,-7.847209997
1owd,9,228,0,18,56,0,36,127,4,1,20,0,0,0,1,5,-219.12752,2.827174975,-7.634712799,-27.30174884,-0.301081368,241.8237105,-41.74024853,3.267643615,-11.32871866
1owe,9,198,0,14,54,0,20,119,4,1,20,1,0,0,0,4,-200.0145878,4.288804809,-7.997401652,-19.59282156,-0.124641456,213.3629306,-37.49214542,4.770563252,-8.565616546
1owh,11,209,0,17,50,0,25,128,5,0,17,1,0,0,1,7,-245.5539863,3.193263258,-8.736496174,-22.81269446,-0.106877332,264.0215947,-42.0191062,3.815208526,-10.22347781
1oyq,8,254,0,36,44,0,74,108,4,0,32,0,0,1,0,13,-234.6179118,1.642139227,-8.41536099,-31.94288109,-1.023658867,250.365764,-46.58556194,9.465167994,-9.615595348
1p1n,13,176,9,11,3,68,58,40,0,8,23,1,0,0,2,4,-139.8382582,3.298336108,-14.46311843,-25.39506833,0,139.5886869,-28.17166469,4.90769965,-9.394547179
1p1o,14,240,3,25,3,73,101,49,1,6,14,0,0,0,2,4,-55.77396816,12.8885977,-4.862076651,-11.03478496,-0.088515235,19.76490057,-25.92398879,14.78947485,-7.957734081
1p28,4,71,0,0,0,71,0,4,1,1,5,0,0,0,0,2,-29.52754884,-1.765990568,-0.773155884,-14.92997137,0,18.97423332,-12.76871357,2.449477678,-7.488006722
1pbk,11,273,0,1,33,12,105,133,3,3,28,0,0,0,0,9,-58.95876279,4.313460137,-3.57479092,-48.28419992,0,38.46901565,-60.43419919,23.7204745,-12.50303706
1pfu,5,131,4,27,0,29,64,12,2,0,9,0,0,0,1,5,-18.12049454,2.954243636,-3.819855661,-26.70793397,0,16.82368101,-23.30417718,2.172925395,-3.757818872
1pgp,15,219,0,1,7,144,12,70,1,11,2,0,0,0,5,11,-221.5316601,2.7064475,-13.39097673,-4.211066082,0,215.2763263,-19.77236234,14.47023261,-7.874841018
1pot,17,250,0,0,8,24,129,106,3,0,37,4,0,0,4,9,-294.8788804,3.915379529,-3.504925142,-34.61118721,0,260.993486,-23.01453226,4.710619464,-7.584715296
1ppc,11,244,0,14,85,0,15,141,4,2,28,0,0,0,0,10,-310.4424925,5.077304615,-9.045614973,-33.27863304,-0.129987681,314.286789,-52.41755321,8.968826994,-8.510354504
1pph,7,209,0,8,77,0,16,115,4,2,18,0,0,0,0,8,-305.9847904,3.746176336,-8.435662269,-31.28187736,-5.89E-09,315.1416403,-47.52592071,10.06964698,-8.17878225
1ppk,9,252,0,4,39,1,80,137,2,3,15,0,0,0,0,16,76.35186784,3.174677049,-3.194156307,-50.23716686,0,-55.2468977,-70.98368882,7.547103735,-10.58268109
1ppl,8,273,0,2,38,9,101,131,1,2,22,0,0,1,0,18,91.00112203,0.678465621,-2.358816956,-54.98969381,-0.182378929,-46.86316173,-77.47984031,12.39869503,-11.81226153
1pro,6,360,0,25,42,0,98,201,2,5,37,0,0,0,0,13,-39.26354532,2.898688133,-2.584315677,-58.67404807,-6.26E-05,48.04181654,-77.29483957,10.14667363,-15.61152693
1ps3,15,186,0,0,13,8,0,180,6,1,8,0,0,0,0,5,-85.83516002,6.275690249,-5.112618957,-15.1334643,0,94.29440531,-26.94777109,-0.58474485,-3.149936407
1px4,5,136,0,0,1,0,21,119,4,1,7,0,0,0,0,7,-45.96110762,0.942466065,-3.00117686,-29.26310465,0,69.79195381,-23.75638682,3.300378624,-4.46240991
1pyn,20,317,5,1,21,138,16,156,2,11,27,0,0,0,2,19,-219.498875,1.076157011,-16.22853193,-30.09241996,-0.478485092,188.6985791,-49.3661261,8.164420389,-7.584715296
1pzi,13,201,0,0,16,12,54,132,2,6,18,0,0,0,0,10,-44.37301637,4.819672894,-3.837873224,-17.86589124,-9.59E-06,24.74751933,-33.42960435,10.18372227,-5.830145456
1pzo,1,177,0,14,3,32,98,31,0,2,26,1,0,0,0,5,-8.401341589,0.844957017,-0.955618941,-35.40546627,-0.493709389,15.19069877,-37.26055429,3.316877458,-4.586749505
1pzp,1,177,25,0,0,98,30,25,0,0,27,0,0,0,0,6,-22.29500169,2.59540639,-1.551601665,-32.30112859,0,16.69051113,-38.29104304,2.082925966,-4.572933995
1q1g,10,257,0,41,4,18,95,109,2,1,22,0,0,1,1,5,-51.72004167,4.517346665,-4.164003003,-39.24529074,-0.384033722,37.07263657,-45.74843767,3.368989446,-11.83989255
1q91,9,233,2,1,17,58,5,159,0,4,36,1,0,1,2,3,-120.5682532,0.832864458,-11.88918622,-24.73913092,-1.629564224,110.1708721,-42.16326229,6.307755969,-5.733436882
1q95,27,291,14,0,5,91,45,163,1,17,8,0,0,0,11,6,-476.2884146,4.789995069,-30.95047484,-11.19872506,0,436.2041077,-17.38120772,8.369880749,-10.45834149
1qan,16,352,2,13,44,61,75,173,3,6,20,0,0,0,1,11,-46.97153074,5.901176635,-6.346789677,-31.73758948,0,33.11260007,-64.71387519,13.04551253,-6.18934873
1qaw,9,236,0,27,33,0,96,89,4,4,17,1,0,1,0,4,-27.40675907,2.160698186,-1.862929462,-23.54993722,-0.761626278,21.1187642,-28.81528422,2.221487315,-7.073541406
1qb1,9,247,0,10,66,0,22,158,3,2,30,0,0,2,0,10,-157.7774784,-0.220504435,-8.972208537,-27.52411133,-0.186080991,170.7373434,-45.37725569,9.925186256,-9.353100648
1qbn,8,229,0,21,37,0,62,117,4,1,23,0,0,1,0,9,-159.7614592,0.79334434,-11.1377079,-22.14331131,-2.52641613,175.9806595,-46.70554247,8.552609458,-8.082073676
1qbo,6,258,0,9,71,0,22,162,3,0,29,0,0,0,0,8,-390.0953956,2.83746064,-7.955993809,-35.94500091,-0.424273501,401.3280563,-50.94629102,6.097158466,-10.69320517
1qbq,2,166,1,0,0,89,24,54,0,4,20,0,0,0,4,9,-179.5448975,3.788446529,-10.83829368,-39.14984608,0,165.2282127,-27.8964239,5.279067768,-11.46687376
1qbr,12,454,0,33,48,0,183,202,4,6,57,0,0,0,0,14,-46.00119061,-1.246308934,-4.293724888,-69.16809286,-0.048739173,51.23271702,-98.32569321,9.883457856,-14.60299466
1qbt,16,526,0,39,51,0,244,208,5,6,63,0,0,0,0,14,-56.37841489,1.781149424,-5.586762406,-66.62419348,-2.27E-05,56.34330463,-104.1845515,10.2135537,-14.67207221
1qbu,8,359,0,17,41,0,130,179,3,4,48,0,0,0,0,12,-36.38248361,0.634115732,-3.223437211,-64.14543417,-1.73E-07,40.28598639,-78.12468972,6.739291669,-14.14708281
1qft,8,163,0,0,0,0,85,86,4,0,17,0,0,0,3,3,-151.3406635,1.627322726,-1.783269019,-14.92044951,-0.779476657,150.8592487,-20.62401201,1.895379938,-12.11620276
1qhc,19,393,4,21,4,68,170,145,3,8,18,1,1,0,9,16,-193.7686358,13.03037399,-18.76430614,-11.12937242,-3.157445536,164.7115588,-48.71268468,25.52185803,-10.45834149
1qin,11,355,1,0,13,55,216,81,2,7,36,0,0,0,5,14,-21.06585042,3.765128632,-8.281878823,-48.17949386,-0.12345861,7.007669363,-44.33205597,18.41728215,-11.05240845
1qiw,5,234,23,0,4,188,16,8,2,0,44,0,0,2,1,19,-336.1367707,2.035628589,-1.188600083,-87.61029846,-0.989278929,329.3576524,-66.65344632,8.986363569,-10.69320517
1qka,26,549,2,42,57,108,192,174,10,4,35,0,0,0,3,20,-280.3625587,7.078101763,-12.85252999,-18.76568178,-0.593842892,238.5473868,-69.45028579,11.88509159,-8.17878225
1qpb,2,74,0,0,11,24,0,41,0,0,2,0,0,0,0,1,-14.14837126,1.388679405,-3.019589361,-2.48060157,0,14.32278803,-13.21411544,1.307618294,-1.878909436
1qxk,15,325,5,0,13,136,2,184,3,8,34,0,1,0,1,17,-110.6851423,5.066747353,-12.05729407,-30.74605868,-1.018898221,89.59816337,-50.90246707,13.4917478,-6.976832832
1qy1,1,118,0,0,4,0,102,13,0,1,19,0,0,1,0,3,-7.213287122,0.720070402,-0.234363403,-33.12586725,-0.145504446,5.750168825,-31.46454235,0.644663981,-9.007712884
1qy2,1,93,0,0,2,0,78,14,0,1,10,0,0,0,0,2,-6.765001906,0.361084218,-0.228851564,-27.46049726,-0.100131839,5.481379045,-28.46221497,0.269419161,-7.93010306
1r1h,9,293,4,17,0,169,24,88,2,3,38,1,0,2,6,10,74.46246728,5.759977795,-9.308995169,-44.85212815,-2.281303215,-35.27336023,-42.17966756,15.60880443,-12.32343542
1r1j,11,221,1,9,0,113,28,81,2,4,32,1,0,1,3,9,251.8264012,9.32624003,-7.040515329,-29.863267,-0.75889765,-172.1728235,-40.52871911,12.81596813,-11.93660112
1r4w,11,247,0,20,6,94,47,91,3,5,14,0,0,0,3,11,-87.39618365,-2.39185853,-6.786632112,-20.37989518,0,69.93458417,-39.10025273,2.661451716,-5.595281776
1r6n,4,206,0,0,16,63,0,131,0,3,35,0,2,0,0,5,8.109336903,-0.338767019,-3.16660829,-33.91483845,-4.627032385,-4.322797078,-46.01723904,8.20600489,-10.22347781
1r9l,5,101,9,0,2,37,17,41,0,3,17,2,0,0,1,2,23.67204738,0.932177367,-0.88044346,-23.95608874,0,4.212917263,-25.30927392,1.940123847,-7.460375701
1rbo,21,278,7,9,15,13,87,168,0,12,2,0,0,0,8,12,-380.4605614,5.710117772,-31.32514784,-7.461503819,0,346.4055406,-1.946499476,8.897956323,-17.57332943
1rbp,1,210,0,3,4,0,179,25,0,0,34,0,0,0,0,6,-10.12068789,1.411791121,-0.284704819,-93.44127468,0,18.20759317,-59.09500376,2.219913116,-9.284023095
1rd4,1,260,2,3,6,89,155,6,0,0,39,0,1,1,0,7,-1.768108388,0.875164817,-0.002816369,-54.03369506,-0.7441015,14.24744906,-66.27901074,4.374789955,-10.69320517
1rdi,9,80,0,3,6,0,35,45,1,3,4,0,0,0,0,4,-48.21075481,-0.20481551,-2.759458895,-3.76069598,0,38.77937643,-12.46997325,2.439580522,-2.845995175
1rdj,8,72,0,2,7,0,34,37,0,1,3,0,0,0,0,4,-44.91628194,0.450643239,-2.82872138,-2.790713088,0,35.05709378,-2.981908913,3.573642322,-2.293374753
1rdl,8,65,0,3,6,0,32,32,0,1,3,0,0,0,0,6,-75.87612487,6.98302939,-2.880934932,-2.956842032,0,44.38795956,-2.90120747,3.57123136,-3.094674365
1rdn,6,85,0,4,6,0,45,36,0,1,6,0,0,0,0,6,-25.69686876,-1.310161338,-2.366374117,-5.592975176,0,49.22260105,-16.74092525,10.74579938,-2.542053943
1rgk,12,201,0,0,14,0,82,117,1,7,9,1,2,0,3,7,-56.55557169,4.057769467,-15.39626517,-4.385378973,-5.585946004,37.84037615,-23.54127599,10.83884728,-5.954485051
1rgl,13,196,0,0,17,0,88,104,0,7,9,1,3,0,3,7,-81.15258682,4.944516075,-14.21458499,-3.660078447,-4.982435065,47.39620786,-15.16340276,5.738910521,-6.120271177
1rpj,20,243,0,0,0,95,93,75,5,7,16,0,0,0,0,6,-67.3004913,1.105983405,-8.990108517,-17.40740408,0,25.78393932,-20.7088838,7.047906001,-8.952450842
1rql,5,101,0,5,12,8,30,51,0,4,5,0,0,0,2,1,85.3545732,0.580760369,-4.349612156,-9.83230968,0,-42.45347123,-17.24163667,1.437585936,-3.799265403
1rzx,13,250,0,30,13,58,127,35,2,10,24,0,0,0,3,26,-130.4396913,6.043193012,-9.87177663,-51.20494771,0,76.10155297,-50.84429607,11.9922036,-5.664359329
1s63,2,88,0,0,0,79,7,4,0,1,17,0,0,3,0,5,-31.57671441,6.291636175,-1.088896026,-20.5573898,-2.039780694,60.24885064,-32.70344628,6.336758271,-12.50303706
1sbg,7,316,0,11,51,0,76,185,3,1,37,0,0,0,0,15,-44.86706054,3.847026877,-2.483449924,-70.37144107,-1.791912216,50.25876287,-79.76255384,8.552489489,-10.69320517
1sc8,16,302,0,22,100,0,43,153,6,3,18,0,0,0,0,13,-280.5984269,5.69421108,-8.995655936,-27.44251899,-0.75654741,263.4466929,-47.92986027,13.5674649,-10.27873986
1sdt,11,377,0,20,35,0,115,218,4,3,44,0,0,0,2,14,-51.51383164,2.91060464,-4.704232898,-80.94136797,-0.562751854,58.50800776,-98.5923482,13.3352607,-12.80697829
1sdu,9,351,0,19,34,0,112,195,4,2,41,0,0,0,2,14,-51.37512529,3.278575943,-4.593043759,-79.18077029,-0.894308661,59.1628759,-95.5356485,14.01953851,-13.91221913
1sdv,9,346,0,20,33,0,110,192,4,2,41,0,0,0,2,14,-51.13547475,2.790652384,-4.515189956,-77.08176389,-0.537990792,59.49507632,-96.58346728,12.69200937,-12.07475623
1sgu,10,341,0,15,31,0,100,205,4,2,41,0,0,0,2,14,-43.40379207,1.572122514,-4.617514988,-71.91479612,-0.764952767,58.79131945,-87.78457613,14.86992429,-7.41892917
1sh9,8,331,0,23,43,0,103,170,3,2,36,0,0,0,0,19,-50.34595199,4.381618391,-2.60673236,-67.76231851,-0.665456322,56.0043887,-87.0127987,20.45158217,-8.330752867
1siv,14,358,0,27,45,0,108,192,5,4,28,0,0,0,2,19,-88.12967969,3.187121927,-5.160628475,-60.98306652,0,63.68348143,-71.21374708,7.740808143,-11.16293253
1sld,9,346,0,11,1,0,273,70,2,6,47,0,1,1,0,9,-51.73947851,3.131623338,-5.450762203,-47.96357172,-0.867290424,30.82228747,-66.51140437,14.25144424,-9.076790437
1sle,6,256,0,0,4,0,167,91,0,3,24,0,0,1,0,7,-51.35922954,-14.8903725,-2.333953027,-29.02216546,-0.964904005,25.1411645,-50.05407937,14.40232318,-8.524170014
1sqo,7,215,0,17,68,0,21,116,4,0,19,0,0,0,0,4,-191.6877639,7.750560136,-7.693733373,-22.4053553,-0.0942071,218.7613196,-44.52266439,8.647533886,-10.30637088
1sqt,7,227,0,18,68,0,22,126,3,0,12,0,0,0,0,5,-231.9616121,4.447393062,-6.915879864,-30.0797498,-5.36E-06,245.0677496,-48.63705966,5.897960751,-8.565616546
1ssq,12,106,0,6,0,0,47,65,2,2,3,0,0,0,0,4,-12.86196708,0.650525815,-3.594254042,-4.9765347,0,0.618452328,-16.88927725,0.529907691,-8.289306335
1str,13,356,0,1,3,0,198,167,0,8,31,0,0,1,0,22,-91.21352303,3.693638571,-4.678315779,-31.08682938,-0.46660437,43.31259043,-56.76800362,25.3501553,-6.589998536
1sts,13,331,0,7,1,0,199,137,1,5,28,0,0,1,0,26,-96.77999583,-3.454623241,-4.857579042,-30.01393351,-0.526962942,37.87606866,-44.90839016,33.68226471,-6.907755279
1sw2,3,87,0,5,0,13,40,32,0,3,21,4,0,0,3,2,16.84845872,-0.049891868,-2.316769889,-19.77202837,0,-17.13540226,-26.22029972,0.531430592,-9.974798623
1swr,10,231,0,0,8,0,149,84,2,7,20,0,0,0,1,5,-82.43057242,0.704012331,-8.289240496,-44.44571929,0,47.74042503,-38.99148034,1.080822977,-9.560333306
1syi,17,275,7,24,4,77,111,69,2,7,21,1,0,0,2,4,-60.54927382,15.26325809,-5.163295914,-27.7636406,-0.026774379,25.13974314,-36.9711563,16.74738831,-7.515637744
1t31,8,299,0,16,27,0,69,195,0,5,45,2,1,0,3,7,-176.0480532,1.269368069,-10.56750682,-34.14036105,-6.118410607,181.4211503,-57.94465168,2.765061558,-11.93660112
1t32,4,295,1,11,19,4,44,220,0,2,49,1,1,0,2,7,-251.624906,0.548433493,-5.498167915,-36.43366896,-4.336290402,274.1529544,-64.1274277,3.455522751,-10.25110883
1t7j,10,322,0,22,37,0,131,142,3,3,22,0,0,0,0,14,-12.12036676,2.89436841,-3.836132684,-56.30195488,-0.335544153,13.42006174,-75.91614806,5.379717105,-12.01949419
1tcw,4,204,0,23,15,0,81,89,2,2,18,0,0,0,0,15,-18.47998254,0.710942322,-1.640930787,-31.95732568,-0.566815379,32.58463811,-48.55166047,12.88807694,-8.316937356
1tcx,7,345,0,14,49,0,99,190,3,1,47,0,0,0,0,15,-50.85460644,3.101266158,-2.618519889,-71.9647955,-1.144157307,52.1447737,-78.16687539,8.253273803,-9.601779838
1thz,8,272,13,0,10,89,7,161,1,5,27,0,1,0,3,6,-187.3944858,5.671590291,-12.29297754,-22.76247723,-1.19575846,190.0652899,-47.22605127,6.047144412,-7.114987937
1tkb,13,331,0,5,40,45,9,245,1,7,38,0,1,0,4,9,159.7558962,3.669081559,-5.370548552,-44.98845083,-2.11028112,-119.6567134,-57.47644455,9.318269282,-11.05240845
1tng,6,104,0,6,34,0,13,57,2,0,6,0,0,0,1,2,-98.90732537,0.7883337,-1.422123157,-25.09572619,0,120.3786255,-21.42798656,0.74578314,-4.047944594
1tnh,6,112,0,3,42,0,9,64,2,0,10,0,0,0,1,2,-81.67273046,0.864202675,-1.370071819,-15.01133066,0,110.6225614,-17.33714227,1.350141932,-4.655827058
1tni,4,101,0,4,37,1,11,52,3,0,5,0,0,0,1,5,-101.5120276,1.944905944,-1.439261759,-21.90048115,-0.000732113,132.1936302,-23.42172573,2.720075639,-5.526204223
1tnj,3,119,0,9,47,3,14,49,3,0,14,0,0,0,1,3,-97.41265298,0.594111,-1.620505259,-18.7464505,0,126.8377616,-21.8632366,0.940119966,-2.707840069
1tnk,7,127,0,12,47,2,13,60,3,0,12,0,0,0,1,4,-97.79901263,4.085460517,-1.012559227,-21.55000102,-2.59E-06,128.4187127,-24.42876986,4.866460628,-2.058511073
1tnl,5,112,0,6,44,0,8,59,3,0,8,0,0,0,1,2,-102.1984102,0.593675621,-1.787794439,-20.33828323,-2.00E-10,126.6096923,-23.206865,0.72278362,-2.597315985
1tsl,3,113,0,6,5,60,11,34,1,0,16,0,1,2,0,4,-33.35778199,3.591438459,-1.633572618,-27.42488872,-1.542096797,32.47661438,-36.00634173,4.590241525,-8.496538993
1tvo,4,290,0,26,2,2,219,45,2,2,29,0,0,0,0,3,46.75365998,2.916250469,-2.284545795,-23.56749857,-1.341831715,-70.57884134,-45.37302447,6.115413688,-9.463624732
1tx7,8,160,0,12,45,0,22,89,3,2,14,0,0,0,1,3,-188.6056338,1.565628467,-10.74147254,-13.64795067,0,176.8872095,-24.74525115,3.150772583,-6.355134857
1tys,18,270,3,12,0,21,97,155,2,12,7,0,1,0,4,5,-45.10354999,2.635681289,-20.77198503,-16.93908813,-6.23E-05,26.31794205,-28.98140097,3.738336656,-7.584715296
1u1w,13,226,10,6,21,39,85,78,1,8,13,0,0,0,2,3,-27.94040193,2.4155334,-9.05534808,-14.25396134,-5.90E-05,18.41216684,-24.35128216,2.532839765,-8.082073676
1ua4,7,262,10,16,15,73,112,43,2,3,11,0,0,1,1,7,-35.37632508,1.175480635,-11.14091705,-17.77765895,-1.419773469,44.53006651,-35.149505,8.211022647,-5.830145456
1ucn,16,294,0,4,10,109,42,145,2,7,33,0,4,0,2,9,-33.78439166,4.254872815,-16.8021054,-15.28868439,-10.95157325,49.73716067,-36.43678412,11.91652508,-7.211696511
1ugx,14,175,0,24,15,0,87,63,2,2,12,0,0,0,0,12,-80.03118358,2.255817991,-5.129215551,-22.77739829,0,30.05038299,-24.45655852,17.65565778,-8.16496674
1ui0,10,130,0,2,22,10,44,62,1,4,12,0,1,0,0,0,-28.9088417,1.569127689,-1.571254358,-6.44982335,-0.859377968,5.53811748,-20.28075181,1.898561871,-9.753750454
1uj5,16,251,13,13,40,69,45,87,4,10,9,0,0,0,2,9,-94.02983314,4.735646719,-15.94742697,-14.66148789,0,78.41520913,-8.99565276,8.314410542,-4.21373072
