PDB,VINA,GlideSP,HMS,DSX,RFScore,Experimental
2h4g,-6.8327,-7.97,-9.449809222,-106.213,-6.526627973,-9.007712884
2h4k,-6.83741,-8.04,-9.339285137,-97.289,-7.1495477,-7.584715296
2h4n,-4.9816,-5.27,-7.225512022,-46.581,-9.783781017,-12.01949419
2hb1,-5.51322,-8.36,-7.91628755,-85.564,-6.410090326,-5.249894012
2hb3,-9.93319,-11.23,-11.49450478,-205.585,-9.984971521,-15.68060448
2hs1,-9.47048,-10.7,-11.28727213,-197.72,-11.18217662,-11.71555295
2hs2,-9.30661,-10.42,-10.95569987,-182.475,-11.17730941,-11.48068927
2hu6,-9.23191,-8.21,-9.353100648,-148.861,-8.375570773,-5.263709523
2hxm,-7.69782,-10.95,-8.579432057,-121.476,-8.270397559,-7.211696511
2i0a,-9.28342,-10.36,-11.28727213,-207.055,-11.32487242,-15.74968204
2i3h,-8.28223,-11.51,-10.69320517,-176.404,-8.182583871,-10.22347781
2i3i,-8.42248,-10.32,-10.34781741,-163.218,-8.045692141,-10.08532271
2ihq,-11.83468,-12.53,-10.52741905,-141.009,-11.78721032,-11.72936846
2iko,-9.05441,-9.05,-10.32018639,-117.658,-9.688387609,-7.529453254
2il2,-12.0143,-13.3,-12.97276441,-223.832,-12.78813281,-9.809012496
2iuz,-9.01234,-9.77,-8.137335719,-113.692,-8.956148711,-7.66760836
2izl,-7.71988,-9.75,-8.537985525,-110.444,-7.449949561,-8.289306335
2j34,-9.02821,-7.54,-9.021528394,-152.826,-10.27284969,-10.80372926
2jxr,-10.0558,-11.9,-11.52213581,-199.435,-11.771474,-9.739934943
2mas,-9.6755,-7.46,-9.132052479,-97.357,-8.265641394,-10.38926394
2olb,-7.97653,-11.3,-9.822828007,-198.902,-11.50952297,-7.653792849
2pcp,-9.38152,-7.71,-9.809012496,-118.153,-10.05524016,-12.01949419
2sim,-8.36716,-8.65,-8.095889187,-95.867,-6.969141352,-4.724904611
2ypi,-3.33212,-7.43,-6.838677726,-51.809,-6.311916292,-6.659076089
3aid,-4.12047,-8.19,-12.06094072,-176.238,-11.20422525,-9.477440243
3gst,-9.19559,-11.87,-11.08003947,-159.984,-10.28570011,-9.284023095
3jdw,-4.95763,-6.79,-6.714338131,-69.274,-6.68242667,-4.973583801
3kiv,-3.30913,-3.94,-6.589998536,-36.536,-5.727403834,-6.493289962
456c,-8.77632,-7.92,-10.01624515,-160.384,-9.550614401,-13.49775382
4er1,-10.62812,-11.84,-14.38194649,-239.02,-11.37677341,-9.145867989
4fiv,-11.81458,-17.09,-15.36284774,-303.404,-12.07665908,-9.007712884
4rsk,-5.75171,-7.79,-7.41892917,-92.124,-5.681175798,-5.968300561
4std,-11.24276,-10.15,-10.44452598,-122.36,-8.545309813,-14.27142241
4tmk,-11.19335,-16.21,-11.92278561,-216.925,-10.17528379,-10.63794313
5abp,-7.15423,-7.32,-7.722870402,-64.124,-4.638044317,-9.173499011
5er2,-9.3346,-13.22,-13.31815218,-275.293,-11.33724881,-9.076790437
5std,-13.34954,-11,-11.770815,-134.123,-11.51950441,-14.49247058
5tmp,-11.26816,-16.5,-12.0333097,-251.622,-10.1752078,-10.32018639
5yas,-5.34225,-7.09,-6.741969152,-45.789,-6.161558066,-4.503856442
6abp,-6.08946,-7.58,-7.612346317,-49.836,-5.312187977,-8.786664715
6tim,-4.49443,-6.12,-7.032094874,-61.159,-6.289662728,-4.434778889
7abp,-7.02493,-8,-7.888656529,-58.142,-5.06301235,-8.92481982
7std,-9.98264,-8.76,-10.52741905,-106.568,-9.394267061,-14.81022732
7upj,-10.41652,-7.85,-10.81754477,-145.033,-10.99529282,-11.72936846
8abp,-6.95264,-7.14,-7.805763465,-62.977,-4.765485264,-11.05240845
9abp,-6.61245,-6.8,-7.819578976,-64.308,-4.607513585,-11.05240845
