PDB,2.5_contacts,4.0_contacts,backbone_alpha,backbone_beta,backbone_other,sidechain_alpha,sidechain_beta,sidechain_other,ligand_HBD,receptor_HBD,hydrophobic,pi-cation,pi-pi,pi-t,salt_bridge,rot_bonds,Experimental
1pr1,12,230,0,35,3,22,92,90,3,5,14,0,0,0,0,5,-7.322220596
1rbo,33,335,8,6,16,14,146,178,1,15,2,0,0,0,8,12,-17.57332943
1tq4,19,362,39,4,27,175,22,114,2,10,12,1,0,0,3,9,-8.551801035
1joc,15,143,0,15,0,0,105,38,0,7,1,0,0,0,4,8,-6.382765878
1a1c,13,257,0,27,16,57,126,44,1,11,28,2,0,0,2,15,-8.841926757
1me7,15,270,0,13,48,0,82,142,2,8,6,0,0,0,0,7,-9.933352091
1dfo,19,396,0,1,37,11,74,292,5,7,31,0,1,0,2,11,-9.256392074
1tcw,6,199,0,22,16,0,83,84,2,3,20,0,0,0,0,15,-8.316937356
1xbb,3,297,0,29,8,29,185,49,1,2,39,0,0,0,0,7,-7.322220596
2bpy,8,362,0,18,42,0,101,209,4,1,35,0,0,0,2,14,-10.22347781
1zky,6,179,5,0,0,155,0,25,1,1,19,0,0,1,0,4,-8.634694099
1m0o,17,285,15,0,16,28,32,211,0,9,22,0,0,0,3,8,-3.191382939
1i80,7,167,0,33,0,11,68,62,3,2,21,0,0,0,0,0,-8.855742268
1rbp,3,233,0,3,4,0,201,28,0,0,38,0,0,0,0,6,-9.284023095
1g30,7,319,0,40,42,0,99,145,3,1,53,0,0,2,0,13,-9.463624732
1no6,15,243,11,1,15,79,11,141,0,11,24,1,0,0,2,4,-6.092640156
1g32,6,290,0,36,37,0,78,145,3,0,46,0,0,2,1,7,-8.441276951
1g35,9,383,0,16,52,0,112,212,2,6,39,0,0,0,0,16,-11.24582559
2hb1,14,187,12,1,15,55,12,106,0,8,13,0,0,0,2,4,-5.249894012
1tcx,5,337,0,12,49,0,94,187,4,1,41,0,0,0,0,15,-9.601779838
1ciz,5,226,5,11,27,57,58,73,0,1,35,4,2,0,5,8,-10.27873986
456c,10,256,15,17,24,95,37,78,2,1,36,2,0,0,1,7,-13.49775382
1gjd,13,260,0,39,49,0,45,140,5,1,23,1,0,1,0,5,-7.211696511
1gjb,12,245,0,14,60,0,38,145,4,2,23,2,0,1,0,5,-8.772849204
1gjc,11,232,0,14,59,0,32,138,3,1,22,1,0,2,0,5,-8.772849204
1ajv,5,341,0,12,42,0,99,193,2,2,39,0,0,0,0,12,-10.66557415
1gja,18,262,0,13,72,28,27,140,6,2,22,1,0,1,0,5,-7.488006722
1ajx,3,321,0,9,30,0,108,177,2,2,47,0,0,0,0,12,-10.92806885
1rp7,17,331,1,6,37,56,61,187,1,10,22,0,1,1,6,9,-11.770815
1rpj,19,244,0,1,1,91,97,73,6,7,16,0,0,0,0,6,-8.952450842
1ody,17,400,0,54,45,0,134,184,6,4,40,0,0,0,0,21,-11.19056355
1fv0,4,240,6,0,36,102,0,100,1,1,22,0,0,0,0,4,-8.192597761
1zoh,0,138,0,6,0,0,125,7,0,0,12,0,0,0,0,0,-9.670857391
2fkf,18,160,0,5,10,1,36,126,1,9,2,0,0,0,4,8,-4.034129083
1xap,6,229,13,3,5,173,24,17,0,3,44,0,0,1,1,3,-12.01949419
2csn,3,185,0,10,12,10,97,59,0,1,23,0,0,0,1,5,-6.092640156
1ydk,13,229,7,16,4,58,31,126,3,7,12,0,0,0,5,16,-8.137335719
1ajn,5,162,0,10,0,19,76,62,0,3,17,0,1,1,0,3,-3.633479277
1zog,0,139,0,2,0,0,137,0,0,0,10,0,0,0,0,1,-9.878090049
1mmq,12,237,4,20,41,55,68,61,4,2,23,0,0,0,1,7,-10.38926394
1p1n,14,193,11,13,10,69,51,53,0,10,26,1,0,0,3,4,-9.394547179
1p1o,16,283,8,26,4,89,108,64,2,7,17,0,0,0,2,4,-7.957734081
2aod,19,491,0,44,60,0,181,225,8,5,32,0,0,0,2,30,-7.819578976
1uho,8,294,10,0,5,207,0,80,2,1,47,2,0,1,0,8,-12.73790073
1hxw,9,403,0,20,63,0,86,243,4,2,47,1,0,0,0,19,-14.94838242
1w7g,15,328,0,67,40,0,105,131,7,1,22,1,0,0,3,13,-7.045910385
1ocq,21,223,0,0,22,0,109,113,5,6,10,2,0,0,2,10,-7.17024998
1sb1,3,261,0,28,42,0,50,144,1,1,36,0,0,0,0,10,-9.518886774
1h46,0,160,0,0,6,0,42,112,0,0,34,1,4,0,0,6,-4.932137269
7std,3,198,4,0,0,55,52,90,0,1,47,0,0,1,0,4,-14.81022732
1sld,9,349,0,11,1,0,270,76,2,6,46,0,1,1,0,9,-9.076790437
1sle,9,314,0,2,10,0,212,99,0,5,34,0,0,1,0,7,-8.524170014
2cbu,12,186,0,0,0,0,70,128,4,3,20,1,0,0,3,4,-7.847209997
1d4p,6,260,0,14,61,0,49,142,3,0,34,0,0,0,0,5,-8.703771652
1e6q,16,200,0,0,0,0,100,116,3,4,16,0,1,0,0,5,-4.351885826
1e6s,15,206,0,0,0,14,86,121,5,6,11,0,0,0,0,6,-4.4485944
1od8,10,197,0,0,0,0,64,143,2,4,9,0,0,0,0,6,-7.045910385
1d4y,8,345,0,18,30,0,96,209,2,5,31,0,0,0,0,13,-15.33521672
1ai4,8,148,0,5,0,19,75,57,0,2,16,0,1,1,0,4,-3.45387764
1gj6,10,284,0,42,49,1,62,140,4,0,33,1,0,0,0,5,-9.670857391
1gj7,8,251,0,29,43,0,42,145,3,0,23,1,0,1,0,5,-10.90043783
1gj4,11,287,0,42,38,0,62,156,3,0,34,2,0,1,0,5,-5.622912797
1a1e,13,244,0,26,13,53,123,42,1,11,25,2,0,0,2,14,-8.289306335
1gaf,6,218,0,3,21,0,92,108,0,6,39,0,1,0,2,8,-11.05240845
1ro7,34,507,0,0,95,19,42,385,4,18,34,0,1,1,0,18,-4.393332357
1gai,21,365,0,0,52,63,34,237,10,4,31,0,0,0,1,22,-11.05240845
1d4l,12,339,0,30,36,0,126,159,4,3,27,0,0,0,0,11,-12.11620276
1d4k,10,374,0,23,37,0,125,199,5,2,44,0,0,0,2,13,-12.73790073
1gj8,11,233,0,10,72,0,28,134,3,1,24,0,0,0,0,7,-9.615595348
1dy4,5,176,0,0,2,0,86,93,4,1,26,2,4,0,3,7,-6.023562603
1bdq,6,275,0,10,27,0,102,142,5,1,30,0,0,0,0,15,-8.759033694
1a8i,16,264,10,0,38,40,36,156,5,3,6,0,0,0,0,5,-7.626161828
1lyb,13,338,0,11,53,0,118,169,4,3,27,0,0,0,0,24,-15.77731306
1vwl,11,326,0,7,18,0,255,57,3,4,33,0,0,1,0,13,-7.778132444
1ado,10,105,0,8,20,4,25,58,0,8,1,0,0,0,0,5,-8.289306335
1lyx,10,172,0,16,22,0,39,105,0,8,5,0,0,0,3,3,-6.272241793
1p19,11,231,13,14,25,34,104,52,2,7,7,0,2,0,0,6,-5.678174839
1y0l,5,210,0,1,2,0,177,35,0,3,45,0,5,0,1,6,-12.4339595
1fdq,4,212,4,1,3,41,115,52,0,2,33,0,0,0,2,14,-10.04387618
1s38,6,194,2,8,5,43,99,43,3,0,22,0,0,0,0,1,-7.114987937
1qca,9,175,0,1,2,25,57,99,1,3,26,0,0,0,1,8,-7.280774064
2fgv,10,354,0,18,31,0,150,165,3,2,30,0,0,0,2,14,-8.455092462
1gt1,1,142,0,0,0,0,125,18,0,0,20,1,2,1,0,1,-8.289306335
2fvd,9,325,0,12,25,23,209,65,1,1,27,0,0,0,0,7,-11.770815
1tys,20,275,4,11,0,22,101,157,2,12,7,0,0,0,4,5,-7.584715296
1m48,6,262,16,19,5,134,58,36,3,1,30,0,0,1,1,9,-7.032094874
1lrt,20,334,0,14,45,42,45,208,4,9,16,1,4,0,2,16,-7.791947955
1o2w,12,247,0,13,69,0,28,149,4,1,22,0,0,0,0,8,-8.082073676
1lke,7,238,0,20,0,38,187,0,2,2,40,0,1,0,0,4,-10.38926394
1qy1,1,118,0,0,4,0,102,13,0,1,19,0,0,1,0,3,-9.007712884
1lkl,23,321,0,17,14,59,184,70,1,15,28,1,0,0,6,18,-8.026811634
1qy2,1,93,0,0,2,0,78,14,0,1,10,0,0,0,0,2,-7.93010306
1qy5,8,226,9,1,8,82,87,47,2,4,15,0,0,0,0,6,-9.256392074
1uwf,19,226,0,5,20,0,115,105,4,5,8,0,0,0,0,9,-9.422178201
2ewa,3,255,0,19,11,9,170,49,0,1,40,0,1,0,0,4,-10.96951538
1f0u,12,282,0,9,99,0,31,155,5,0,37,0,1,0,0,12,-9.89190556
1met,12,393,0,17,48,0,136,204,3,3,50,0,0,1,0,14,-12.98657992
1alw,3,113,0,0,0,108,0,8,0,1,19,0,0,0,3,4,-9.007712884
2f5t,26,375,8,34,29,107,93,130,7,8,16,0,0,0,0,12,-7.142618959
1uwu,17,212,0,0,0,2,106,121,3,5,17,3,0,0,3,6,-8.261675314
1jlr,27,394,6,6,24,133,152,100,1,14,18,0,2,0,8,11,-4.600565016
1msm,6,396,0,15,57,0,156,174,4,1,42,0,0,0,0,11,-14.47865506
2i3i,9,228,0,49,7,47,103,31,4,3,30,0,0,0,2,6,-10.08532271
2f2h,16,344,0,0,3,0,108,249,4,9,22,0,0,0,0,12,-7.874841018
3kiv,9,131,0,0,0,0,84,56,3,3,20,2,0,0,4,6,-6.493289962
2erz,6,238,0,18,4,0,167,55,2,2,22,0,0,0,2,2,-7.819578976
1ppl,10,289,0,2,41,15,96,145,2,4,20,0,0,0,0,18,-11.81226153
1ppk,10,252,0,4,37,2,84,135,2,3,18,0,0,0,0,16,-10.58268109
1db1,12,269,5,0,2,190,25,59,3,3,33,0,0,0,0,9,-12.79316278
2fqw,12,235,0,0,6,80,24,137,3,3,30,0,4,0,0,5,-9.228761053
2i80,3,183,0,7,35,30,45,69,1,0,17,0,0,0,0,4,-7.460375701
1if8,9,229,0,0,15,22,65,136,2,1,22,0,0,0,0,7,-13.31815218
1r9l,5,102,9,0,2,40,16,40,0,3,16,2,0,0,1,2,-7.460375701
1tom,10,230,0,9,64,0,13,154,4,1,31,0,0,0,1,8,-11.46687376
2hf8,20,415,49,5,32,185,32,132,4,11,6,1,0,0,8,12,-7.557084275
1hsh,10,372,0,18,33,0,117,214,3,4,49,0,0,0,2,14,-13.01421095
1pph,11,241,0,13,82,1,25,131,6,0,17,0,0,0,0,8,-8.17878225
11gs,15,341,9,20,19,106,70,132,3,8,32,0,1,0,4,19,-8.040627145
1r4w,13,259,0,19,6,97,53,97,3,5,13,0,0,0,5,11,-5.595281776
1uw6,1,111,0,15,7,0,55,35,0,1,27,2,0,0,0,1,-10.14058475
1e3v,4,139,2,0,0,67,69,5,1,2,22,0,0,0,0,6,-5.995931582
1px4,8,165,0,0,2,0,36,135,2,0,18,0,0,0,0,7,-4.46240991
3jdw,14,172,9,0,31,9,0,137,4,5,5,0,0,0,3,6,-4.973583801
2gh7,9,234,0,1,7,0,170,65,2,6,29,0,0,0,0,5,-17.96016373
2cex,14,200,0,5,10,11,92,96,4,6,17,0,0,0,2,9,-6.493289962
1g98,23,269,0,6,46,76,15,149,1,14,2,0,0,0,2,9,-7.874841018
1y6r,13,313,0,26,25,54,86,135,6,2,28,0,0,0,0,6,-13.96748117
1o2s,12,211,0,13,60,0,30,120,4,1,18,0,0,0,0,4,-7.557084275
2ces,18,212,0,0,0,0,88,142,4,5,20,0,1,0,0,5,-10.01624515
1mtr,11,343,0,17,38,0,123,176,6,1,49,0,0,0,2,12,-11.60502887
1uj5,14,269,16,14,41,79,46,87,4,8,8,0,0,0,2,9,-4.21373072
2d1n,18,400,11,19,64,73,58,193,8,1,26,1,0,0,1,20,-11.2596411
1vkj,22,450,22,13,44,116,92,185,1,12,21,0,2,0,5,8,-6.700522621
1xh9,9,423,0,29,25,29,237,112,5,4,52,1,1,0,2,8,-10.7346517
1siv,14,365,0,27,38,0,107,207,7,5,28,0,0,0,2,19,-11.16293253
2fwp,18,227,4,8,31,28,22,152,0,11,8,0,0,0,2,6,-4.034129083
1jqe,0,161,3,0,4,102,0,52,0,0,46,2,4,0,1,9,-8.897188799
1sw1,3,112,0,6,0,14,58,37,0,3,32,4,0,0,3,1,-10.08532271
1jqy,15,284,1,0,35,15,79,169,3,6,30,0,1,0,0,13,-6.797231195
2boh,0,221,0,33,37,0,70,81,0,1,45,3,0,0,0,6,-11.770815
1w5y,12,489,0,16,58,0,135,292,7,3,46,0,0,0,0,17,-11.71555295
1w5x,13,499,0,18,62,0,139,293,5,3,45,0,0,0,0,17,-11.60502887
1w5w,13,503,0,15,54,0,138,309,5,3,46,0,0,0,0,17,-12.15764929
1ulg,9,128,0,0,0,0,136,1,3,1,8,0,0,0,0,12,-5.816329945
2f34,14,240,14,24,4,72,115,25,3,6,17,1,0,0,2,7,-9.518886774
1n46,12,332,26,2,8,257,30,21,3,4,36,0,0,0,0,5,-14.53391711
1agm,26,351,0,0,54,53,38,232,10,3,26,0,0,0,1,22,-16.57861267
1pxp,2,279,0,31,3,8,235,4,1,1,41,0,0,0,0,4,-9.201130032
1moq,22,229,8,8,50,54,14,117,3,10,2,0,0,0,1,7,-4.780166653
2aqu,6,331,0,31,44,0,91,171,5,2,47,0,0,0,2,19,-12.87605584
2b4l,5,113,9,0,2,34,25,48,0,3,29,6,0,0,2,2,-6.589998536
1ydr,5,222,0,15,13,0,139,60,1,1,29,0,0,0,1,2,-7.626161828
1c4v,9,313,0,20,49,0,55,198,4,1,49,0,0,0,0,9,-14.9207514
1ow4,4,211,4,0,0,203,0,8,0,1,29,0,0,0,2,3,-7.847209997
2bfr,12,339,6,6,59,62,32,186,1,8,13,0,0,0,0,9,-7.253143043
1pxn,5,298,0,5,28,17,163,90,3,2,37,0,0,0,0,5,-9.878090049
2j7e,12,223,0,0,0,6,112,117,5,3,19,0,1,0,0,8,-10.11295373
2bfq,20,464,6,21,68,76,59,254,3,8,30,0,0,0,0,15,-9.518886774
1o3k,11,259,0,17,76,0,31,146,5,0,26,0,0,0,0,4,-9.353100648
1heg,15,319,0,29,42,0,98,165,7,3,20,0,0,0,2,16,-10.69320517
1v2s,8,172,0,35,43,0,46,56,4,0,17,0,0,0,0,2,-5.761067903
1a4r,21,350,25,2,29,185,8,122,3,10,13,0,0,2,1,10,-9.201130032
1k1m,11,264,0,13,85,1,23,153,6,0,23,0,1,0,0,8,-10.22347781
1k1l,11,234,0,15,78,0,23,129,5,1,17,0,0,0,0,8,-9.532702285
1pb8,13,187,2,19,2,35,92,50,4,6,13,1,0,0,2,4,-7.114987937
1k1j,11,254,0,13,79,1,26,146,5,0,21,0,0,0,0,10,-10.43071047
1k1i,13,274,0,13,84,1,22,167,5,3,26,0,0,0,1,9,-9.090605947
1o2q,10,269,0,20,64,0,50,145,4,2,28,0,0,1,0,6,-10.61031211
1q91,9,241,2,1,14,48,6,179,0,5,34,1,1,2,2,3,-5.733436882
2bo4,12,199,20,0,8,61,0,122,0,9,9,0,0,0,4,6,-6.368950367
2c3j,9,277,0,21,16,0,194,55,6,1,17,0,0,0,0,1,-8.537985525
2c3l,3,204,0,33,3,0,164,7,1,1,21,0,0,0,0,1,-7.004463853
1o2x,14,247,0,12,72,0,30,147,4,1,19,0,0,0,0,8,-8.082073676
1fkh,4,187,0,0,14,10,66,101,0,2,35,0,0,0,0,10,-11.2596411
1o2g,8,293,0,13,67,0,52,169,4,0,44,1,1,0,0,5,-8.455092462
1z1h,6,272,0,12,35,0,92,139,3,1,26,0,0,0,0,10,-11.60502887
1swr,12,247,0,1,8,0,154,96,2,7,25,0,0,0,1,5,-9.560333306
1k1y,17,335,8,1,5,71,100,167,6,2,21,0,0,0,2,22,-4.4485944
1o2n,9,273,0,20,68,0,35,159,4,0,33,0,0,0,0,5,-8.41364593
1mfi,6,221,0,23,0,0,136,68,1,2,35,0,0,1,1,3,-7.722870402
1koj,26,321,0,6,59,87,14,181,3,13,2,0,0,0,2,10,-9.256392074
1o2j,11,241,0,14,59,0,30,149,4,1,24,0,0,1,0,7,-9.560333306
1o2k,12,279,0,15,82,2,25,167,5,1,22,0,0,0,0,7,-9.560333306
1fkf,9,286,0,1,22,12,91,169,2,2,41,0,0,0,0,10,-12.98657992
1fkg,3,187,0,0,13,13,63,101,0,2,32,0,0,0,0,10,-11.05240845
2fzz,6,268,0,35,41,0,71,127,2,1,36,0,3,3,0,8,-14.53391711
2dri,22,210,0,1,0,86,49,96,4,7,19,0,0,0,0,4,-9.518886774
2h4k,11,194,12,1,15,55,5,117,0,7,21,0,0,0,2,5,-7.584715296
1m1b,10,153,8,2,4,22,66,61,0,6,4,0,0,0,5,3,-6.43802792
1bwa,12,433,0,38,39,0,174,194,4,5,48,0,0,0,0,14,-10.49978802
1bwb,12,510,0,41,40,0,237,204,4,6,50,1,0,0,0,14,-11.63265989
1xbo,13,335,7,1,14,138,15,173,1,9,31,0,0,0,1,11,-8.344568377
2fzk,20,309,14,2,8,174,25,106,0,11,6,1,0,0,6,7,-4.973583801
1gyy,5,144,0,8,9,9,42,81,0,3,31,0,1,1,1,3,-5.028845843
1gyx,7,108,0,9,1,3,60,42,0,4,18,0,1,1,1,1,-3.426246618
1n4h,4,189,4,1,8,123,7,50,0,4,23,0,0,0,2,5,-9.049159416
1qsc,17,320,0,13,48,0,80,196,5,8,19,0,0,0,1,24,-5.084107885
1kzk,9,414,0,16,62,0,145,200,4,1,44,0,0,0,0,11,-14.35431547
1ydd,8,192,0,0,19,11,80,90,2,1,9,2,0,0,1,3,-9.767565965
2fzg,25,287,24,2,23,88,34,141,2,12,6,1,0,0,3,6,-4.669642569
8abp,14,237,0,1,4,80,22,144,4,4,13,0,0,0,0,6,-11.05240845
1gpn,5,172,1,7,14,73,3,79,0,1,28,1,0,0,1,0,-8.952450842
1nw4,13,253,0,36,6,19,87,118,2,4,16,0,0,1,1,5,-12.53066808
1nw7,11,262,3,10,35,15,54,156,4,4,17,0,0,1,1,11,-7.032094874
1bxq,11,350,0,3,44,0,121,193,3,4,24,0,0,0,0,19,-10.19584679
1add,10,270,0,8,7,90,49,126,2,2,28,2,2,0,0,6,-9.311654116
1lgw,9,167,7,0,0,162,0,7,1,0,19,0,0,0,0,1,-5.526204223
1lgt,5,203,0,0,2,0,170,36,1,2,37,1,1,0,0,3,-8.42746144
1v0l,8,158,0,0,0,0,50,116,2,3,7,3,0,0,2,6,-10.43071047
2f6t,10,227,11,1,11,57,14,143,1,7,27,0,0,0,1,5,-6.382765878
1x8j,0,126,1,0,4,51,12,58,0,0,12,0,0,0,0,1,-9.615595348
1x8d,7,143,0,0,0,104,44,2,1,4,2,0,0,0,0,4,-3.053227833
1oyq,12,302,0,16,86,0,26,186,5,2,45,0,0,0,0,13,-9.615595348
1c3x,9,205,0,53,3,0,67,91,3,1,14,0,0,0,0,1,-5.084107885
1m13,4,283,5,0,0,247,24,11,1,2,66,0,0,0,0,12,-10.45834149
1oyt,9,245,0,36,33,0,67,118,3,1,30,0,0,0,0,5,-10.00242964
2bys,2,238,0,19,13,0,128,80,0,0,56,3,0,1,0,7,-13.15236605
1xq0,6,198,0,0,11,15,94,84,2,1,12,1,1,0,0,7,-8.759033694
1x8t,28,398,18,0,6,339,0,63,0,21,15,0,0,0,9,8,-10.77609824
1x8r,33,408,21,0,7,237,0,176,0,23,10,0,0,0,11,8,-8.455092462
1o3i,13,253,0,12,73,0,31,150,4,0,24,0,0,1,0,4,-10.08532271
1bap,14,184,0,0,1,55,2,140,4,4,8,0,0,0,0,4,-9.463624732
1uz1,12,185,0,0,0,0,79,118,5,4,12,0,0,0,0,4,-9.518886774
1hwr,3,256,0,3,40,0,69,147,2,2,44,0,0,0,0,10,-11.50832029
1sbg,7,319,0,11,53,0,71,191,4,1,37,0,0,0,0,15,-10.69320517
1t7d,11,266,0,49,0,0,170,58,2,4,25,0,0,0,1,12,-8.330752867
1nwl,8,189,12,0,17,59,11,98,2,3,14,0,0,0,0,11,-3.301907023
1o2z,13,289,0,14,83,2,24,179,5,1,22,1,0,1,0,10,-8.441276951
1x38,15,226,0,0,8,13,84,136,2,4,22,0,1,1,0,6,-12.11620276
1x39,13,257,0,2,7,15,137,109,4,4,25,0,1,1,1,8,-12.73790073
1i00,3,182,2,0,15,39,16,113,0,2,23,0,0,1,1,9,-8.759033694
2hxm,15,232,10,8,21,36,34,138,1,10,24,1,2,1,0,8,-7.211696511
1v2u,8,176,0,10,69,0,28,77,3,0,21,0,0,0,0,2,-4.655827058
2bpv,8,342,0,18,42,0,94,196,5,3,30,0,0,0,2,14,-10.5964966
1jn2,3,129,0,4,8,0,18,102,0,3,6,0,0,0,0,8,-5.650543818
1bai,21,544,0,26,58,0,142,339,9,7,35,0,0,0,2,29,-10.63794313
1tkb,13,331,0,5,40,45,9,245,1,7,38,0,1,0,4,9,-11.05240845
2izl,13,239,0,3,8,0,176,65,4,2,24,0,0,0,1,6,-8.289306335
1jn4,17,380,0,32,0,47,218,100,2,10,26,1,2,0,5,14,-6.838677726
2ez7,4,112,0,0,13,0,30,73,2,1,1,1,0,1,0,4,-6.023562603
1qka,26,549,2,42,57,108,192,174,10,4,35,0,0,0,3,20,-8.17878225
1b51,25,390,2,36,33,93,142,109,7,5,22,0,0,0,1,18,-10.18203128
1ssq,12,106,0,6,0,0,47,65,2,2,3,0,0,0,0,4,-8.289306335
1awi,8,243,1,0,8,188,9,45,1,7,45,0,0,0,0,10,-5.595281776
1b05,27,409,1,47,38,87,158,105,8,5,30,0,0,0,1,18,-9.836643517
4ts1,14,229,4,18,0,126,60,35,3,3,18,0,0,0,0,5,-6.824862216
1b32,29,395,2,42,27,91,170,92,8,5,27,1,0,0,1,19,-9.809012496
2a4m,7,177,0,22,0,106,56,0,2,2,19,0,0,0,0,4,-6.244610772
1b74,8,154,10,3,18,56,30,45,2,4,2,0,0,0,0,5,-1.796016373
1fo0,35,758,6,0,19,492,172,104,8,14,72,0,0,0,1,32,-7.722870402
2i3h,15,288,0,61,6,43,163,30,5,5,21,2,0,0,0,10,-10.22347781
1qaw,9,236,0,27,33,0,96,89,4,4,17,1,0,1,0,4,-7.073541406
1b5j,29,476,2,46,40,103,193,121,9,7,36,0,0,0,1,19,-10.26492434
1wdn,15,234,5,18,11,29,141,45,5,5,16,0,0,0,0,5,-8.703771652
2olb,29,461,2,46,48,87,146,161,12,4,21,0,0,0,2,21,-7.653792849
1laf,21,342,3,31,18,45,138,128,7,4,23,0,0,0,1,6,-10.84517579
1lag,11,212,3,18,14,45,73,70,4,4,16,2,0,0,0,4,-8.703771652
2bsu,21,574,12,0,0,460,120,3,4,10,67,0,0,1,0,34,-7.819578976
1b40,26,453,3,43,30,105,188,110,7,4,44,0,0,2,1,18,-10.05769169
1b3f,24,462,3,41,38,99,167,138,7,6,42,0,0,1,2,18,-9.518886774
1b3g,26,376,1,39,31,79,153,99,7,5,27,0,0,0,1,18,-9.256392074
1fzo,22,488,1,3,0,347,153,6,7,9,51,1,1,0,0,25,-10.90043783
1fzm,30,648,14,1,0,517,146,0,8,11,51,0,0,0,1,32,-10.63794313
1b46,25,371,1,53,15,72,161,94,6,5,29,0,0,0,1,15,-7.294589575
1b3l,23,353,2,33,38,64,138,101,9,4,23,1,0,0,1,16,-8.137335719
1b3h,25,455,3,46,35,107,174,115,8,5,42,1,0,2,1,18,-8.579432057
1b58,27,468,2,46,37,103,177,130,9,5,41,0,0,2,1,19,-9.104421458
1fch,19,398,27,0,0,390,0,0,7,8,20,0,0,0,3,25,-9.878090049
1ii5,12,207,3,34,2,33,117,30,3,7,12,0,0,0,0,5,-9.145867989
1jet,24,387,2,41,39,79,153,97,9,4,28,0,0,0,1,16,-10.01624515
1jeu,27,427,2,56,29,103,190,74,9,7,31,0,0,0,2,19,-9.422178201
1jd5,11,356,3,68,9,98,144,45,6,3,31,1,0,0,0,26,-9.145867989
1b5i,28,454,2,43,40,105,170,122,7,5,25,0,0,0,1,18,-9.739934943
1f2o,6,125,0,0,13,0,21,97,2,0,7,0,0,0,0,4,-2.638762517
1jq8,10,307,33,0,24,134,0,126,2,2,31,0,0,0,0,19,-8.289306335
1f2p,8,139,0,0,22,3,23,99,4,0,10,0,0,0,0,4,-2.624947006
1utc,22,414,0,15,17,0,222,182,4,8,44,0,0,2,1,25,-6.286057304
1jev,30,487,3,40,47,116,185,126,11,4,44,2,0,3,1,18,-9.518886774
