PDB,MMGBSA_dG_Bind_Coulomb,MMGBSA_dG_Bind_Covalent,MMGBSA_dG_Bind_Hbond,MMGBSA_dG_Bind_Lipo,MMGBSA_dG_Bind_Packing,MMGBSA_dG_Bind_Solv_GB,MMGBSA_dG_Bind_vdW,Lig_Strain_Energy,X2.5_contacts,X4.0_contacts,backbone_alpha,backbone_beta,backbone_other,sidechain_alpha,sidechain_beta,sidechain_other,ligand_HBD,receptor_HBD,hydrophobic,pi.cation,pi.pi,pi.t,salt_bridge,rot_bonds,Experimental
1ksn,-192.6445662,1.794863266,-6.687227856,-41.38826829,-2.601187079,234.1990171,-57.81468008,8.605596539,5,192,0,4,86,0,5,102,3,1,50,0,1,1,0,10,-12.98657992
1kyv,35.03672947,-3.911750151,-3.174068816,-30.39250305,-13.91810066,-22.78901617,-61.68904682,10.09093425,11,176,0,25,17,58,19,68,4,5,36,1,7,0,0,9,-8.17878225
1kzk,-16.92398482,-1.569502639,-2.170063893,-72.28521714,-0.471514831,46.65490981,-86.9771629,6.576916413,3,167,0,19,43,0,63,45,3,1,41,0,0,0,0,11,-14.35431547
1l83,-1.41313609,0.003247145,0,-19.6177192,-1.61E-08,3.918825859,-19.21216371,0.025189064,0,23,6,0,0,17,0,0,0,0,19,0,0,0,0,0,-4.69727359
1laf,-102.987974,1.51664979,-5.933378981,-21.78046681,0,63.50966074,-30.83503308,1.433228832,14,196,1,24,15,40,67,63,6,4,20,0,0,0,1,6,-10.84517579
1lag,-6.115303414,1.083092867,-4.381922099,-11.41963515,-1.294649582,2.04465227,-26.53766115,0.81926872,10,132,1,11,10,38,41,41,5,4,18,2,1,0,1,4,-8.703771652
1lah,-69.02043572,2.106510331,-5.201744249,-16.84742205,0,48.93561421,-25.9254866,1.59207786,11,151,1,6,18,40,42,55,6,4,14,2,0,0,3,6,-10.38926394
1lbf,15.76122553,-1.05014061,-10.32789896,-25.4038935,-0.356511148,-2.911400832,-43.13978921,6.933232165,13,191,0,12,17,4,96,75,3,9,20,0,0,1,3,12,-10.84517579
1lee,-27.91814018,1.946179278,-2.060178539,-59.57546653,-0.605987611,59.83628648,-69.186921,5.296749935,7,152,0,13,36,0,37,73,3,2,38,0,0,1,0,15,-10.69320517
1lf2,-27.03309943,2.248785965,-2.728989498,-55.98131457,-0.75667788,54.27900009,-65.80846199,12.96409514,5,157,0,5,44,0,33,80,3,2,40,0,0,1,0,15,-10.38926394
1lf9,-54.07106347,9.878277498,-6.371437982,-50.14985269,0,69.2492102,-55.38357657,26.47988487,15,209,0,0,28,48,53,95,7,4,31,0,0,0,1,22,-16.57861267
1lgt,-15.32200133,1.312487494,-1.452844567,-25.01740241,-1.906231524,29.56016812,-33.00722136,1.736497993,4,108,0,0,1,0,88,23,2,0,33,1,1,0,0,3,-8.42746144
1lgw,-6.195140156,0.131473308,-0.749567658,-18.51532163,-1.73E-07,5.892877017,-21.3254959,0.187191395,1,43,7,0,0,36,0,1,1,0,16,0,0,0,0,1,-5.526204223
1li2,-9.517541342,0.196361503,-0.246060397,-18.7690903,-2.16E-08,7.137570855,-20.3697348,0.176946737,1,34,7,0,0,28,0,0,1,0,17,0,0,0,0,1,-5.581466265
1li3,-2.957653509,0.152287825,-0.091199384,-27.88024198,-7.19E-07,5.539795955,-22.37988739,0.364788069,0,54,10,0,0,36,0,8,0,0,22,0,0,0,0,1,-5.871591987
1li6,-5.83197108,0.232130289,-0.196416503,-18.73691727,-4.66E-07,7.463793703,-18.27262709,0.179523331,1,31,9,0,0,23,0,0,0,0,16,0,0,0,0,0,-5.249894012
1lkk,-263.8369381,5.414108407,-17.55555914,-31.18086556,-0.351407038,265.2957588,-55.36377804,9.647313338,12,193,0,20,9,52,83,41,1,12,26,1,0,0,5,20,-9.463624732
1lkl,-275.8908318,2.825535306,-19.8523784,-14.31917665,-0.469566448,268.4985074,-42.34475684,6.869394393,15,194,0,19,10,52,86,42,1,14,18,1,0,0,5,18,-8.026811634
1lor,22.84079558,2.387189191,-10.80987247,-17.65301924,0,-24.65930711,-41.39597583,4.043249539,17,181,0,12,9,14,55,108,3,9,10,0,0,0,1,7,-15.27995468
1lpg,-245.4247572,2.649691263,-6.417174981,-46.96908846,-5.376608884,284.3030758,-64.74534703,5.444836505,4,201,0,6,70,0,32,97,3,0,64,4,1,0,0,11,-9.795196986
1lpk,-257.678454,7.148900715,-7.684192245,-37.2917414,-7.474020884,285.1092512,-59.31186406,12.0168724,4,203,0,29,58,0,39,81,3,0,43,0,2,2,0,11,-10.43071047
1lpz,-158.0869286,0.262041247,-6.487922427,-46.83222936,-7.229303997,204.2425283,-57.4858519,7.251776075,4,163,0,8,62,0,6,91,3,0,47,0,1,2,0,7,-10.49978802
1lyb,33.13451775,4.697800145,-2.989019695,-68.95902123,0,-12.07262519,-79.88970835,19.44410542,8,170,0,7,52,0,24,95,3,4,18,0,0,0,0,24,-15.77731306
1lyx,-42.42122646,2.102543451,-9.426007083,-3.78670239,0,57.53913144,-22.25345715,1.819743607,6,85,0,11,20,0,11,49,0,6,1,0,0,0,3,3,-6.272241793
1lzq,-30.96645687,5.109624765,-3.640479982,-64.36552352,-0.441757704,75.38842522,-86.75735094,16.85627572,6,194,0,33,49,0,58,60,5,3,39,0,0,0,2,21,-11.59121336
1m0o,-132.0709231,7.802494973,-13.33021288,-23.74749646,-0.093696282,161.8425777,-52.28807292,7.25119438,12,173,15,0,19,16,30,105,0,9,26,0,0,0,2,8,-3.191382939
1m1b,43.19134982,1.53686572,-7.591964755,-3.63125228,0,-9.633275318,-24.97874909,1.890608767,9,89,5,2,1,10,40,40,0,8,1,0,0,0,4,3,-6.43802792
1m2p,0.319812853,1.578524973,-1.706273278,-24.59124614,-0.095699961,1.750633138,-39.4658485,3.644416957,2,97,0,8,6,0,67,18,0,1,26,0,0,0,0,3,-8.441276951
1m2r,-12.88530885,1.159783846,-1.112157416,-29.93123255,-0.426084363,10.61758021,-38.11979986,1.907031662,2,95,0,7,12,0,52,26,1,1,31,0,0,0,0,4,-8.92481982
1m2x,38.91376515,2.864029947,-4.071084456,-14.73976381,0,-15.99491541,-27.56770899,5.525087445,5,71,0,0,3,2,1,70,0,3,13,0,0,0,2,4,-5.733436882
1m5w,-5.208952205,4.102645234,-12.10814055,-11.44952765,0,28.54703259,-30.10596023,5.173897736,8,138,0,0,5,12,38,91,1,7,5,0,0,0,5,7,-5.899223008
1m9n,-126.8310351,7.303601504,-12.31915053,-15.15424563,-0.196255709,98.96756359,-56.25214646,11.73339714,16,275,34,18,45,42,25,127,3,13,14,0,0,0,2,6,-9.560333306
1mai,-327.4317823,1.466918725,-23.9764937,-5.635009572,0,306.6225332,-22.43941587,-2.608521705,13,150,0,0,13,0,97,53,0,10,2,0,0,0,7,9,-9.228761053
1mes,-33.39997636,5.926899776,-3.413342798,-62.38341232,-1.80E-10,47.07858479,-67.98610418,17.11721846,6,169,0,19,38,0,52,66,2,4,41,0,0,0,0,14,-10.63794313
1met,-32.7537986,5.090775604,-3.929252869,-61.36795447,-0.177511585,48.95616482,-66.30597164,16.80652429,9,171,0,23,41,0,71,45,3,4,44,0,0,0,0,14,-12.98657992
1meu,-28.86900663,6.031010417,-3.493148407,-60.6052554,-3.15E-06,42.28126046,-66.17219958,21.26351411,5,163,0,16,37,0,60,55,2,4,35,0,0,0,0,14,-8.42746144
1mfi,-59.57768812,1.958278199,-4.185175496,-29.37096455,-0.727163446,47.69871664,-31.71263773,2.073025688,6,101,0,18,0,0,59,30,1,3,29,0,0,1,1,3,-7.722870402
1mmq,-44.64994909,4.906342964,-2.495371807,-34.76527821,-0.14782205,34.36665698,-48.80952323,6.244355749,7,112,1,15,38,25,18,22,3,2,13,0,0,0,1,7,-10.38926394
1moq,-8.457250774,2.989905352,-7.084473037,-12.15581063,0,16.08967867,-34.83130644,3.889859627,10,130,7,7,46,24,9,47,2,9,1,0,0,0,1,7,-4.780166653
1mq5,-46.65305564,2.812953634,-0.3397103,-67.10457749,-3.686509942,105.2671922,-71.8802606,3.092261023,1,150,0,40,21,0,37,53,0,1,48,3,1,1,1,6,-12.4339595
1mrn,-40.76451517,5.974439497,-5.669085192,-34.59757289,-6.366705459,77.47068413,-83.54205289,10.09741902,8,212,20,3,2,93,26,76,2,3,31,1,3,0,5,20,-6.244610772
1mrs,154.4935104,3.460705545,-5.459748024,-24.83041669,-1.265795638,-98.02196392,-53.9218435,9.391911023,8,171,19,6,6,73,23,52,1,3,23,0,1,0,3,8,-5.470942181
1mrw,-18.93851842,-1.214729492,-2.222612851,-68.20519057,-0.277345872,44.75967161,-84.28739267,5.315513316,3,159,0,20,42,0,54,46,3,1,27,0,0,0,0,10,-13.40104524
1mrx,-15.19347752,-1.138443552,-2.169587243,-67.61956602,-2.25E-08,44.07876379,-82.68728808,7.760970927,4,150,0,13,44,0,48,49,3,1,28,0,0,0,0,10,-10.03006067
1msm,-21.01939503,-1.027759662,-2.213431692,-75.55149397,-0.336600132,45.54478072,-91.56195797,4.945936502,3,175,0,26,38,0,67,47,3,1,43,0,0,0,0,11,-14.47865506
1msn,-20.94786562,-1.12465021,-2.230930791,-69.92283223,-0.099850979,44.28381246,-84.7423786,8.047818318,4,167,0,17,42,0,58,54,3,1,37,0,0,0,0,11,-12.5582991
1n1m,-107.7255848,0.930191196,-2.478895181,-25.13244809,0,93.59093297,-25.481783,1.513213983,5,96,3,0,0,41,2,55,2,1,19,0,0,0,3,3,-7.874841018
1n3i,-51.04111131,5.452193168,-2.085214518,-34.270039,-0.247548109,29.14738001,-42.97810887,6.335244479,6,141,2,28,0,18,41,58,5,2,21,0,0,1,0,5,-12.28198889
1n4h,-18.04753067,4.718903292,-2.337799864,-72.46803152,0,35.46170362,-55.97397391,5.23180331,1,54,3,1,7,24,2,18,0,2,14,0,0,0,2,5,-9.049159416
1n8v,3.70867143,2.189063191,-0.642413129,-61.73760879,0,15.1506725,-39.26860755,2.240180628,1,33,3,0,5,20,0,6,1,0,12,0,0,0,0,12,-8.330752867
1nc3,-29.22824608,1.409608734,-7.604194178,-33.78091977,-0.638083287,25.28771248,-48.03297829,3.971005002,11,172,0,29,21,28,54,51,6,2,19,0,0,0,0,6,-6.907755279
1nf8,-127.8834067,0.108098244,-10.6917618,-33.79477871,0,144.5498575,-38.74003628,2.071923829,7,119,6,0,10,33,32,45,1,6,32,0,0,0,3,5,-10.80372926
1nfu,-129.4864937,1.437274771,-1.47402441,-38.02821604,-0.564553554,170.01003,-56.33312054,13.08902669,1,127,0,33,33,0,24,38,1,1,43,0,0,0,0,7,-10.69320517
1nfw,-42.01872279,1.285682606,-0.276780878,-42.13599319,-7.657076839,85.76647365,-53.59045376,14.01703162,1,126,0,29,26,0,23,49,0,1,43,0,2,1,0,5,-12.37869746
1nfx,-42.55007866,1.361175368,-0.257249321,-38.54965519,-6.465532862,88.70249443,-57.04870326,22.24668221,1,128,0,31,27,0,24,47,0,1,44,0,2,1,0,7,-11.770815
1nh0,-42.91310164,1.347002558,-5.964848204,-56.98507739,-0.609890044,75.74811417,-90.70290145,17.55831112,7,200,0,30,51,0,63,63,4,4,39,0,0,0,1,23,-13.45630728
1njc,21.01799233,2.894412701,-18.46369312,-11.45646838,-0.461934324,-17.72717126,-29.0847917,3.996160715,12,143,4,11,0,14,70,56,2,11,4,0,0,0,4,6,-7.66760836
1njd,0.102111264,2.956014545,-16.65511646,-10.81626097,-0.022549887,-4.183988494,-31.4902256,4.118994366,12,171,6,10,0,12,74,81,2,9,3,0,0,0,4,5,-7.695239381
1nl9,-133.2139969,-0.05007294,-9.772530498,-28.92660519,-0.582208851,139.5811379,-50.42884675,9.56710128,18,137,12,0,12,53,9,69,2,7,20,0,0,0,1,12,-8.234044293
1nli,-28.2692176,0.539822985,-5.40502983,-5.08810459,-1.304797569,18.8892488,-21.29694452,0.986403907,5,92,1,10,18,42,26,0,3,4,21,0,2,0,0,1,-4.95976829
1no6,-127.6565407,2.365021785,-7.543220623,-16.59546008,-0.52869013,129.5333291,-36.3086279,2.22312448,11,115,12,0,10,51,8,45,0,5,28,0,0,0,1,4,-6.092640156
1nq7,-23.23173817,3.985769848,-2.507044777,-76.89351615,-1.00E-11,40.70112159,-61.69697713,3.896603003,1,57,3,1,7,25,0,22,0,2,24,0,0,0,2,6,-9.394547179
1nw4,-31.80631414,3.334438783,-3.591416366,-27.26837947,-0.274773642,40.92341322,-41.91128886,3.27344871,8,134,0,37,3,15,41,46,2,1,16,0,0,1,0,5,-12.53066808
1nwl,-80.6083029,6.62107148,-3.543891952,-25.19130804,-0.000505262,87.51162995,-41.46057318,13.51499824,5,82,8,0,14,30,0,35,2,2,13,0,0,0,0,11,-3.301907023
1nz7,-200.415992,1.393212664,-14.29266978,-40.69321026,-0.486057148,197.5420366,-61.66051353,10.05946004,22,169,12,0,14,71,9,85,2,11,30,0,1,0,2,19,-9.836643517
1o0f,-113.2303067,3.184711962,-15.99818331,-5.903461635,-5.724451883,125.4722228,-30.12868342,7.086594003,7,141,0,4,0,25,65,54,2,6,11,1,2,0,4,8,-7.322220596
1o0m,-84.72564569,4.158262625,-11.49528395,-9.038274936,-0.016957264,74.87419013,-30.88238157,5.175075104,9,98,0,24,0,19,49,15,1,6,5,0,0,0,3,6,-7.114987937
1o0n,-48.34044625,1.110640329,-6.986341313,-6.052127543,-0.11427178,42.0894993,-28.49315095,1.853969196,6,89,0,17,0,14,42,22,2,3,5,0,0,0,2,6,-5.650543818
1o0o,-111.8722662,1.25351933,-11.34325624,-2.289053645,-5.65666232,112.2061866,-16.74167724,3.744568047,4,94,0,9,0,22,54,13,0,5,7,2,2,0,3,8,-7.045910385
1o2h,-186.6260542,4.975138356,-2.787166989,-31.01162313,-0.840741954,239.4300419,-42.8221443,9.566079716,8,151,0,10,64,0,3,82,4,0,19,0,0,0,0,6,-9.90572107
1o2j,-184.0374977,2.844457928,-2.442928352,-25.36996468,-0.52027851,224.9119456,-40.77740184,4.111687215,6,141,0,4,60,0,5,78,3,0,23,0,0,0,0,7,-9.560333306
1o2k,-184.0547247,4.130226437,-2.551266758,-25.94768452,-0.563513238,222.7380782,-41.23905759,4.593152074,5,141,0,4,61,0,5,76,3,0,20,0,0,0,0,7,-9.560333306
1o2n,-182.5213761,2.038441148,-2.711661282,-30.37603812,-1.700596334,219.4361631,-46.27289425,5.584295955,9,161,0,33,43,0,13,81,4,0,30,0,0,0,0,5,-8.41364593
1o2o,-195.9567885,3.609675098,-3.14422444,-24.36032585,-1.772646798,227.6641862,-38.67030062,-2.691769032,12,161,0,13,61,0,11,88,4,0,26,0,0,0,0,7,-8.786664715
1o2q,-192.7197271,3.526704844,-2.627186618,-40.6815767,-1.201343961,250.2417166,-47.10742191,5.324276669,9,162,0,18,54,0,13,86,5,0,27,0,0,0,0,6,-10.61031211
1o2s,-210.7709995,3.670234525,-2.567368738,-15.23535429,-0.085127647,233.4323822,-29.12549295,6.061927006,6,117,0,4,54,0,5,60,3,0,16,0,0,0,0,4,-7.557084275
1o2w,-16.49711036,3.446000281,-3.36283207,-17.77214383,-2.088806666,66.39976983,-37.64795731,5.349333475,8,137,0,7,56,0,4,78,3,0,16,0,0,0,0,8,-8.082073676
1o2x,-14.53507759,3.515227996,-3.36427332,-17.78825749,-1.943754322,63.80010268,-37.91175843,5.495179721,7,140,0,23,39,0,7,78,3,0,19,0,0,0,0,8,-8.082073676
1o2z,-15.56360499,4.428934774,-3.427643275,-23.05694925,-1.885858372,81.50082722,-46.19269267,6.592875905,8,157,0,9,64,0,3,89,3,1,23,1,0,1,0,10,-8.441276951
1o30,-38.87592034,3.587028368,-3.356708523,-23.60547958,-1.053829646,87.47769986,-42.063373,3.230340536,10,174,0,10,65,0,3,106,4,1,26,1,0,1,0,9,-9.353100648
1o33,-195.4832566,2.787602389,-2.485418461,-15.01037731,-0.557065527,212.9703625,-30.08265123,5.149012955,4,120,0,6,53,0,5,60,3,0,15,0,0,0,0,4,-7.93010306
1o36,-33.40820632,4.855535913,-3.518914617,-24.41093698,-2.611794379,91.83286054,-46.14283593,9.35309269,0,7,0,0,3,0,1,3,0,0,0,0,0,0,0,9,-8.234044293
1o38,-268.0507122,2.101269967,-2.506429358,-24.20090178,-3.555508422,320.1898301,-40.7476761,4.923599269,6,143,0,6,58,0,6,79,3,0,25,1,0,1,0,8,-9.422178201
1o3d,-206.3773187,2.014103629,-2.534363644,-22.67503935,-3.554064732,256.3092496,-38.75468593,5.580296918,7,139,0,10,57,0,5,74,4,0,24,1,0,1,0,5,-9.850459028
1o3i,-187.5958709,2.968989876,-2.580732027,-23.74233181,-2.641722426,235.7291559,-36.24600208,6.035232722,4,149,0,8,62,0,5,78,3,0,24,0,0,0,0,4,-10.08532271
1o3j,-194.5753213,0.385404699,-2.511060303,-18.33338096,-1.69975736,228.7401554,-36.00672089,3.26266619,6,138,0,6,56,0,4,78,3,0,24,0,0,0,0,4,-9.353100648
1o3k,-208.7701417,6.708546601,-2.754029705,-20.56580131,-2.749590214,213.5311523,-33.35270585,7.00375591,5,147,0,7,59,0,5,81,3,0,25,0,0,0,0,4,-9.353100648
1oar,-32.77016853,-0.323121153,-0.910508213,-26.52615583,-13.31576722,39.5487559,-42.06444974,0.455697471,0,134,0,0,1,0,128,5,0,0,64,0,9,0,1,3,-10.22347781
1oba,-23.27977764,0.820151432,-3.35E-05,-19.40211682,0,27.41213626,-15.7907149,1.301868433,0,31,0,0,3,0,28,0,0,0,15,4,0,0,0,3,-3.370984576
1ocq,-42.92422965,1.667345388,-6.17482077,-22.84525468,0,49.11033334,-29.29012923,2.903976826,19,155,0,0,20,0,83,71,4,4,9,2,0,0,2,10,-7.17024998
1od8,-35.12377284,0.580538933,-4.053151861,-18.08385916,0,41.003582,-31.98923375,3.338532474,9,155,0,0,0,0,47,117,3,3,16,0,0,0,0,6,-7.045910385
1ody,-61.01227586,7.556918008,-5.565801467,-69.79820062,-0.243246953,62.37453329,-92.48135516,22.33990594,10,206,0,50,47,0,41,78,6,4,38,0,0,0,0,21,-11.19056355
1oe8,-52.58184605,3.421410983,-7.293514278,-13.58705531,0,41.03120684,-31.40707301,4.798866327,11,130,7,13,7,54,10,50,3,5,8,0,0,0,4,11,-7.626161828
1ofz,-22.82296269,-1.619078885,-3.588180306,-17.22671655,0,17.30761022,-16.05060659,1.613491544,7,76,0,0,0,0,83,0,2,3,10,0,0,0,0,4,-6.382765878
1ogg,-62.72718362,2.6577745,-2.340668995,-51.2085181,0,49.35449151,-60.34236092,5.038317899,9,154,0,0,15,1,92,55,2,5,25,0,0,0,0,16,-7.17024998
1ogx,-19.60654741,0.759642806,-1.342408557,-37.73323431,-0.645437156,13.99199451,-32.78593243,1.150927216,6,60,2,0,0,16,48,0,1,1,15,0,0,2,0,1,-8.41364593
1ohr,-24.63306829,1.121257795,-2.343027963,-68.72879989,-0.001103287,52.48493774,-80.34646377,10.41432452,4,121,0,11,34,0,43,37,3,1,25,0,0,0,2,12,-12.01949419
1oif,-27.45959423,1.077052807,-4.050527859,-19.02553182,0,49.03610403,-23.20174493,3.658828462,12,111,0,0,0,0,42,81,4,2,12,2,0,0,2,4,-10.66557415
1okl,0.009584474,-2.1885267,-2.22173969,-18.09306059,-1.612070478,-8.33476484,-25.28637953,-0.387834272,4,85,0,0,3,6,49,31,0,1,14,0,0,0,1,3,-8.330752867
1ony,-92.96621644,0.432922109,-10.87763612,-28.47930626,-0.269737405,102.6838857,-55.17220381,10.83471745,17,177,12,0,13,65,8,96,3,8,24,0,0,0,1,16,-9.353100648
1onz,-122.1628803,1.580721871,-8.532066848,-14.35734322,-0.703515162,123.3932542,-36.07880055,1.543152825,9,117,12,0,10,47,9,48,0,5,17,0,0,0,1,5,-7.045910385
1os5,-8.027594072,1.116238642,-0.865558997,-57.87833332,-0.100428231,29.74775143,-54.88364624,16.17937996,2,90,3,0,10,20,0,59,0,1,31,0,1,0,0,10,-9.463624732
1oss,-170.9433074,1.487166509,-6.537310701,-11.02697903,0,168.8345267,-22.3897925,2.448489948,3,82,0,7,45,0,4,29,3,0,15,0,0,0,0,2,-6.617629557
1ow4,9.47003981,0.583645632,-2.321037684,-35.15195843,-0.997530723,0.284817809,-43.20295025,1.70786032,1,69,3,0,0,65,0,2,0,2,23,0,0,0,2,3,-7.847209997
1owd,-202.626658,2.118091593,-7.372774777,-30.39623076,-0.214216827,245.2759449,-45.10627587,4.186221326,5,109,0,8,42,0,5,59,3,0,16,0,0,0,1,5,-11.32871866
1owe,-183.6640884,2.178640688,-7.388679724,-18.24161338,-0.231254476,198.5619151,-37.39956142,2.528239099,5,106,0,8,42,0,3,58,3,0,17,1,0,0,0,4,-8.565616546
1owh,-229.5901452,2.057359916,-8.245788924,-20.04048496,-0.219987059,241.4348551,-39.27070114,2.635575467,6,116,0,6,44,0,5,67,4,0,18,1,0,0,1,7,-10.22347781
1oyq,-221.4034206,3.842804411,-8.188037729,-33.96225556,-1.181742319,235.5758757,-51.84358587,6.894544943,5,148,0,28,39,0,24,62,4,0,29,0,0,0,0,13,-9.615595348
1p1n,-74.89562882,3.066391004,-10.46968341,-23.19282474,0,109.7271247,-35.52911429,3.281497212,9,128,8,11,4,53,37,24,0,6,24,1,0,0,2,4,-9.394547179
1p1o,-47.29586077,12.58753655,-4.730586496,-10.69067588,-0.072870661,16.52969999,-26.01004154,16.52398918,11,165,5,25,4,53,64,25,3,7,12,0,0,0,2,4,-7.957734081
1p28,-16.57507275,3.201168569,-0.34922144,-12.87278182,0,14.06710985,-14.18702834,2.928127697,1,25,0,0,0,26,0,0,0,1,5,0,0,0,0,2,-7.488006722
1pbk,-44.22237147,7.606103368,-2.604125556,-50.2393725,0,35.51513019,-61.34447477,17.47817394,8,133,0,0,26,13,35,67,3,3,23,0,0,0,0,9,-12.50303706
1pfu,4.575213025,1.419843441,-1.085976459,-26.30980086,0,2.946533508,-27.84378282,1.122369774,2,65,4,20,0,10,28,5,2,0,8,0,0,0,1,5,-3.757818872
1pgp,-180.741423,4.120084004,-11.02535556,-4.647783094,0,196.1377837,-31.897982,14.57097715,13,134,0,2,6,89,7,43,0,9,1,0,0,0,5,11,-7.874841018
1pot,-281.8418811,1.84193659,-3.510943628,-34.09410444,0,253.7940516,-30.17194542,1.941126711,10,170,0,0,6,17,78,79,5,1,30,3,0,0,4,9,-7.584715296
1ppc,-295.2002028,4.447315583,-7.917827569,-33.22026275,-0.021792534,296.388198,-49.56562499,5.01998291,6,135,0,7,67,0,2,65,3,1,26,0,0,0,0,10,-8.510354504
1pph,-282.8612413,3.57834623,-7.99076114,-30.40857405,-2.02E-05,289.1759092,-44.88838554,12.77267961,6,125,0,5,67,0,5,54,4,2,16,0,0,0,0,8,-8.17878225
1ppk,107.214511,1.696086312,-2.393479272,-48.42104559,0,-49.7790082,-68.36533973,7.279747871,5,125,0,3,31,0,28,68,3,3,13,0,0,0,0,16,-10.58268109
1ppl,109.5243014,2.62438706,-2.304597028,-50.883504,-0.011730429,-37.24097741,-77.9178257,17.98936329,5,138,0,3,30,0,30,80,3,2,18,0,0,0,0,18,-11.81226153
1pro,-37.00011194,4.899088741,-3.241932614,-58.06790691,-0.060771801,48.32421783,-75.60133706,9.803501691,10,171,0,20,49,0,48,64,3,6,40,0,0,0,0,13,-15.61152693
1ps3,-40.7767361,3.026932387,-4.163599946,-15.45263934,0,78.38234727,-34.71299149,7.329740676,11,143,0,0,13,6,4,131,7,1,13,0,0,0,0,5,-3.149936407
1px4,-20.73546843,1.0520645,-1.63101699,-28.04758706,0,67.18143915,-33.18985572,3.129816717,5,88,0,0,2,0,10,81,2,1,11,0,0,0,0,7,-4.46240991
1pyn,-134.8194134,2.164485918,-9.899796395,-33.92317053,-0.693732384,135.4242565,-55.54230762,8.938175814,13,208,6,0,14,102,5,94,2,9,25,0,0,0,2,19,-7.584715296
1pzi,-22.64235316,5.116947973,-3.284504485,-19.66604517,-0.689545353,21.37643039,-32.8825185,11.87423321,11,120,0,0,12,12,35,72,3,4,16,0,0,0,0,10,-5.830145456
1pzo,-2.710690482,0.381384354,-0.311728212,-34.18762983,-0.207528424,9.151954923,-34.75506975,1.940262245,1,73,0,21,2,12,37,2,0,2,25,0,0,0,0,5,-4.586749505
1pzp,-7.180702571,3.21731122,-0.744298265,-29.85451786,0,16.7386916,-38.59185644,2.00516317,0,45,20,0,0,15,6,4,0,0,24,0,0,0,0,6,-4.572933995
1q1g,-25.78897723,4.590632651,-2.891767601,-40.12129538,-0.704130067,39.9838406,-48.93286373,4.137582544,7,141,0,38,3,15,47,45,2,0,27,0,0,1,0,5,-11.83989255
1q91,-71.92357452,2.41250231,-6.754059939,-22.26678612,-2.563709523,76.85990076,-42.21189789,12.76148172,5,136,3,0,15,21,2,100,0,4,35,1,1,1,2,3,-5.733436882
1q95,-381.1608221,2.618945447,-26.52413269,-11.14790766,0,362.8915578,-31.03673524,6.865211861,19,183,12,0,2,63,37,88,0,17,9,0,0,0,9,6,-10.45834149
1qan,-23.6592913,2.721517594,-4.989763979,-30.61650148,0,31.6758196,-68.0048329,9.646119244,7,171,0,19,39,15,37,68,5,3,22,0,0,0,2,11,-6.18934873
1qaw,-22.24085075,1.838999688,-1.840702767,-22.23282483,-0.106939274,26.2982186,-33.30893672,1.817354915,8,129,0,38,23,0,66,10,5,4,13,0,0,0,0,4,-7.073541406
1qb1,-124.9213906,0.154605432,-7.421127922,-29.03637257,-0.328355025,160.1849656,-49.91674077,13.60783378,5,166,0,6,72,0,5,88,3,1,26,0,0,0,0,10,-9.353100648
1qbn,-102.29147,2.070559249,-7.701679804,-24.37274408,-0.661146331,132.2318042,-51.5216914,6.363754425,3,140,0,19,40,0,24,60,3,2,26,0,0,2,0,9,-8.082073676
1qbo,-359.5858726,4.455949421,-7.059592248,-37.16518352,-0.395600384,368.459452,-49.11781891,8.293935487,4,151,0,5,60,0,5,85,3,0,28,0,0,0,0,8,-10.69320517
1qbq,-99.69858546,3.027412869,-7.316964464,-40.05761656,0,131.0284301,-42.18536136,5.096989303,3,91,4,0,0,37,22,31,0,3,24,0,0,0,4,9,-11.46687376
1qbr,-44.14429077,-1.045952554,-4.231335319,-69.774855,-1.00E-11,55.39799482,-92.87219636,10.68128661,10,228,0,48,34,0,88,68,4,6,56,0,0,0,0,14,-14.60299466
1qbt,-56.21063378,0.906144961,-5.423307818,-68.03258885,-7.42E-08,62.34658984,-98.82900173,11.6060423,12,271,0,49,42,0,126,66,5,6,56,0,0,0,0,14,-14.67207221
1qbu,-31.83081566,2.406662217,-3.563180859,-65.98525983,0,45.21145857,-74.18151931,10.19926071,6,155,0,16,35,0,59,51,3,4,33,0,0,0,0,12,-14.14708281
1qft,-150.4759239,1.1990483,-2.268496317,-12.67360379,-6.753618995,155.0103462,-22.53435581,1.443731095,5,96,0,0,0,0,57,44,4,0,19,0,3,1,3,3,-12.11620276
1qhc,-150.1622052,3.273568312,-16.19256455,-11.11631103,-4.883441134,161.6190359,-49.54559187,13.89554449,12,217,0,18,4,42,86,79,2,6,17,0,1,0,8,16,-10.45834149
1qin,37.38396684,4.37532341,-5.004037097,-42.92809404,-0.138342387,-17.14631831,-56.18263864,16.84625486,10,162,0,0,12,1,110,49,1,5,29,0,0,0,5,14,-11.05240845
1qiw,-319.3403345,1.500031445,-0.587450254,-69.73757629,-0.48037921,316.5623979,-58.25959161,18.07604413,1,68,17,0,2,47,0,3,1,0,30,0,0,2,2,19,-10.69320517
1qka,-283.4058855,4.243455209,-13.25808624,-17.49089108,-0.631332141,247.5757616,-69.16714651,9.362404985,21,338,2,36,46,48,114,113,8,4,33,0,0,0,3,20,-8.17878225
