PDB,2.5_contacts,4.0_contacts,backbone_alpha,backbone_beta,backbone_other,sidechain_alpha,sidechain_beta,sidechain_other,ligand_HBD,receptor_HBD,hydrophobic,pi-cation,pi-pi,pi-t,salt_bridge,rot_bonds,Experimental
1ai7,0,45,0,8,0,12,18,7,0,0,20,0,0,1,0,1,-5.650543818
2eum,9,139,1,0,0,116,0,31,2,3,23,0,0,0,1,38,-9.256392074
2gl0,6,160,0,5,17,0,14,130,0,2,34,0,5,0,0,6,-6.659076089
1byk,16,194,5,7,6,77,29,86,6,9,5,0,0,0,1,13,-6.907755279
2fgu,7,160,0,21,39,0,55,52,3,2,33,0,0,0,2,14,-12.68263869
2cf9,4,129,0,28,29,0,19,57,3,1,37,0,0,0,0,8,-10.80372926
2fgv,7,155,0,22,41,0,53,46,3,2,29,0,0,0,2,14,-8.455092462
1sr7,1,109,24,0,2,77,0,7,1,1,38,0,0,0,0,6,-13.95366566
1uto,1,76,0,9,33,0,1,34,1,0,12,0,0,0,1,3,-3.136120897
1nq7,1,57,3,1,7,25,0,22,0,2,24,0,0,0,2,6,-9.394547179
1sh9,5,126,0,17,39,0,39,36,3,1,31,0,0,0,0,19,-8.330752867
1q1g,7,141,0,38,3,15,47,45,2,0,27,0,0,1,0,5,-11.83989255
1thz,6,120,2,0,5,35,16,68,1,3,31,0,2,0,3,6,-7.114987937
1q84,10,197,0,1,31,0,2,173,2,6,72,0,10,4,0,14,-15.26613917
1gny,7,90,0,1,5,0,59,32,5,4,11,0,0,0,0,20,-5.719621371
2ihq,1,103,22,0,2,73,0,7,1,0,35,0,0,1,0,2,-11.72936846
1p28,1,25,0,0,0,26,0,0,0,1,5,0,0,0,0,2,-7.488006722
2gv6,8,134,0,34,45,0,10,53,4,2,18,0,0,0,0,11,-10.14058475
1t4v,4,130,0,29,35,0,12,58,3,0,30,0,1,0,1,10,-10.61031211
1udt,2,86,11,0,0,60,0,17,1,1,28,0,2,1,0,7,-12.84842482
1bwa,10,203,0,32,45,0,81,55,4,6,34,0,0,0,0,14,-10.49978802
4std,1,70,3,0,0,7,42,19,0,1,27,0,0,3,0,4,-14.27142241
1pkx,16,256,27,17,37,47,18,126,3,13,12,1,0,0,2,6,-9.560333306
1gnn,11,200,0,26,39,0,61,85,4,3,15,0,0,0,0,20,-7.847209997
1gno,9,174,0,24,40,0,60,59,3,4,17,0,0,0,0,20,-10.63794313
1gnm,10,170,0,26,31,0,58,65,5,4,17,0,0,0,1,20,-8.634694099
1q65,6,133,0,4,20,42,36,37,4,2,30,0,2,0,0,7,-7.543268765
1xbo,14,195,8,0,11,89,11,90,1,10,34,0,0,0,1,11,-8.344568377
1jyq,19,256,0,32,20,62,81,80,3,14,36,2,0,0,4,20,-12.01949419
1ogx,6,60,2,0,0,16,48,0,1,1,15,0,0,2,0,1,-8.41364593
1q63,7,128,0,9,16,16,56,38,4,2,10,0,2,0,0,5,-8.082073676
1rle,8,163,0,27,3,0,98,43,1,7,7,0,0,0,6,12,-8.012996124
1vwn,4,161,0,0,4,0,126,35,0,7,44,0,2,1,0,10,-8.040627145
1bhx,6,143,0,37,39,0,17,56,5,1,27,0,0,2,1,9,-9.449809222
2jxr,10,167,0,2,43,0,53,79,5,3,22,0,0,0,0,17,-9.739934943
2bpy,7,155,0,17,39,0,31,75,4,1,28,0,0,0,2,14,-10.22347781
2a5b,5,100,0,1,0,0,84,20,3,1,11,0,4,0,0,5,-5.429495649
2a5c,5,89,0,3,0,0,68,23,1,2,15,0,0,1,0,5,-6.382765878
1e2l,5,99,1,0,0,61,17,25,1,2,28,0,1,0,0,4,-5.926854029
1ogg,9,154,0,0,15,1,92,55,2,5,25,0,0,0,0,16,-7.17024998
1pot,10,170,0,0,6,17,78,79,5,1,30,3,0,0,4,9,-7.584715296
1aid,1,41,0,5,1,0,25,11,0,0,23,0,0,0,0,7,-6.659076089
1e2k,3,109,3,0,0,66,19,24,2,3,28,0,1,0,0,4,-6.824862216
1z1r,5,157,0,21,36,0,57,48,5,2,20,0,0,0,0,11,-12.73790073
1o36,0,7,0,0,3,0,1,3,0,0,0,0,0,0,0,9,-8.234044293
1z9g,6,85,0,4,0,38,28,21,1,2,13,0,0,1,1,6,-7.791947955
1h0a,14,147,0,0,4,102,0,55,0,9,0,0,0,0,9,9,-7.515637744
2aj8,2,109,5,1,0,38,0,67,1,1,36,0,2,1,2,3,-8.565616546
1q8w,2,58,0,14,3,0,30,13,1,1,19,0,0,0,2,2,-7.239327532
1q8u,1,64,0,17,4,0,35,9,1,1,21,0,0,0,1,2,-8.234044293
1hxb,7,177,0,20,43,0,65,56,3,2,40,0,0,0,2,14,-13.70498647
1onz,9,117,12,0,10,47,9,48,0,5,17,0,0,0,1,5,-7.045910385
1dzk,0,26,0,2,0,0,22,2,0,0,11,0,1,0,0,3,-8.42746144
1ony,17,177,12,0,13,65,8,96,3,8,24,0,0,0,1,16,-9.353100648
1gj4,11,157,0,30,43,0,16,79,3,0,38,1,0,1,0,5,-5.622912797
1w4p,6,97,0,15,0,26,41,21,1,6,3,0,0,0,3,5,-6.548552005
1w4q,8,104,0,20,0,28,44,20,1,5,4,0,0,0,3,5,-7.266958554
1w4o,7,102,0,24,0,23,44,18,1,6,6,0,0,0,3,6,-7.211696511
1nfw,1,126,0,29,26,0,23,49,0,1,43,0,2,1,0,5,-12.37869746
2j7g,11,143,0,0,0,0,46,108,4,3,18,0,1,0,0,7,-9.670857391
1nfu,1,127,0,33,33,0,24,38,1,1,43,0,0,0,0,7,-10.69320517
4rsk,8,90,0,17,0,28,40,13,1,4,3,0,0,0,2,6,-5.968300561
1fhd,12,157,0,0,0,0,35,134,2,5,12,0,1,1,0,7,-9.422178201
1z6e,5,173,0,38,37,0,23,80,2,1,43,0,4,3,0,8,-13.42867626
1ykp,5,92,0,7,0,0,55,35,0,2,17,0,0,0,0,3,-4.089391125
1nfx,1,128,0,31,27,0,24,47,0,1,44,0,2,1,0,7,-11.770815
1z6s,7,151,0,5,0,20,66,67,2,5,14,1,2,0,3,7,-5.995931582
1wcq,12,159,0,0,1,0,115,55,4,7,15,0,0,0,6,11,-8.648509609
2gzl,10,199,3,30,33,14,47,82,5,6,40,0,0,0,2,16,-6.659076089
5tmn,8,143,0,15,0,26,40,70,2,3,23,0,0,0,4,14,-11.10767049
1g4j,7,89,0,0,4,1,47,44,0,2,14,0,0,0,1,5,-12.01949419
2cbz,11,166,20,0,22,62,44,29,0,8,17,0,4,0,5,11,-5.429495649
1bp0,15,137,2,8,0,17,69,56,2,9,2,0,0,0,3,5,-7.460375701
2bal,4,79,0,33,0,1,49,0,1,1,13,0,0,0,0,6,-8.717587162
1n1t,12,146,0,0,0,0,82,76,1,8,10,0,0,0,3,9,-5.318971565
1m9n,16,275,34,18,45,42,25,127,3,13,14,0,0,0,2,6,-9.560333306
1uz8,9,156,0,0,35,0,59,71,4,3,19,0,0,0,0,16,-6.852493237
1f3e,8,101,0,3,20,25,18,43,2,2,20,0,2,0,0,2,-9.256392074
4fiv,11,224,0,28,44,0,44,119,6,4,35,2,0,0,0,21,-9.007712884
1uz4,10,123,0,0,0,0,41,92,3,4,11,0,0,0,0,4,-4.69727359
1usn,4,101,0,21,2,17,29,36,2,2,22,1,2,0,0,5,-10.69320517
1g3c,7,115,0,9,47,0,3,63,3,0,14,0,0,0,1,6,-8.012996124
1g3b,7,112,0,8,42,0,6,63,4,0,10,0,0,0,1,6,-7.93010306
1g3e,7,113,0,8,44,0,6,62,3,0,19,0,0,0,0,6,-7.43274468
1g3d,7,99,0,10,38,0,5,53,2,0,15,0,0,0,0,6,-7.66760836
1szd,11,204,4,1,42,13,25,130,2,8,17,0,0,0,2,15,-6.272241793
2g00,4,167,0,32,50,0,24,65,4,1,48,0,3,3,0,7,-13.45630728
5std,2,69,1,0,0,24,38,8,0,1,40,1,1,4,0,5,-14.49247058
2boj,3,83,0,10,12,0,10,54,0,1,3,0,0,0,0,4,-7.971549592
1mjj,5,141,0,0,12,0,85,49,1,3,48,0,1,1,2,14,-12.07475623
1g36,5,132,0,26,37,0,21,53,4,0,26,0,0,2,0,7,-9.90572107
1k4h,5,108,0,3,20,26,29,35,3,1,17,0,2,0,0,6,-7.059725895
1pro,10,171,0,20,49,0,48,64,3,6,40,0,0,0,0,13,-15.61152693
1n1m,5,96,3,0,0,41,2,55,2,1,19,0,0,0,3,3,-7.874841018
1lor,17,181,0,12,9,14,55,108,3,9,10,0,0,0,1,7,-15.27995468
1kyv,11,176,0,25,17,58,19,68,4,5,36,1,7,0,0,9,-8.17878225
2bjm,2,89,0,0,0,0,31,60,0,0,55,0,7,4,0,1,-5.111738906
1g48,7,80,0,0,4,1,41,41,0,1,14,0,0,0,1,5,-11.61884438
1g45,6,82,0,0,3,0,48,37,0,2,14,0,0,0,1,5,-11.93660112
1g46,7,82,0,0,5,1,43,40,0,1,16,0,0,0,1,5,-12.15764929
1h6h,10,136,8,1,18,55,21,43,1,8,6,0,0,0,3,20,-7.322220596
2dua,6,48,5,2,0,9,34,4,0,4,3,0,0,0,1,1,-6.589998536
1cgl,8,143,0,11,31,23,38,48,4,4,26,0,1,0,5,19,-9.491255753
2cbv,11,133,0,0,0,0,55,89,4,3,10,2,0,0,2,4,-7.570899786
1nf8,7,119,6,0,10,33,32,45,1,6,32,0,0,0,3,5,-10.80372926
1fao,13,168,0,6,16,0,132,27,0,11,0,0,0,0,6,10,-10.18203128
1dhj,7,140,2,37,0,43,45,20,1,4,21,0,0,0,3,11,-9.049159416
1tni,2,80,0,5,39,2,1,35,3,0,10,0,0,0,1,5,-5.526204223
1iih,7,101,0,20,21,0,16,51,0,8,3,0,0,0,3,5,-3.992682551
1jwt,6,127,0,27,27,0,27,52,1,1,23,0,0,1,1,7,-10.84517579
2ypi,10,87,0,10,20,0,25,42,0,9,3,0,0,0,2,3,-6.659076089
1hos,5,115,0,26,34,0,25,35,4,2,33,0,0,0,0,20,-11.81226153
1me8,11,123,0,9,37,0,37,51,2,10,4,0,0,0,0,7,-9.933352091
1f0r,2,131,0,29,36,0,11,57,2,1,43,0,2,1,0,6,-10.58268109
1pr1,6,139,0,32,2,14,51,46,5,2,7,0,0,0,0,5,-7.322220596
1rbo,15,167,0,13,11,2,48,108,1,11,1,0,0,0,7,12,-17.57332943
1nli,5,92,1,10,18,42,26,0,3,4,21,0,2,0,0,1,-4.95976829
1joc,9,103,0,15,0,0,58,39,3,6,0,0,0,0,4,8,-6.382765878
2cbu,12,133,0,0,0,0,54,91,4,3,20,1,0,0,3,4,-7.847209997
220l,0,23,1,0,0,22,0,0,0,0,22,0,0,0,0,0,-4.69727359
1me7,10,138,0,9,39,0,39,61,2,11,4,0,0,0,0,7,-9.933352091
1dfo,12,168,0,0,29,0,57,94,5,3,26,0,1,0,1,11,-9.256392074
1tnh,3,76,0,3,41,0,1,34,3,0,9,0,0,0,1,2,-4.655827058
1xbb,1,86,0,27,5,12,39,4,1,1,26,0,0,0,0,7,-7.322220596
1gwv,8,133,0,0,0,9,5,127,3,3,17,0,0,0,0,12,-3.550586213
1m0o,12,173,15,0,19,16,30,105,0,9,26,0,0,0,2,8,-3.191382939
1i80,3,91,0,32,0,0,38,24,2,1,18,0,0,0,0,0,-8.855742268
1rbp,0,57,0,3,2,0,46,6,0,0,32,0,0,0,0,6,-9.284023095
1g30,3,152,0,32,35,0,22,66,3,1,52,0,0,4,0,13,-9.463624732
1no6,11,115,12,0,10,51,8,45,0,5,28,0,0,0,1,4,-6.092640156
1g32,3,146,0,28,35,0,22,64,3,1,48,0,0,4,0,7,-8.441276951
1g35,6,184,0,16,46,0,58,70,2,3,41,0,0,0,0,16,-11.24582559
2hb1,6,85,8,0,4,27,2,50,0,6,18,0,0,0,3,4,-5.249894012
1tcx,6,117,0,12,40,0,29,42,4,1,32,0,0,0,0,15,-9.601779838
1ciz,5,98,4,9,26,24,12,28,0,2,28,4,1,0,4,8,-10.27873986
456c,5,124,4,22,24,41,16,22,0,2,21,1,0,0,1,7,-13.49775382
1v2q,4,122,0,6,69,0,3,48,3,2,13,0,0,0,0,11,-5.70580586
1gjd,9,173,0,32,62,0,8,80,4,2,27,0,0,0,0,5,-7.211696511
1gjb,3,119,0,6,57,0,6,53,2,0,18,1,0,1,0,5,-8.772849204
1gjc,2,113,0,6,53,0,6,50,2,0,17,1,0,1,0,5,-8.772849204
1ajv,4,169,0,14,46,0,57,56,2,2,44,0,0,0,0,12,-10.66557415
1gja,9,156,0,5,73,0,3,84,4,2,18,1,0,1,0,5,-7.488006722
1ajx,4,152,0,10,32,0,51,63,2,2,46,0,0,0,0,12,-10.92806885
1rp7,13,178,0,4,33,35,18,101,1,10,20,0,1,1,5,9,-11.770815
1tlp,10,161,0,15,0,55,62,39,2,3,17,0,0,0,4,14,-10.43071047
1ody,10,206,0,50,47,0,41,78,6,4,38,0,0,0,0,21,-11.19056355
1fv0,4,113,6,0,35,42,0,34,1,1,20,0,0,0,0,4,-8.192597761
1zoh,0,51,0,4,3,0,35,9,0,0,14,0,0,0,0,0,-9.670857391
2fkf,11,102,0,3,7,0,30,73,1,8,1,0,0,0,4,8,-4.034129083
1xap,2,78,15,2,4,41,8,10,0,2,41,0,0,1,1,3,-12.01949419
2csn,1,59,0,15,0,7,30,8,0,1,18,0,0,0,1,5,-6.092640156
1ydk,13,140,4,12,4,54,14,65,2,7,11,0,0,0,4,16,-8.137335719
1odj,10,168,0,37,7,0,42,92,1,2,18,0,0,0,0,6,-5.664359329
1zog,0,48,0,4,1,0,37,6,0,0,15,0,0,0,0,1,-9.878090049
1kjr,9,186,0,0,2,0,192,1,2,2,13,1,0,0,0,14,-8.372199398
1p1n,9,128,8,11,4,53,37,24,0,6,24,1,0,0,2,4,-9.394547179
1p1o,11,165,5,25,4,53,64,25,3,7,12,0,0,0,2,4,-7.957734081
2aod,14,234,0,46,44,0,69,89,7,4,31,0,0,0,2,30,-7.819578976
1uho,2,91,9,0,1,66,0,17,1,1,29,1,0,1,0,8,-12.73790073
1mmp,6,87,1,2,42,16,3,29,2,2,17,0,0,0,4,6,-8.386014909
1hxw,6,170,0,19,49,0,34,74,4,2,43,1,0,0,0,19,-14.94838242
1w7g,7,178,0,52,32,0,24,77,2,3,27,2,0,0,2,13,-7.045910385
1ocq,19,155,0,0,20,0,83,71,4,4,9,2,0,0,2,10,-7.17024998
2fgi,3,115,0,24,13,4,63,14,1,2,34,0,0,0,0,13,-10.14058475
1sb1,1,139,0,25,36,0,14,65,1,1,30,0,0,0,0,10,-9.518886774
1ajn,1,55,0,12,0,2,28,14,0,1,12,0,1,0,0,3,-3.633479277
1h46,0,95,0,0,1,0,29,65,0,0,26,0,3,0,0,6,-4.932137269
7std,0,67,3,0,0,7,26,31,0,0,39,0,0,1,0,4,-14.81022732
1sld,5,133,0,8,1,0,102,27,1,5,36,0,2,1,0,9,-9.076790437
1sle,1,81,0,0,1,0,62,19,0,1,12,0,0,1,0,7,-8.524170014
1aj6,2,119,19,0,2,30,11,59,2,0,19,2,1,0,0,12,-8.17878225
1aj7,7,125,0,1,12,0,99,20,0,7,25,1,1,0,3,8,-5.346602586
1ua4,5,105,5,17,16,15,31,26,2,2,6,0,0,0,1,7,-5.830145456
1e6s,13,137,0,0,0,0,70,80,5,4,13,0,0,0,0,6,-4.4485944
1od8,9,155,0,0,0,0,47,117,3,3,16,0,0,0,0,6,-7.045910385
3pcn,6,88,0,0,0,5,30,59,1,2,20,0,0,0,0,4,-5.056476864
1d4y,6,146,0,16,20,0,35,81,1,4,22,0,0,0,0,13,-15.33521672
1zky,4,53,7,0,0,46,0,4,2,1,14,0,0,1,0,4,-8.634694099
1gj6,7,175,0,18,55,0,14,95,4,0,29,1,0,1,0,5,-9.670857391
1gj7,10,146,0,17,53,0,10,76,4,0,26,1,0,1,0,5,-10.90043783
1a1c,10,144,0,15,9,52,58,20,1,10,18,2,0,0,3,15,-8.841926757
1a1e,9,142,0,17,6,52,58,18,1,10,18,1,0,0,2,14,-8.289306335
1gaf,6,106,0,3,21,0,49,39,0,6,31,0,1,0,2,8,-11.05240845
1ro6,3,83,3,0,0,61,0,22,0,3,31,0,1,0,0,4,-8.92481982
1rpj,17,174,0,0,1,61,68,61,5,6,12,0,0,0,0,6,-8.952450842
1pdz,3,67,0,5,5,0,31,29,0,4,2,0,0,0,7,3,-5.111738906
1gai,14,205,0,0,44,44,19,112,8,2,26,0,0,0,1,22,-11.05240845
1d4l,7,137,0,24,30,0,48,42,3,2,28,0,0,0,0,11,-12.11620276
1d4k,8,172,0,13,37,0,44,86,6,2,34,0,0,0,2,13,-12.73790073
1gj8,1,117,0,5,59,0,7,47,0,0,21,0,0,0,0,7,-9.615595348
2b4l,3,69,9,0,2,18,18,25,0,3,31,6,0,0,2,2,-6.589998536
1dy4,4,144,0,0,1,0,65,82,3,1,26,2,4,0,4,7,-6.023562603
1bdq,6,138,0,17,40,0,24,63,3,1,38,0,0,0,0,15,-8.759033694
1a8i,9,149,6,0,34,13,25,80,5,3,4,0,0,0,0,5,-7.626161828
1w0y,5,149,0,12,54,0,5,83,4,0,33,0,0,0,0,11,-8.869557778
1lyb,8,170,0,7,52,0,24,95,3,4,18,0,0,0,0,24,-15.77731306
1vwl,4,108,0,5,3,0,100,4,1,2,21,0,0,1,0,13,-7.778132444
1ork,11,158,5,0,6,117,0,41,2,2,18,2,0,0,0,9,-12.1714648
1lyx,6,85,0,11,20,0,11,49,0,6,1,0,0,0,3,3,-6.272241793
1p19,9,122,6,21,9,9,69,17,2,7,7,0,2,0,0,6,-5.678174839
1fzq,15,202,30,3,23,57,1,103,2,10,16,0,0,0,1,9,-10.52741905
1lrh,2,47,0,0,0,0,36,13,0,0,22,0,0,1,3,2,-9.422178201
1y0l,2,92,0,2,1,0,90,1,1,1,41,0,5,0,1,6,-12.4339595
1fdq,2,69,0,1,3,3,49,15,0,2,23,0,0,0,1,14,-10.04387618
2cji,0,105,0,32,26,0,22,25,0,1,31,0,0,0,0,5,-11.35634968
1qca,2,77,0,0,1,20,23,35,1,0,23,0,0,0,1,8,-7.280774064
2cf8,4,129,0,31,27,0,17,58,3,1,36,0,0,0,0,7,-11.19056355
1gt1,0,38,0,2,0,0,32,4,0,0,14,0,1,3,0,1,-8.289306335
2fvd,3,122,0,8,26,12,51,28,1,1,23,0,0,0,0,7,-11.770815
1tys,15,178,4,12,0,19,70,88,2,12,6,0,0,0,4,5,-7.584715296
1m48,5,119,19,18,7,44,23,13,3,1,36,0,0,1,1,9,-7.032094874
1lrt,12,180,0,6,36,30,16,104,5,5,17,1,3,0,0,16,-7.791947955
1o2w,8,137,0,7,56,0,4,78,3,0,16,0,0,0,0,8,-8.082073676
1lke,4,108,0,9,0,22,81,0,1,2,25,0,0,0,0,4,-10.38926394
1qy1,1,42,0,0,2,0,39,2,0,0,21,0,0,1,0,3,-9.007712884
1ro7,19,330,0,0,78,9,31,231,3,14,32,0,1,0,1,18,-4.393332357
1qy2,1,32,0,0,1,0,31,1,0,1,13,0,0,1,0,2,-7.93010306
1qy5,2,78,11,1,2,26,28,12,1,0,8,0,0,0,0,6,-9.256392074
1lkk,12,193,0,20,9,52,83,41,1,12,26,1,0,0,5,20,-9.463624732
2ewa,2,118,0,23,3,0,53,41,1,1,58,0,3,0,0,4,-10.96951538
1axz,6,76,0,4,10,0,16,52,2,2,8,0,0,0,0,6,-4.420963379
1f0u,5,159,0,4,83,0,4,73,4,1,24,0,1,0,0,12,-9.89190556
1met,9,171,0,23,41,0,71,45,3,4,44,0,0,0,0,14,-12.98657992
1alw,1,32,0,0,0,33,0,0,0,1,11,0,0,0,1,4,-9.007712884
2f5t,17,196,11,30,26,28,49,69,6,6,7,0,0,0,0,12,-7.142618959
1uwu,15,154,0,0,0,0,74,95,4,3,14,2,0,0,3,6,-8.261675314
2aqu,7,164,0,32,46,0,33,60,5,2,45,0,0,0,2,19,-12.87605584
1jlr,14,165,1,12,11,56,69,30,1,9,10,0,2,0,8,11,-4.600565016
1y20,9,119,3,17,2,38,49,19,3,4,17,1,0,0,2,2,-7.349851617
2i80,1,89,0,5,32,16,11,26,1,0,28,0,0,0,0,4,-7.460375701
1msm,3,175,0,26,38,0,67,47,3,1,43,0,0,0,0,11,-14.47865506
1g4o,6,81,0,0,3,1,39,44,0,1,16,0,0,0,0,5,-11.39779621
1l6m,5,73,0,0,0,0,72,6,0,0,9,0,0,0,1,3,-11.19056355
2f2h,12,184,0,1,1,0,67,127,5,3,18,0,0,1,0,12,-7.874841018
3kiv,5,102,0,0,0,0,60,47,3,1,18,3,0,0,4,6,-6.493289962
2erz,4,83,0,15,3,0,42,27,2,1,15,0,0,0,1,2,-7.819578976
1ppl,5,138,0,3,30,0,30,80,3,2,18,0,0,0,0,18,-11.81226153
1ppk,5,125,0,3,31,0,28,68,3,3,13,0,0,0,0,16,-10.58268109
1db1,10,82,4,0,2,48,7,31,3,2,20,0,0,0,0,9,-12.79316278
1tok,7,71,0,0,5,21,19,33,0,7,3,0,0,0,2,2,-3.412431108
1toi,5,64,0,0,7,7,19,36,0,5,11,0,0,2,1,3,-5.595281776
1if8,7,81,0,0,4,2,47,35,0,1,14,0,0,0,1,7,-13.31815218
1r9l,4,58,7,0,2,28,6,19,0,2,16,4,0,0,1,2,-7.460375701
1tom,5,131,0,7,64,0,0,65,4,1,32,0,0,0,1,8,-11.46687376
2hf8,20,230,41,7,28,89,25,60,4,11,7,1,0,0,7,12,-7.557084275
6cpa,13,183,0,7,0,7,25,157,2,6,13,0,1,0,7,12,-15.91546816
1hsh,6,140,0,23,29,0,41,53,3,1,41,0,0,0,2,14,-13.01421095
1pph,6,125,0,5,67,0,5,54,4,2,16,0,0,0,0,8,-8.17878225
1tog,5,77,0,0,5,14,20,43,0,5,16,0,0,2,1,3,-4.4485944
1ydb,7,91,0,0,4,4,41,49,0,1,7,0,1,0,0,3,-11.3839807
11gs,11,184,4,14,9,71,22,75,3,6,33,0,1,0,3,19,-8.040627145
1r4w,9,129,0,12,5,48,17,56,3,6,14,0,0,0,4,11,-5.595281776
1uw6,0,46,0,1,9,0,19,17,0,0,18,3,0,0,0,1,-10.14058475
1ax0,6,88,0,4,12,0,17,61,2,3,9,0,0,0,0,6,-4.324254805
1e3v,1,42,4,0,0,19,20,0,0,1,12,0,0,0,0,6,-5.995931582
1px4,5,88,0,0,2,0,10,81,2,1,11,0,0,0,0,7,-4.46240991
3jdw,7,71,0,0,23,0,0,55,3,5,2,0,0,0,3,6,-4.973583801
2gh7,8,111,0,0,8,0,79,32,2,5,25,0,0,0,0,5,-17.96016373
1e6q,13,140,0,0,0,0,63,90,6,3,10,0,1,0,0,5,-4.351885826
2bys,1,95,0,15,11,0,41,29,0,0,42,3,0,0,0,7,-13.15236605
2cex,10,104,0,4,2,4,84,20,3,3,8,0,0,0,2,9,-6.493289962
1g98,13,158,9,4,31,64,8,55,1,8,0,0,0,0,1,9,-7.874841018
1y6r,7,162,0,26,20,27,47,49,4,1,23,0,0,0,2,6,-13.96748117
1o2s,6,117,0,4,54,0,5,60,3,0,16,0,0,0,0,4,-7.557084275
2ces,13,162,0,0,0,0,67,108,4,4,22,0,1,1,0,5,-10.01624515
1mtr,8,140,0,15,34,0,45,54,6,1,32,0,0,0,2,12,-11.60502887
1uj5,15,178,13,16,30,52,32,50,1,9,5,0,0,0,2,9,-4.21373072
2d1n,8,182,1,14,62,27,12,74,2,2,25,1,0,0,1,20,-11.2596411
1xjd,3,117,0,22,27,0,50,21,2,1,45,0,0,0,2,7,-13.09710401
1vkj,12,184,16,8,29,41,23,79,1,9,18,0,2,0,4,8,-6.700522621
1xh9,6,190,0,29,23,13,79,52,4,3,43,1,0,0,2,8,-10.7346517
1siv,13,178,0,33,37,0,49,72,7,4,26,0,0,0,2,19,-11.16293253
2fwp,13,139,7,22,7,22,29,65,0,11,6,0,0,0,2,6,-4.034129083
1jqe,0,110,6,0,3,57,0,44,0,0,65,2,5,0,1,9,-8.897188799
1sw1,3,80,0,6,0,11,43,23,0,3,33,4,0,0,3,1,-10.08532271
1jqy,12,133,1,0,22,11,29,82,4,3,20,0,0,0,0,13,-6.797231195
1toj,5,72,0,0,6,11,19,41,0,5,15,0,0,0,1,3,-4.683458079
2boh,0,137,0,33,38,0,25,41,0,1,45,3,0,0,0,6,-11.770815
1w5y,8,229,0,17,57,0,46,117,7,2,40,0,0,0,0,17,-11.71555295
1w5x,10,230,0,23,63,0,50,104,6,2,41,0,0,0,0,17,-11.60502887
1w5w,10,230,0,22,58,0,50,110,5,2,42,0,0,0,0,17,-12.15764929
1w5v,7,225,0,23,60,0,53,96,7,2,46,0,0,0,0,17,-11.2596411
2f34,8,120,6,19,3,50,35,15,2,5,14,1,0,0,1,7,-9.518886774
1n46,9,120,12,2,6,90,3,16,2,4,31,0,0,0,0,5,-14.53391711
1ga8,4,78,1,0,13,23,15,30,1,1,10,0,0,0,0,11,-2.4867919
5tln,7,116,0,9,1,53,32,28,2,3,16,0,0,1,2,10,-8.800480225
1agm,13,213,0,0,44,44,19,119,10,3,27,0,0,0,1,22,-16.57861267
1pxp,2,87,0,18,10,5,41,15,1,1,32,0,0,0,0,4,-9.201130032
1moq,10,130,7,7,46,24,9,47,2,9,1,0,0,0,1,7,-4.780166653
1z95,3,125,31,0,1,87,0,9,2,1,28,0,0,0,0,7,-5.94066954
1pvn,14,189,1,13,46,5,36,102,2,10,8,1,0,0,0,7,-13.56683137
1s38,6,102,0,8,8,14,46,32,3,2,19,0,0,0,0,1,-7.114987937
1l83,0,23,6,0,0,17,0,0,0,0,19,0,0,0,0,0,-4.69727359
1c4v,7,166,0,10,60,0,4,99,4,1,59,0,0,0,0,9,-14.9207514
1o3h,4,139,0,4,58,0,4,77,4,0,24,0,0,0,0,4,-10.08532271
2bfr,7,147,7,2,42,23,1,79,1,4,18,0,2,0,0,9,-7.253143043
1g9r,22,338,3,12,29,108,38,170,7,7,26,0,1,0,6,14,-7.874841018
2j7e,13,153,0,0,0,1,72,93,4,3,23,0,1,0,0,8,-10.11295373
2bfq,9,203,7,6,49,26,26,98,1,7,33,0,2,0,0,15,-9.518886774
1o3k,5,147,0,7,59,0,5,81,3,0,25,0,0,0,0,4,-9.353100648
1heg,6,133,0,22,34,0,32,51,3,1,18,0,0,0,1,16,-10.69320517
1v2s,3,93,0,21,29,0,9,37,3,0,12,0,0,0,0,2,-5.761067903
1a4r,12,192,23,2,30,51,6,92,2,8,15,0,0,2,1,10,-9.201130032
1k1m,5,136,0,5,73,0,4,59,4,1,18,0,0,0,0,8,-10.22347781
1k1l,7,134,0,6,70,0,5,60,4,1,16,0,0,0,0,8,-9.532702285
1v2w,7,123,0,6,73,0,2,49,3,1,13,0,0,0,0,11,-5.540019734
1k1j,7,143,0,6,71,0,4,69,4,2,22,0,0,0,0,10,-10.43071047
1k1i,9,135,0,6,70,0,4,64,4,3,14,0,0,0,1,9,-9.090605947
1o2q,9,162,0,18,54,0,13,86,5,0,27,0,0,0,0,6,-10.61031211
1q91,5,136,3,0,15,21,2,100,0,4,35,1,1,1,2,3,-5.733436882
2bo4,7,74,15,0,0,27,0,39,0,6,3,0,0,0,2,6,-6.368950367
2c3j,4,113,0,21,5,0,67,24,2,3,21,0,0,0,0,1,-8.537985525
2c3l,2,77,0,23,5,0,49,2,1,1,22,0,0,0,0,1,-7.004463853
1o2x,7,140,0,23,39,0,7,78,3,0,19,0,0,0,0,8,-8.082073676
1fkw,6,115,0,5,6,20,9,81,3,3,21,3,1,0,0,5,-6.976832832
1fkh,2,77,0,0,8,10,25,36,0,2,27,0,0,0,0,10,-11.2596411
1o2g,4,120,0,16,39,0,9,60,3,0,25,1,0,1,0,5,-8.455092462
