PDB,VINA,GlideSP,DSX,RFScore,HMS,Experimental
1sbg,-10.18593,-10.29,-199.257,-11.52092511,-12.57211461,-10.69320517
1nwl,-5.26208,-4.73,-85.621,-8.87630205,-7.874841018,-3.301907023
1o2z,-7.46017,-8.03,-128.275,-11.38252915,-8.814295736,-8.441276951
1x38,-8.16048,-8.53,-108.35,-7.91563357,-9.145867989,-12.11620276
1x39,-8.17179,-8.78,-116.201,-9.381544535,-8.897188799,-12.73790073
1i00,-6.51486,-5.17,-102.707,-11.10127253,-8.482723483,-8.759033694
2hxm,-7.69782,-10.95,-121.476,-8.270397559,-8.579432057,-7.211696511
1v2u,-5.3901,-8.2,-68.052,-5.496999464,-7.073541406,-4.655827058
2bpv,-10.53514,-11.72,-223.845,-11.57798757,-11.89515459,-10.5964966
1jn2,-4.65635,-3.38,-75.356,-6.421158187,-8.358383888,-5.650543818
1bai,-8.88069,-14.34,-286.705,-10.84961609,-13.12473503,-10.63794313
1tkb,-9.69271,-11.33,-132.872,-10.28581662,-9.864274538,-11.05240845
2izl,-7.71988,-9.75,-110.444,-7.449949561,-8.537985525,-8.289306335
1jn4,-8.64404,-10.54,-168.891,-10.30937299,-9.104421458,-6.838677726
2ez7,-3.4089,-4.52,-31.87,-6.167167346,-6.065009135,-6.023562603
1qka,-9.09347,-11.63,-202.174,-11.6019386,-10.45834149,-8.17878225
1b51,-7.39622,-11.34,-169.693,-10.79041663,-9.284023095,-10.18203128
1ssq,-3.77518,-5.85,-40.042,-7.602761182,-6.230795262,-8.289306335
1awi,-12.14964,-14.03,-223.718,-11.78344514,-13.38722973,-5.595281776
1b05,-7.77113,-10,-179.149,-11.01118619,-9.781381475,-9.836643517
1b32,-8.14331,-11.29,-188.81,-11.43812046,-9.974798623,-9.809012496
2a4m,-5.46716,-5.84,-54.894,-6.755226966,-7.584715296,-6.244610772
1b74,-4.18437,-5.28,-54.593,-7.783524177,-6.548552004,-1.796016373
1fo0,-12.37377,-19.34,-313.693,-10.94768043,-15.8325751,-7.722870402
2i3h,-8.28223,-11.51,-176.404,-8.182583871,-10.69320517,-10.22347781
1qaw,-8.2099,-9.24,-97.131,-6.091284033,-9.17349901,-7.073541406
1b5j,-9.1477,-11.81,-182.424,-11.11572677,-10.05769169,-10.26492434
1wdn,-6.23718,-9.44,-87.862,-7.356443051,-7.639977339,-8.703771652
2olb,-7.97653,-11.3,-198.902,-11.50952297,-9.822828007,-7.653792849
1laf,-6.61072,-8.1,-97.062,-6.606393639,-8.16496674,-10.84517579
1lag,-5.05793,-8.62,-81.246,-6.777916638,-7.653792849,-8.703771652
2bsu,-9.23912,-15.26,-252.981,-10.99746785,-13.51156933,-7.819578976
1b40,-9.40293,-12.17,-202.997,-11.72462863,-10.5964966,-10.05769169
1b3f,-8.28762,-11.7,-188.664,-11.57973175,-9.726119433,-9.518886774
1b3g,-8.05621,-9.84,-187.015,-11.4716613,-10.14058475,-9.256392074
1b46,-8.13891,-10.62,-185.333,-11.07522937,-9.767565964,-7.294589575
1b3l,-7.01069,-10.55,-153.009,-10.23766404,-8.786664715,-8.137335719
1b3h,-9.41984,-11.59,-208.534,-11.76346126,-10.70702068,-8.579432057
1b58,-9.83048,-12.6,-207.91,-11.69034886,-11.17674804,-9.104421458
1jet,-8.02818,-10.92,-167.589,-11.13772751,-9.422178201,-10.01624515
1jeu,-8.39399,-10.61,-186.282,-10.20381143,-9.974798623,-9.422178201
1b5i,-8.3973,-10.16,-178.49,-10.71887439,-9.643226369,-9.739934943
1jq8,-7.0982,-6.95,-140.04,-11.0057309,-9.947167602,-8.289306335
1utc,-8.92232,-14.99,-194.143,-10.88461585,-13.09710401,-6.286057304
1jev,-9.52947,-11.96,-221.987,-11.86929682,-10.94188436,-9.518886774
